FECHA,PROGRESIVA,PIEZOMETRO,COTA_RIO_(M.S.N.M),LECTURA_CUERDA_VIBRANTE,TEMPERATURA_(°C),MCA_1_(FACTOR_G),MCA_2_(FACTOR_G_Y_K),COTA_NF,PRECIPITACIONES_(MM)
23/09/2023,0+175,PE 9,114.221,8752.99,4.5,1.0269268000000276,1.0461668000000277,121.30492680000003,
26/09/2023,0+175,PE 9,114.131,8757.55,4.5,0.9033052000000412,0.9225452000000414,121.18130520000005,22.1
01/10/2023,0+175,PE 9,114.069,8759.05,4.6,0.8626402000000413,0.8804002000000413,121.14064020000005,
09/10/2023,0+175,PE 9,114.1,8760.76,4.7,0.8162821000000157,0.8325621000000156,121.09428210000002,
16/10/2023,0+175,PE 9,114.18,8755.37,4.9,0.9624049999999998,0.9757249999999998,121.24040500000001,0.8
29/10/2023,0+175,PE 9,114.254,8764.89,5.2,0.7043178000000374,0.7131978000000374,120.98231780000005,5.6
03/11/2023,0+175,PE 9,114.306,8758.17,5.3,0.8864970000000196,0.8938970000000195,121.16449700000003,
10/11/2023,0+175,PE 9,114.306,8764.03,5.5,0.7276324000000038,0.7320724000000038,121.00563240000001,
17/11/2023,0+175,PE 9,114.328,8767.92,5.7,0.6221745000000197,0.6236545000000197,120.90017450000002,5.5
26/08/2023,0+175,PE 11,114.391,9044.08,10.4,0.89920550000002,0.8482835000000201,114.88820550000003,3.8
01/09/2023,0+175,PE 11,114.309,9054.7,10.2,0.609385699999998,0.5606776999999981,114.59838570000001,
02/09/2023,0+175,PE 11,114.309,9052.46,10.2,0.6705153000000418,0.6218073000000417,114.65951530000005,
09/09/2023,0+175,PE 11,114.221,9055.41,10.0,0.5900098000000219,0.543515800000022,114.57900980000002,
16/09/2023,0+175,PE 11,114.221,9064.02,9.9,0.355042900000006,0.309655900000006,114.3440429,
23/09/2023,0+175,PE 11,114.221,9061.08,9.7,0.43527550000001985,0.39210250000001984,114.42427550000002,
26/09/2023,0+175,PE 11,114.131,9067.46,9.6,0.2611653000000417,0.2190993000000417,114.25016530000005,22.1
01/10/2023,0+175,PE 11,114.069,9068.83,9.5,0.22377800000001985,0.18281900000001985,114.21277800000003,
09/10/2023,0+175,PE 11,114.1,9073.36,9.4,0.10015430000000199,0.06030230000000198,114.0891543,
16/10/2023,0+175,PE 11,114.18,9069.05,9.3,0.21777420000003775,0.17902920000003775,114.20677420000004,0.8
29/10/2023,0+175,PE 11,114.254,9076.81,9.1,0.00600380000003177,-0.030527199999968228,SIN NF,5.6
03/11/2023,0+175,PE 11,114.306,9071.07,9.1,0.16264840000002584,0.12611740000002583,114.15164840000003,
10/11/2023,0+175,PE 11,114.306,9076.81,9.5,0.00600380000003177,-0.034955199999968226,SIN NF,
17/11/2023,0+175,PE 11,114.328,9079.54,8.9,-0.06849790000000595,-0.10281490000000598,SIN NF,5.5
24/08/2023,0+175,PE 12,114.391,8852.7,6.9,-0.041648799999998085,-0.06032799999999809,SIN NF,3.8
01/09/2023,0+175,PE 12,114.309,8852.23,10.3,-0.029259599999967398,-0.07440099999996741,SIN NF,
02/09/2023,0+175,PE 12,114.309,8843.91,10.3,0.19005560000002494,0.14491420000002495,114.21405560000002,
09/09/2023,0+175,PE 12,114.221,8808.3,10.1,1.1287352000000404,1.0851504000000403,115.15273520000004,
16/09/2023,0+175,PE 12,114.221,8803.29,10.0,1.260798799999998,1.2179922999999981,115.2847988,
26/09/2023,0+175,PE 12,114.131,8796.97,9.8,1.4273940000000385,1.3861441000000383,115.45139400000004,22.1
01/10/2023,0+175,PE 12,114.069,8796.55,9.7,1.4384652000000404,1.3979936000000404,115.46246520000004,
09/10/2023,0+175,PE 12,114.1,8798.69,9.6,1.3820548000000077,1.3423615000000075,115.4060548,
16/10/2023,0+175,PE 12,114.18,8792.43,9.5,1.5470684000000134,1.5081534000000136,115.57106840000002,0.8
29/10/2023,0+175,PE 12,114.254,8801.3,9.3,1.3132552000000404,1.2758968000000404,115.33725520000004,5.6
03/11/2023,0+175,PE 12,114.306,8796.08,9.2,1.450854400000023,1.414274300000023,115.47485440000003,
10/11/2023,0+175,PE 12,114.306,8803.08,9.2,1.2663344000000232,1.229754300000023,115.29033440000002,
20/11/2023,0+175,PE 12,114.328,8804.17,9.0,1.2376020000000192,1.202578500000019,115.26160200000002,5.5
21/08/2023,0+175,PE 13,114.391,8820.29,10.1,4.5694,4.4903439999999994,118.4294,
01/09/2023,0+175,PE 13,114.309,8819.4,10.2,4.593252000000033,4.512900000000033,118.45325200000003,3.8
02/09/2023,0+175,PE 13,114.309,8817.25,10.2,4.650872000000024,4.570520000000023,118.51087200000002,
09/09/2023,0+175,PE 13,114.221,8807.62,10.2,4.908956000000002,4.828604000000001,118.768956,
16/09/2023,0+175,PE 13,114.221,8809.61,10.1,4.855624000000008,4.776568000000007,118.715624,
23/09/2023,0+175,PE 13,114.221,8792.43,9.9,5.316048000000015,5.239584000000016,119.17604800000001,
26/09/2023,0+175,PE 13,114.131,8803.29,10.0,5.025,4.94724,118.885,22.1
01/10/2023,0+175,PE 13,114.069,8803.7,10.0,5.014012000000004,4.936252000000003,118.87401200000001,
09/10/2023,0+175,PE 13,114.1,8804.38,10.0,4.9957880000000445,4.918028000000044,118.85578800000005,
16/10/2023,0+175,PE 13,114.18,8799.58,9.9,5.124428000000025,5.047964000000025,118.98442800000002,0.8
29/10/2023,0+175,PE 13,114.254,8808.3,9.8,4.8907320000000425,4.815564000000043,118.75073200000004,5.6
03/11/2023,0+175,PE 13,114.306,8803.08,9.7,5.030628000000026,4.956756000000026,118.89062800000002,
10/11/2023,0+175,PE 13,114.306,8808.83,9.7,4.876528000000026,4.802656000000026,118.73652800000002,
17/11/2023,0+175,PE 13,114.328,8812.23,9.6,4.785408000000036,4.712832000000035,118.64540800000003,5.5
