FECHA,EXTENSOMETRO,COTA_EXCAV._(MSNM),PROFUNDIDAD,Z/COTA_RELEV.,DIFERENCIAS_(MM),ACUMULADO_(MM),COTA_FINAL_EXCAV._(MSNM)
14/05/2023,EX-VE-2a,112.0,8.0,112.0,0.0,0.0,96.0
21/05/2023,EX-VE-2a,110.0,10.0,110.0,0.0,0.0,96.0
25/05/2023,EX-VE-2a,110.0,10.0,110.0,0.0,0.0,96.0
03/06/2023,EX-VE-2a,110.0,10.0,110.0,0.0,0.0,96.0
10/06/2023,EX-VE-2a,110.0,10.0,110.0,0.0,0.0,96.0
20/06/2023,EX-VE-2a,108.0,12.0,108.0,0.0,0.0,96.0
03/07/2023,EX-VE-2a,108.0,12.0,108.0,0.0,0.0,96.0
11/07/2023,EX-VE-2a,108.0,12.0,108.0,0.0,0.0,96.0
18/07/2023,EX-VE-2a,108.0,12.0,108.0,0.0,0.0,96.0
29/07/2023,EX-VE-2a,106.0,14.0,106.0,0.0,0.0,96.0
31/07/2023,EX-VE-2a,104.0,16.0,104.0,0.0,0.0,96.0
11/08/2023,EX-VE-2a,104.0,16.0,104.0,0.0,0.0,96.0
20/08/2023,EX-VE-2a,104.0,16.0,104.0,0.0,0.0,96.0
30/08/2023,EX-VE-2a,104.0,16.0,104.0,0.0,0.0,96.0
05/09/2023,EX-VE-2a,102.5,17.5,102.5,0.0,0.0,96.0
27/09/2023,EX-VE-2a,102.5,17.5,102.5,0.0,0.0,96.0
13/10/2023,EX-VE-2a,101.2,18.8,101.2,0.0,0.0,96.0
29/10/2023,EX-VE-2a,101.2,18.8,101.2,0.0,0.0,96.0
03/04/2022,EX-VE-2b,118.0,0.0,120.0,0.0,0.0,
03/04/2022,EX-VE-2b,118.0,0.0,120.0,0.0,0.0,
26/04/2022,EX-VE-2b,118.0,0.0,120.0,0.0,0.0,
05/05/2022,EX-VE-2b,118.0,2.0,118.0,0.0,0.0,
30/05/2022,EX-VE-2b,118.0,2.0,118.0,0.0,0.0,
11/06/2022,EX-VE-2b,118.0,2.0,118.0,0.0,0.0,
16/02/2023,EX-VE-2b,118.0,2.0,118.0,0.0,0.0,
05/03/2023,EX-VE-2b,118.0,2.0,118.0,0.0,0.0,
26/03/2023,EX-VE-2b,118.0,2.0,118.0,0.0,0.0,
28/03/2023,EX-VE-2b,116.0,4.0,116.0,0.0,0.0,
29/03/2023,EX-VE-2b,114.0,6.0,114.0,0.0,0.0,
02/04/2023,EX-VE-2b,114.0,6.0,114.0,0.0,0.0,
09/04/2023,EX-VE-2b,114.0,6.0,114.0,0.0,0.0,
13/04/2023,EX-VE-2b,112.0,8.0,112.0,0.0,0.0,
15/04/2023,EX-VE-2b,112.0,8.0,112.0,0.0,0.0,
24/04/2023,EX-VE-2b,112.0,8.0,112.0,0.0,0.0,
30/04/2023,EX-VE-2b,112.0,8.0,112.0,0.0,0.0,
07/05/2023,EX-VE-2b,112.0,8.0,112.0,0.0,0.0,
14/05/2023,EX-VE-2b,112.0,8.0,112.0,0.0,0.0,
21/05/2023,EX-VE-2b,110.0,10.0,110.0,0.0,0.0,
25/05/2023,EX-VE-2b,110.0,10.0,110.0,0.0,0.0,
03/06/2023,EX-VE-2b,110.0,10.0,110.0,0.0,0.0,
10/06/2023,EX-VE-2b,110.0,10.0,110.0,0.0,0.0,
20/06/2023,EX-VE-2b,108.0,12.0,108.002,1.9999999999953388,0.0,
03/07/2023,EX-VE-2b,108.0,12.0,108.0,0.0,0.0,
11/07/2023,EX-VE-2b,108.0,12.0,108.0,0.0,0.0,
18/07/2023,EX-VE-2b,108.0,12.0,108.0,0.0,0.0,
29/07/2023,EX-VE-2b,106.0,14.0,106.0,0.0,0.0,
31/07/2023,EX-VE-2b,104.0,16.0,104.0,0.0,0.0,
11/08/2023,EX-VE-2b,104.0,16.0,104.0,0.0,0.0,
20/08/2023,EX-VE-2b,104.0,16.0,104.0,0.0,0.0,
30/08/2023,EX-VE-2b,104.0,16.0,104.0,0.0,0.0,
05/09/2023,EX-VE-2b,102.5,17.5,102.5,0.0,0.0,
27/09/2023,EX-VE-2b,102.5,17.5,102.5,0.0,0.0,
13/10/2023,EX-VE-2b,101.2,18.8,101.2,0.0,0.0,
29/10/2023,EX-VE-2b,101.2,18.8,101.2,0.0,0.0,
03/04/2022,EX-VE-2c,118.0,0.0,120.0,0.0,0.0,
03/04/2022,EX-VE-2c,118.0,0.0,120.0,0.0,0.0,
26/04/2022,EX-VE-2c,118.0,0.0,120.0,0.0,0.0,
05/05/2022,EX-VE-2c,118.0,2.0,118.0,0.0,0.0,
30/05/2022,EX-VE-2c,118.0,2.0,118.0,0.0,0.0,
11/06/2022,EX-VE-2c,118.0,2.0,118.0,0.0,0.0,
16/02/2023,EX-VE-2c,118.0,2.0,118.0,0.0,0.0,
05/03/2023,EX-VE-2c,118.0,2.0,118.0,0.0,0.0,
26/03/2023,EX-VE-2c,118.0,2.0,118.0,0.0,0.0,
28/03/2023,EX-VE-2c,116.0,4.0,116.0,0.0,0.0,
29/03/2023,EX-VE-2c,114.0,6.0,114.0,0.0,0.0,
02/04/2023,EX-VE-2c,114.0,6.0,114.0,0.0,0.0,
09/04/2023,EX-VE-2c,114.0,6.0,114.0,0.0,0.0,
13/04/2023,EX-VE-2c,112.0,8.0,112.0,0.0,0.0,
15/04/2023,EX-VE-2c,112.0,8.0,112.0,0.0,0.0,
24/04/2023,EX-VE-2c,112.0,8.0,112.0,0.0,0.0,
30/04/2023,EX-VE-2c,112.0,8.0,112.0,0.0,0.0,
07/05/2023,EX-VE-2c,112.0,8.0,112.0,0.0,0.0,
14/05/2023,EX-VE-2c,112.0,8.0,112.0,0.0,0.0,
21/05/2023,EX-VE-2c,110.0,10.0,110.0,0.0,0.0,
25/05/2023,EX-VE-2c,110.0,10.0,110.0,0.0,0.0,
03/06/2023,EX-VE-2c,110.0,10.0,110.0,0.0,0.0,
10/06/2023,EX-VE-2c,110.0,10.0,110.0,0.0,0.0,
20/06/2023,EX-VE-2c,108.0,12.0,108.001,1.0000000000047748,0.0,
03/07/2023,EX-VE-2c,108.0,12.0,108.0,0.0,0.0,
11/07/2023,EX-VE-2c,108.0,12.0,108.0,0.0,0.0,
18/07/2023,EX-VE-2c,108.0,12.0,108.0,0.0,0.0,
29/07/2023,EX-VE-2c,106.0,14.0,106.0,0.0,0.0,
31/07/2023,EX-VE-2c,104.0,16.0,104.0,0.0,0.0,
11/08/2023,EX-VE-2c,104.0,16.0,104.0,0.0,0.0,
20/08/2023,EX-VE-2c,104.0,16.0,104.0,0.0,0.0,
30/08/2023,EX-VE-2c,104.0,16.0,104.0,0.0,0.0,
05/09/2023,EX-VE-2c,102.5,17.5,102.5,0.0,0.0,
13/10/2023,EX-VE-2c,101.2,18.8,101.2,0.0,0.0,
29/10/2023,EX-VE-2c,101.2,18.8,101.2,0.0,0.0,
03/04/2022,EX-VE-2d,118.0,0.0,120.0,0.0,0.0,
03/04/2022,EX-VE-2d,118.0,0.0,120.0,0.0,0.0,
26/04/2022,EX-VE-2d,118.0,0.0,120.0,0.0,0.0,
05/05/2022,EX-VE-2d,118.0,2.0,118.0,0.0,0.0,
30/05/2022,EX-VE-2d,118.0,2.0,118.0,0.0,0.0,
11/06/2022,EX-VE-2d,118.0,2.0,118.0,0.0,0.0,
16/02/2023,EX-VE-2d,118.0,2.0,118.0,0.0,0.0,
05/03/2023,EX-VE-2d,118.0,2.0,118.0,0.0,0.0,
26/03/2023,EX-VE-2d,118.0,2.0,118.0,0.0,0.0,
28/03/2023,EX-VE-2d,116.0,4.0,116.0,0.0,0.0,
29/03/2023,EX-VE-2d,114.0,6.0,114.0,0.0,0.0,
02/04/2023,EX-VE-2d,114.0,6.0,114.0,0.0,0.0,
09/04/2023,EX-VE-2d,114.0,6.0,114.0,0.0,0.0,
13/04/2023,EX-VE-2d,112.0,8.0,112.0,0.0,0.0,
15/04/2023,EX-VE-2d,112.0,8.0,112.0,0.0,0.0,
24/04/2023,EX-VE-2d,112.0,8.0,112.0,0.0,0.0,
30/04/2023,EX-VE-2d,112.0,8.0,112.0,0.0,0.0,
07/05/2023,EX-VE-2d,112.0,8.0,112.0,0.0,0.0,
14/05/2023,EX-VE-2d,112.0,8.0,112.0,0.0,0.0,
21/05/2023,EX-VE-2d,110.0,10.0,110.0,0.0,0.0,
25/05/2023,EX-VE-2d,110.0,10.0,110.0,0.0,0.0,
03/06/2023,EX-VE-2d,110.0,10.0,110.0,0.0,0.0,
10/06/2023,EX-VE-2d,110.0,10.0,110.0,0.0,0.0,
20/06/2023,EX-VE-2d,108.0,12.0,108.001,1.0000000000047748,0.0,
03/07/2023,EX-VE-2d,108.0,12.0,108.0,0.0,0.0,
11/07/2023,EX-VE-2d,108.0,12.0,108.0,0.0,0.0,
18/07/2023,EX-VE-2d,108.0,12.0,108.0,0.0,0.0,
29/07/2023,EX-VE-2d,106.0,14.0,106.0,0.0,0.0,
31/07/2023,EX-VE-2d,104.0,16.0,104.0,0.0,0.0,
11/08/2023,EX-VE-2d,104.0,16.0,104.0,0.0,0.0,
20/08/2023,EX-VE-2d,104.0,16.0,104.0,0.0,0.0,
30/08/2023,EX-VE-2d,104.0,16.0,104.0,0.0,0.0,
05/09/2023,EX-VE-2d,102.5,17.5,102.5,0.0,0.0,
27/09/2023,EX-VE-2d,102.5,17.5,102.5,0.0,0.0,
13/10/2023,EX-VE-2d,101.2,18.8,101.2,0.0,0.0,
29/10/2023,EX-VE-2d,101.2,18.8,101.2,0.0,0.0,
03/04/2022,EX-VE-3a ,118.0,0.0,118.0,0.0,0.0,91.0
26/04/2022,EX-VE-3a ,118.0,0.0,118.0,0.0,0.0,91.0
30/05/2022,EX-VE-3a ,118.0,0.0,118.0,0.0,0.0,91.0
11/06/2022,EX-VE-3a ,118.0,0.0,118.0,0.0,0.0,91.0
04/07/2022,EX-VE-3a ,116.0,2.0,116.0,0.0,0.0,91.0
24/07/2022,EX-VE-3a ,116.0,2.0,116.0,0.0,0.0,91.0
09/08/2022,EX-VE-3a ,116.0,2.0,116.0,0.0,0.0,91.0
16/02/2023,EX-VE-3a ,116.0,2.0,116.0,0.0,0.0,91.0
05/03/2023,EX-VE-3a ,116.0,2.0,116.0,0.0,0.0,91.0
26/03/2023,EX-VE-3a ,116.0,2.0,116.0,0.0,0.0,91.0
02/04/2023,EX-VE-3a ,116.0,2.0,116.0,0.0,0.0,91.0
09/04/2023,EX-VE-3a ,114.0,4.0,114.0,0.0,0.0,91.0
12/04/2023,EX-VE-3a ,112.0,6.0,112.0,0.0,0.0,91.0
15/04/2023,EX-VE-3a ,112.0,6.0,112.0,0.0,0.0,91.0
24/04/2023,EX-VE-3a ,112.0,6.0,112.0,0.0,0.0,91.0
30/04/2023,EX-VE-3a ,112.0,6.0,112.0,0.0,0.0,91.0
06/05/2023,EX-VE-3a ,112.0,6.0,112.0,0.0,0.0,91.0
14/05/2023,EX-VE-3a ,112.0,6.0,112.0,0.0,0.0,91.0
21/05/2023,EX-VE-3a ,112.0,6.0,112.0,0.0,0.0,91.0
25/05/2023,EX-VE-3a ,110.0,8.0,110.0,0.0,0.0,91.0
03/06/2023,EX-VE-3a ,110.0,8.0,110.0,0.0,0.0,91.0
10/06/2023,EX-VE-3a ,110.0,8.0,110.0,0.0,0.0,91.0
20/06/2023,EX-VE-3a ,108.0,10.0,108.0,0.0,0.0,91.0
03/07/2023,EX-VE-3a ,108.0,10.0,108.0,0.0,0.0,91.0
11/07/2023,EX-VE-3a ,108.0,10.0,108.0,0.0,0.0,91.0
18/07/2023,EX-VE-3a ,108.0,10.0,108.0,0.0,0.0,91.0
31/07/2023,EX-VE-3a ,106.0,12.0,106.0,0.0,0.0,91.0
11/08/2023,EX-VE-3a ,106.0,12.0,106.0,0.0,0.0,91.0
20/08/2023,EX-VE-3a ,106.0,12.0,106.0,0.0,0.0,91.0
30/08/2023,EX-VE-3a ,106.0,12.0,106.0,0.0,0.0,91.0
03/09/2023,EX-VE-3a ,102.5,15.5,102.5,0.0,0.0,91.0
27/09/2023,EX-VE-3a ,100.5,17.5,100.5,0.0,0.0,91.0
14/10/2023,EX-VE-3a ,,,,,0.0,91.0
03/04/2022,EX-VE-3b,118.0,0.0,118.0,0.0,0.0,
26/04/2022,EX-VE-3b,118.0,0.0,118.0,0.0,0.0,
30/05/2022,EX-VE-3b,118.0,0.0,118.0,0.0,0.0,
11/06/2022,EX-VE-3b,118.0,0.0,118.0,0.0,0.0,
04/07/2022,EX-VE-3b,116.0,2.0,116.0,0.0,0.0,
24/07/2022,EX-VE-3b,116.0,2.0,116.0,0.0,0.0,
09/08/2022,EX-VE-3b,116.0,2.0,116.0,0.0,0.0,
16/02/2023,EX-VE-3b,116.0,2.0,116.0,0.0,0.0,
05/03/2023,EX-VE-3b,116.0,2.0,116.0,0.0,0.0,
26/03/2023,EX-VE-3b,116.0,2.0,116.0,0.0,0.0,
02/04/2023,EX-VE-3b,116.0,2.0,116.0,0.0,0.0,
09/04/2023,EX-VE-3b,114.0,4.0,114.0,0.0,0.0,
12/04/2023,EX-VE-3b,112.0,6.0,112.0,0.0,0.0,
15/04/2023,EX-VE-3b,112.0,6.0,112.0,0.0,0.0,
24/04/2023,EX-VE-3b,112.0,6.0,112.0,0.0,0.0,
30/04/2023,EX-VE-3b,112.0,6.0,112.0,0.0,0.0,
06/05/2023,EX-VE-3b,112.0,6.0,112.0,0.0,0.0,
14/05/2023,EX-VE-3b,112.0,6.0,112.0,0.0,0.0,
21/05/2023,EX-VE-3b,112.0,6.0,112.0,0.0,0.0,
25/05/2023,EX-VE-3b,110.0,8.0,110.0,0.0,0.0,
03/06/2023,EX-VE-3b,110.0,8.0,110.0,0.0,0.0,
10/06/2023,EX-VE-3b,110.0,8.0,110.0,0.0,0.0,
20/06/2023,EX-VE-3b,108.0,10.0,108.0,0.0,0.0,
03/07/2023,EX-VE-3b,108.0,10.0,108.0,0.0,0.0,
11/07/2023,EX-VE-3b,108.0,10.0,108.0,0.0,0.0,
18/07/2023,EX-VE-3b,108.0,10.0,108.0,0.0,0.0,
31/07/2023,EX-VE-3b,106.0,12.0,106.0,0.0,0.0,
11/08/2023,EX-VE-3b,106.0,12.0,106.001,1.0000000000047748,0.0,
20/08/2023,EX-VE-3b,106.0,12.0,106.001,1.0000000000047748,0.0,
30/08/2023,EX-VE-3b,106.0,12.0,106.003,3.0000000000001137,3.0,
03/09/2023,EX-VE-3b,102.5,15.5,102.5,0.0,3.0,
27/09/2023,EX-VE-3b,100.5,17.5,100.5,0.0,3.0,
14/10/2023,EX-VE-3b,,,,,3.0,
03/04/2022,EX-VE-3c,118.0,0.0,118.0,0.0,0.0,
26/04/2022,EX-VE-3c,118.0,0.0,118.0,0.0,0.0,
30/05/2022,EX-VE-3c,118.0,0.0,118.0,0.0,0.0,
11/06/2022,EX-VE-3c,118.0,0.0,118.0,0.0,0.0,
04/07/2022,EX-VE-3c,116.0,2.0,116.0,0.0,0.0,
24/07/2022,EX-VE-3c,116.0,2.0,116.0,0.0,0.0,
09/08/2022,EX-VE-3c,116.0,,,,0.0,
16/02/2023,EX-VE-3c,116.0,2.0,116.0,0.0,0.0,
05/03/2023,EX-VE-3c,116.0,2.0,116.0,0.0,0.0,
26/03/2023,EX-VE-3c,116.0,2.0,116.0,0.0,0.0,
02/04/2023,EX-VE-3c,116.0,2.0,116.0,0.0,0.0,
09/04/2023,EX-VE-3c,114.0,4.0,114.0,0.0,0.0,
12/04/2023,EX-VE-3c,112.0,6.0,,,0.0,
15/04/2023,EX-VE-3c,112.0,6.0,,,0.0,
24/04/2023,EX-VE-3c,112.0,6.0,,,0.0,
30/04/2023,EX-VE-3c,112.0,6.0,,,0.0,
06/05/2023,EX-VE-3c,112.0,6.0,,,0.0,
14/05/2023,EX-VE-3c,112.0,6.0,,,0.0,
21/05/2023,EX-VE-3c,112.0,6.0,,,0.0,
25/05/2023,EX-VE-3c,110.0,8.0,,,0.0,
03/06/2023,EX-VE-3c,110.0,8.0,,,0.0,
10/06/2023,EX-VE-3c,110.0,8.0,,,0.0,
20/06/2023,EX-VE-3c,108.0,10.0,108.0,0.0,0.0,
03/07/2023,EX-VE-3c,108.0,10.0,108.0,0.0,0.0,
11/07/2023,EX-VE-3c,108.0,10.0,108.0,0.0,0.0,
18/07/2023,EX-VE-3c,108.0,10.0,108.0,0.0,0.0,
31/07/2023,EX-VE-3c,108.0,12.0,106.0,0.0,0.0,
31/07/2023,EX-VE-3c,106.0,12.0,106.0,0.0,0.0,
11/08/2023,EX-VE-3c,106.0,12.0,106.0,0.0,0.0,
20/08/2023,EX-VE-3c,106.0,12.0,106.0,0.0,0.0,
30/08/2023,EX-VE-3c,106.0,12.0,106.003,3.0000000000001137,3.0,
03/09/2023,EX-VE-3c,102.5,15.5,102.5,0.0,3.0,
27/09/2023,EX-VE-3c,100.5,17.5,100.5,0.0,3.0,
14/10/2023,EX-VE-3c,,,,,3.0,
03/04/2022,EX-VE-3d,118.0,0.0,118.0,0.0,0.0,
26/04/2022,EX-VE-3d,118.0,0.0,118.0,0.0,0.0,
30/05/2022,EX-VE-3d,118.0,0.0,118.0,0.0,0.0,
11/06/2022,EX-VE-3d,118.0,0.0,118.0,0.0,0.0,
04/07/2022,EX-VE-3d,116.0,2.0,116.0,0.0,0.0,
24/07/2022,EX-VE-3d,116.0,2.0,116.0,0.0,0.0,
09/08/2022,EX-VE-3d,116.0,2.0,116.0,0.0,0.0,
16/02/2023,EX-VE-3d,116.0,2.0,116.0,0.0,0.0,
05/03/2023,EX-VE-3d,116.0,2.0,116.0,0.0,0.0,
26/03/2023,EX-VE-3d,116.0,2.0,116.0,0.0,0.0,
02/04/2023,EX-VE-3d,116.0,2.0,116.0,0.0,0.0,
09/04/2023,EX-VE-3d,114.0,4.0,114.0,0.0,0.0,
12/04/2023,EX-VE-3d,112.0,6.0,112.0,0.0,0.0,
15/04/2023,EX-VE-3d,112.0,6.0,112.0,0.0,0.0,
24/04/2023,EX-VE-3d,112.0,6.0,112.0,0.0,0.0,
30/04/2023,EX-VE-3d,112.0,6.0,112.0,0.0,0.0,
06/05/2023,EX-VE-3d,112.0,6.0,112.0,0.0,0.0,
14/05/2023,EX-VE-3d,112.0,6.0,112.0,0.0,0.0,
21/05/2023,EX-VE-3d,112.0,6.0,112.0,0.0,0.0,
25/05/2023,EX-VE-3d,110.0,8.0,110.0,0.0,0.0,
03/06/2023,EX-VE-3d,110.0,8.0,110.0,0.0,0.0,
10/06/2023,EX-VE-3d,110.0,8.0,110.0,0.0,0.0,
20/06/2023,EX-VE-3d,108.0,10.0,107.999,-1.0000000000047748,0.0,
03/07/2023,EX-VE-3d,108.0,10.0,108.0,0.0,0.0,
11/07/2023,EX-VE-3d,108.0,10.0,108.0,0.0,0.0,
18/07/2023,EX-VE-3d,108.0,10.0,108.0,0.0,0.0,
31/07/2023,EX-VE-3d,106.0,12.0,106.0,0.0,0.0,
11/08/2023,EX-VE-3d,106.0,12.0,106.002,1.9999999999953388,2.0,
20/08/2023,EX-VE-3d,106.0,12.0,106.003,3.0000000000001137,3.0,
30/08/2023,EX-VE-3d,106.0,12.0,106.003,3.0000000000001137,3.0,
03/09/2023,EX-VE-3d,102.5,15.5,102.5,0.0,3.0,
27/09/2023,EX-VE-3d,100.5,17.5,100.5,0.0,3.0,
14/10/2023,EX-VE-3d,,,,,3.0,
