FECHA,PROGRESIVA,PIEZOMETRO,COTA_RIO_(M.S.N.M),LECTURA_CUERDA_VIBRANTE,TEMPERATURA_(°C),MCA_1_(FACTOR_G),MCA_2_(FACTOR_G_Y_K),COTA_NF,PRECIPITACIONES_(MM)
01/10/2023,0+475 - MD,PE 13,114.069,8519.12,10.5,13.392480199999998,13.385824199999998,113.21948019999999,
09/10/2023,0+475 - MD,PE 13,114.1,8520.37,10.5,13.357555199999998,13.350899199999999,113.18455519999999,
16/10/2023,0+475 - MD,PE 13,114.18,8516.64,10.6,13.461771400000035,13.454782600000037,113.28877140000003,0.8
30/10/2023,0+475 - MD,PE 13,114.254,8512.51,10.5,13.577163600000015,13.570507600000015,113.40416360000002,5.6
03/11/2023,0+475 - MD,PE 13,114.306,8517.48,10.5,13.438301800000033,13.431645800000034,113.26530180000003,
10/11/2023,0+475 - MD,PE 13,114.306,8523.9,10.5,13.258927000000032,13.252271000000032,113.08592700000003,
17/11/2023,0+475 - MD,PE 13,114.328,8525.14,10.5,13.224281400000038,13.217625400000038,113.05128140000004,5.5
09/09/2023,0+475 - MD,PE 14,114.309,8509.78,10.6,8.277916499999995,8.173696499999995,108.68491649999999,
15/09/2023,0+475 - MD,PE 14,114.221,8515.99,10.6,8.10186300000002,7.997643000000018,108.50886300000002,
23/09/2023,0+475 - MD,PE 14,114.131,8317.25,10.6,13.736142000000012,13.631922000000014,114.14314200000001,22.1
01/10/2023,0+475 - MD,PE 14,114.069,8326.03,11.1,13.487228999999996,13.400378999999996,113.894229,
09/10/2023,0+475 - MD,PE 14,114.1,8327.62,11.1,13.44215249999999,13.355302499999992,113.84915249999999,
16/10/2023,0+475 - MD,PE 14,114.18,8324.45,11.1,13.53202199999999,13.44517199999999,113.939022,0.8
30/10/2023,0+475 - MD,PE 14,114.254,8320.61,11.1,13.640885999999997,13.554035999999996,114.04788599999999,5.6
03/11/2023,0+475 - MD,PE 14,114.306,8325.65,11.1,13.498002000000023,13.411152000000023,113.90500200000002,
10/11/2023,0+475 - MD,PE 14,114.306,8331.22,11.1,13.340092500000031,13.253242500000031,113.74709250000002,
17/11/2023,0+475 - MD,PE 14,114.328,8333.63,11.1,13.271769000000036,13.184919000000036,113.67876900000003,5.5
