FECHA,MARGEN,INSTRUMENTO,DELTA_NORTE_[M],DELTA_ESTE_[M],DELTA_COTA_[M],DISTANCIA_[M],DISTANCIA_(MM),AZIMUT_REF._AL_NORTE,TASA_NORTE_(MM/DIA),TASA_ESTE_(MM/DIA),TASA_COTA_(MM/DIA),TASA_DISTANCIA_(MM/DIA)
04/10/2021,Derecha,PF01 PRIMA,0.0003333333370392211,-0.0006666666668024845,0.0033333333333303017,0.0007453559942787325,0.7453559942787326,296.565051427207,0.041666667129902635,-0.08333333335031057,0.4166666666662877,0.09316949928484157
10/10/2021,Derecha,PF01 PRIMA,-0.0006666666668024845,-0.0006666666668024845,0.0043333333333350765,0.0009428090417741388,0.9428090417741388,225.0,-0.0476190476287489,-0.0476190476287489,0.30952380952393405,0.06734350298386706
14/10/2021,Derecha,PF01 PRIMA,0.0033333333340124227,0.0033333333340124227,0.0033333333333303017,0.004714045208870694,4.714045208870695,45.0,0.18518518522291239,0.18518518522291239,0.18518518518501678,0.26189140049281634
18/10/2021,Derecha,PF01 PRIMA,0.0023333333374466747,0.002333333333808696,0.00033333333331597714,0.0032998316487819254,3.2998316487819253,44.999999955334104,0.10606060624757611,0.10606060608221346,0.015151515150726233,0.1499923476719057
27/10/2021,Derecha,PF01 PRIMA,-0.0006666666668024845,-0.0006666666668024845,0.005333333333339851,0.0009428090417741388,0.9428090417741388,225.0,-0.021505376348467244,-0.021505376348467244,0.17204301075289843,0.030413194895939962
01/11/2021,Derecha,PF01 PRIMA,0.006333333338261582,0.005333333334419876,-0.0036666666666747005,0.008279828236719034,8.279828236719034,40.10090752999641,0.17592592606282173,0.14814814817832989,-0.10185185185207501,0.22999522879775097
11/11/2021,Derecha,PF01 PRIMA,0.0033333333340124227,-0.0006666666668024845,-0.00566666666668425,0.003399346343087728,3.399346343087728,348.69006752597977,0.07246376813070483,-0.01449275362614097,-0.1231884057974837,0.07389883354538539
16/11/2021,Derecha,PF01 PRIMA,0.001333333333604969,0.00033333333340124227,-0.0026666666666699257,0.0013743685421525491,1.374368542152549,14.036243467926477,0.026143790854999394,0.006535947713749849,-0.05228758169941031,0.026948402787304888
24/11/2021,Derecha,PF01 PRIMA,9.999999747378752e-05,0.0,0.0,9.999999747378752e-05,0.09999999747378752,360.0,0.0016949152114201275,0.0,0.0,0.0016949152114201275
01/12/2021,Derecha,PF01 PRIMA,9.999999747378752e-05,0.0,0.0,9.999999747378752e-05,0.09999999747378752,360.0,0.0015151514768755685,0.0,0.0,0.0015151514768755685
08/12/2021,Derecha,PF01 PRIMA,9.999999747378752e-05,0.0,0.0,9.999999747378752e-05,0.09999999747378752,360.0,0.0013698629790929798,0.0,0.0,0.0013698629790929798
09/01/2022,Derecha,PF01 PRIMA,9.999999747378752e-05,0.0,0.0,9.999999747378752e-05,0.09999999747378752,360.0,0.0009523809283217858,0.0,0.0,0.0009523809283217858
12/02/2022,Derecha,PF01 PRIMA,9.999999747378752e-05,0.0,0.0,9.999999747378752e-05,0.09999999747378752,360.0,0.0007194244422574641,0.0,0.0,0.0007194244422574641
16/02/2022,Derecha,PF01 PRIMA,-0.000566666669328697,0.00033333333340124227,0.00033333333331597714,0.0006574360997727936,0.6574360997727936,149.534455193066,-0.003962703981319559,0.0023310023314772185,0.0023310023308809593,0.004597455243166388
26/02/2022,Derecha,PF01 PRIMA,9.999999747378752e-05,0.0,0.0,9.999999747378752e-05,0.09999999747378752,360.0,0.0006535947547306374,0.0,0.0,0.0006535947547306374
07/03/2022,Derecha,PF01 PRIMA,,,,,,,,,,
11/03/2022,Derecha,PF01 PRIMA,9.999999747378752e-05,0.0,0.0,9.999999747378752e-05,0.09999999747378752,360.0,0.0006024096233360693,0.0,0.0,0.0006024096233360693
14/03/2022,Derecha,PF01 PRIMA,,,,,,,,,,
21/03/2022,Derecha,PF01 PRIMA,,,,,,,,,,
28/03/2022,Derecha,PF01 PRIMA,9.999999747378752e-05,0.0,0.0,9.999999747378752e-05,0.09999999747378752,360.0,0.0005464480736272542,0.0,0.0,0.0005464480736272542
06/04/2022,Derecha,PF01 PRIMA,,,,,,,,,,
11/04/2022,Derecha,PF01 PRIMA,,,,,,,,,,
20/04/2022,Derecha,PF01 PRIMA,,,,,,,,,,
01/05/2022,Derecha,PF01 PRIMA,9.999999747378752e-05,0.0,0.0,9.999999747378752e-05,0.09999999747378752,360.0,0.0004608294814460254,0.0,0.0,0.0004608294814460254
09/05/2022,Derecha,PF01 PRIMA,,,,,,,,,,
16/05/2022,Derecha,PF01 PRIMA,,,,,,,,,,
24/05/2022,Derecha,PF01 PRIMA,-0.000566666669328697,0.00033333333340124227,-0.0036666666666747005,0.0006574360997727936,0.6574360997727936,149.534455193066,-0.0023611111222029044,0.001388888889171843,-0.015277777777811252,0.0027393170823866403
30/05/2022,Derecha,PF01 PRIMA,,,,,,,,,,
10/06/2022,Derecha,PF01 PRIMA,,,,,,,,,,
14/06/2022,Derecha,PF01 PRIMA,,,,,,,,,,
24/06/2022,Derecha,PF01 PRIMA,9.999999747378752e-05,0.0,0.0,9.999999747378752e-05,0.09999999747378752,360.0,0.0003690036807150831,0.0,0.0,0.0003690036807150831
27/06/2022,Derecha,PF01 PRIMA,,,,,,,,,,
04/07/2022,Derecha,PF01 PRIMA,,,,,,,,,,
11/07/2022,Derecha,PF01 PRIMA,,,,,,,,,,
23/07/2022,Derecha,PF01 PRIMA,9.999999747378752e-05,0.0,0.0,9.999999747378752e-05,0.09999999747378752,360.0,0.000333333324912625,0.0,0.0,0.000333333324912625
01/08/2022,Derecha,PF01 PRIMA,,,,,,,,,,
08/08/2022,Derecha,PF01 PRIMA,,,,,,,,,,
16/08/2022,Derecha,PF01 PRIMA,,,,,,,,,,
30/08/2022,Derecha,PF01 PRIMA,,,,,,,,,,
16/11/2022,Derecha,PF01 PRIMA,9.999999747378752e-05,0.0,0.0,9.999999747378752e-05,0.09999999747378752,360.0,0.00024038460931198922,0.0,0.0,0.00024038460931198922
27/11/2022,Derecha,PF01 PRIMA,9.999999747378752e-05,0.0,0.0,9.999999747378752e-05,0.09999999747378752,360.0,0.0002341920315545375,0.0,0.0,0.0002341920315545375
14/12/2022,Derecha,PF01 PRIMA,0.0034333333314862102,0.006333333334623603,-0.004666666666679475,0.007204088345692933,7.2040883456929325,61.53764580357349,0.007732732728572546,0.014264264267170276,-0.01051051051053936,0.016225424202011108
09/02/2023,Derecha,PF01 PRIMA,,,,,,,,,,
18/02/2023,Derecha,PF01 PRIMA,9.999999747378752e-05,0.0,0.0,9.999999747378752e-05,0.09999999747378752,360.0,0.00019607842641919122,0.0,0.0,0.00019607842641919122
04/03/2023,Derecha,PF01 PRIMA,,,,,,,,,,
08/03/2023,Derecha,PF01 PRIMA,,,,,,,,,,
17/03/2023,Derecha,PF01 PRIMA,,,,,,,,,,
29/03/2023,Derecha,PF01 PRIMA,9.999999747378752e-05,0.0,0.0,9.999999747378752e-05,0.09999999747378752,360.0,0.00018214935787575138,0.0,0.0,0.00018214935787575138
04/04/2023,Derecha,PF01 PRIMA,,,,,,,,,,
13/04/2023,Derecha,PF01 PRIMA,,,,,,,,,,
17/04/2023,Derecha,PF01 PRIMA,,,,,,,,,,
25/04/2023,Derecha,PF01 PRIMA,9.999999747378752e-05,0.0,0.0,9.999999747378752e-05,0.09999999747378752,360.0,0.00017361110672532555,0.0,0.0,0.00017361110672532555
08/05/2023,Derecha,PF01 PRIMA,,,,,,,,,,
19/05/2023,Derecha,PF01 PRIMA,,,,,,,,,,
31/05/2023,Derecha,PF01 PRIMA,,,,,,,,,,
11/06/2023,Derecha,PF01 PRIMA,9.999999747378752e-05,0.0,0.0,9.999999747378752e-05,0.09999999747378752,360.0,0.00016051363960479536,0.0,0.0,0.00016051363960479536
19/06/2023,Derecha,PF01 PRIMA,0.005433333331893664,-0.0006666666668024845,0.0043333333333350765,0.005474080337380174,5.474080337380174,353.00480769949587,0.008610670890481242,-0.0010565240361370596,0.006867406233494575,0.008675246176513747
07/07/2023,Derecha,PF01 PRIMA,0.004433333335327916,-0.004666666667617392,-0.004666666666679475,0.006436786639992113,6.436786639992113,313.53119929265745,0.00683102208833269,-0.007190549564895827,-0.007190549563450656,0.009918007149448557
12/07/2023,Derecha,PF01 PRIMA,,,,,,,,,,
17/07/2023,Derecha,PF01 PRIMA,0.0074333333323011175,-0.002666666667209938,-0.000666666666660376,0.007897186558712374,7.897186558712374,340.26483615572226,0.011279716740972863,-0.00404653515509854,-0.0010116337885589923,0.011983591136134102
28/07/2023,Derecha,PF01 PRIMA,,,,,,,,,,
07/08/2023,Derecha,PF01 PRIMA,,,,,,,,,,
19/08/2023,Derecha,PF01 PRIMA,0.0014333333310787566,-0.0006666666668024845,0.00033333333331597714,0.0015807874248635898,1.5807874248635898,335.05609469764914,0.0020712909408652554,-0.0009633911369978101,0.0004816955683756895,0.0022843748914213725
