FECHA,PROGRESIVA,PIEZOMETRO,COTA_RIO_(M.S.N.M),LECTURA_CUERDA_VIBRANTE,TEMPERATURA_(°C),MCA_1_(FACTOR_G),MCA_2_(FACTOR_G_Y_K),COTA_NF,PRECIPITACIONES_(MM)
01/07/2022,0+950,PE 4,115.304,8993.06,9.4,-0.327524999999996,-0.29307099999999603,SIN NF,4.2
09/07/2022,0+950,PE 4,115.108,8996.4,9.4,-0.41937500000000005,-0.38492100000000007,SIN NF,
17/07/2022,0+950,PE 4,,8995.28,9.4,-0.38857500000002804,-0.35412100000002805,SIN NF,1.0
28/07/2022,0+950,PE 4,114.667,8993.28,9.5,-0.33357500000002804,-0.299870000000028,SIN NF,0.3
05/08/2022,0+950,PE 4,114.191,8985.62,9.4,-0.12292500000003201,-0.08847100000003202,SIN NF,
13/08/2022,0+950,PE 4,114.139,8991.28,9.5,-0.278575000000028,-0.244870000000028,SIN NF,3.1
19/08/2022,0+950,PE 4,114.136,8990.99,9.5,-0.270600000000004,-0.23689500000000396,SIN NF,8.6
29/08/2022,0+950,PE 4,,8990.79,9.5,-0.26510000000003403,-0.231395000000034,SIN NF,23.5
11/03/2023,0+950,PE 4,,8995.54,9.5,-0.3957250000000341,-0.36202000000003404,SIN NF,
18/03/2023,0+950,PE 4,116.743,8988.58,9.5,-0.20432500000000803,-0.17062000000000802,SIN NF,
26/03/2023,0+950,PE 4,116.526,8991.28,9.5,-0.278575000000028,-0.244870000000028,SIN NF,1.6
02/04/2023,0+950,PE 4,116.536,8989.66,9.4,-0.234025000000006,-0.19957100000000602,SIN NF,
09/04/2023,0+950,PE 4,116.374,8989.66,9.5,-0.234025000000006,-0.200320000000006,SIN NF,
15/04/2023,0+950,PE 4,116.266,8987.88,9.5,-0.185074999999988,-0.15136999999998801,SIN NF,
23/04/2023,0+950,PE 4,116.266,8991.01,9.5,-0.27115000000001604,-0.23744500000001603,SIN NF,6.5
09/05/2023,0+950,PE 4,115.969,8985.34,9.5,-0.11522500000001401,-0.08152000000001401,SIN NF,
27/05/2023,0+950,PE 4,115.73,8988.32,9.5,-0.197175000000002,-0.163470000000002,SIN NF,13.8
07/06/2023,0+950,PE 4,115.647,8995.05,9.5,-0.38224999999999004,-0.34854499999999,SIN NF,
14/06/2023,0+950,PE 4,115.34,8990.79,9.5,-0.26510000000003403,-0.231395000000034,SIN NF,
08/07/2023,0+950,PE 4,115.156,8987.45,9.6,-0.17325000000003002,-0.14029400000003,SIN NF,25.4
14/07/2023,0+950,PE 4,115.008,8988.1,9.6,-0.19112500000002,-0.15816900000002002,SIN NF,
30/07/2023,0+950,PE 4,114.831,,,,,,
06/08/2023,0+950,PE 4,114.831,8988.31,9.6,-0.196899999999996,-0.16394399999999598,SIN NF,
14/08/2023,0+950,PE 4,114.629,8995.75,9.6,-0.40150000000001,-0.36854400000001003,SIN NF,
23/08/2023,0+950,PE 4,114.391,8994.84,9.6,-0.37647500000001405,-0.34351900000001406,SIN NF,3.8
04/09/2023,0+950,PE 4,114.309,8986.1,9.7,-0.13612500000002,-0.10391800000002002,SIN NF,
09/09/2023,0+950,PE 4,114.221,8993.27,9.7,-0.333300000000022,-0.301093000000022,SIN NF,
15/09/2023,0+950,PE 4,114.131,8998.88,9.7,-0.487574999999988,-0.45536799999998806,SIN NF,
24/09/2023,0+950,PE 4,114.069,8988.8,9.7,-0.21037499999999,-0.17816799999999,SIN NF,22.1
01/10/2023,0+950,PE 4,114.1,8994.19,9.7,-0.35860000000002407,-0.326393000000024,SIN NF,
16/10/2023,0+950,PE 4,114.18,8990.14,9.7,-0.24722499999999403,-0.215017999999994,SIN NF,0.8
29/10/2023,0+950,PE 4,114.254,8996.67,9.7,-0.42680000000001206,-0.3945930000000121,SIN NF,5.6
03/11/2023,0+950,PE 4,114.306,8991.92,9.7,-0.296175000000012,-0.26396800000001197,SIN NF,
10/11/2023,0+950,PE 4,114.306,8998.24,9.7,-0.4699750000000041,-0.4377680000000041,SIN NF,
27/09/2019,0+950,PE 5,,8967.71,6.6,-0.12394339999997574,-0.11937649999997574,SIN NF,0.0
30/09/2019,0+950,PE 5,,8970.39,5.8,-0.1984205999999838,-0.1929168999999838,SIN NF,0.0
04/10/2019,0+950,PE 5,114.958,8969.05,6.0,-0.16118199999997976,-0.15591249999997978,SIN NF,0.0
08/10/2019,0+950,PE 5,,8969.48,6.0,-0.17313169999998787,-0.16786219999998786,SIN NF,0.0
12/10/2019,0+950,PE 5,,8969.05,6.1,-0.16118199999997976,-0.15602959999997976,SIN NF,0.3
17/10/2019,0+950,PE 5,,8969.05,6.2,-0.16118199999997976,-0.15614669999997977,SIN NF,0.0
21/10/2019,0+950,PE 5,,8966.15,6.3,-0.08059099999998988,-0.07567279999998988,SIN NF,0.0
24/10/2019,0+950,PE 5,,8970.39,6.5,-0.1984205999999838,-0.19373659999998377,SIN NF,0.0
28/10/2019,0+950,PE 5,,8972.65,6.8,-0.2612259999999899,-0.2568932999999899,SIN NF,0.0
01/11/2019,0+950,PE 5,,8970.82,7.1,-0.2103702999999919,-0.2063888999999919,SIN NF,0.0
04/11/2019,0+950,PE 5,,8974.85,7.3,-0.3223640000000101,-0.3186168000000101,SIN NF,0.0
09/11/2019,0+950,PE 5,115.173,8963.25,7.6,0.0,0.0033959000000000003,139.571,0.3
13/11/2019,0+950,PE 5,115.173,8970.39,7.8,-0.1984205999999838,-0.19525889999998378,SIN NF,0.8
17/11/2019,0+950,PE 5,,8975.98,8.0,-0.35376669999998783,-0.35083919999998786,SIN NF,10.7
20/11/2019,0+950,PE 5,,8970.18,8.3,-0.19258470000000807,-0.19000850000000807,SIN NF,4.8
25/11/2019,0+950,PE 5,,8972.86,8.6,-0.2670619000000162,-0.2648370000000162,SIN NF,9.1
29/11/2019,0+950,PE 5,115.728,8972.65,8.9,-0.2612259999999899,-0.2593523999999899,SIN NF,1.3
03/12/2019,0+950,PE 5,115.803,8963.89,9.2,-0.017785599999983824,-0.016263299999983823,SIN NF,5.3
07/12/2019,0+950,PE 5,,8968.62,9.4,-0.14923230000002224,-0.14794420000002223,SIN NF,0.0
11/12/2019,0+950,PE 5,116.171,8969.26,9.6,-0.16701790000000605,-0.16596400000000605,SIN NF,12.2
14/12/2019,0+950,PE 5,116.31,8970.82,9.9,-0.2103702999999919,-0.20966769999999194,SIN NF,1.0
18/12/2019,0+950,PE 5,,8975.34,10.3,-0.33598110000000403,-0.33574690000000407,SIN NF,0.0
04/01/2020,0+950,PE 5,,8967.71,11.4,-0.12394339999997574,-0.12499729999997573,SIN NF,0.0
09/01/2020,0+950,PE 5,,8971.52,11.8,-0.2298233000000121,-0.2313456000000121,SIN NF,0.0
13/01/2020,0+950,PE 5,117.135,8967.06,11.9,-0.10587989999998584,-0.10751929999998586,SIN NF,1.8
17/01/2020,0+950,PE 5,,8969.96,12.0,-0.1864708999999757,-0.1882273999999757,SIN NF,0.0
21/01/2020,0+950,PE 5,117.311,8966.36,12.1,-0.08642690000001617,-0.08830050000001617,SIN NF,0.0
25/01/2020,0+950,PE 5,,8970.39,12.3,-0.1984205999999838,-0.2005283999999838,SIN NF,2.3
29/01/2020,0+950,PE 5,117.528,8967.28,12.5,-0.11199370000001818,-0.11433570000001818,SIN NF,1.0
02/02/2020,0+950,PE 5,,8970.61,12.7,-0.20453440000001616,-0.20711060000001613,SIN NF,0.3
06/02/2020,0+950,PE 5,117.669,8961.21,12.8,0.05669160000002427,0.05399830000002426,139.62769160000002,0.0
10/02/2020,0+950,PE 5,,8964.11,12.8,-0.023899400000016172,-0.02659270000001618,SIN NF,0.5
14/02/2020,0+950,PE 5,,8973.08,13.0,-0.27317569999999797,-0.276103199999998,SIN NF,0.0
19/02/2020,0+950,PE 5,,8960.72,13.2,0.0703087000000182,0.0671470000000182,139.64130870000002,0.5
22/02/2020,0+950,PE 5,,8969.75,13.2,-0.180635,-0.1837967,SIN NF,0.0
28/02/2020,0+950,PE 5,117.808,8966.15,13.3,-0.08059099999998988,-0.08386979999998988,SIN NF,0.0
13/03/2020,0+950,PE 5,,,,,,,5.8999999999999995
22/03/2020,0+950,PE 5,,,,,,,1.0
26/03/2020,0+950,PE 5,,,,,,,12.2
01/04/2020,0+950,PE 5,,,,,,,1.5
07/05/2020,0+950,PE 5,117.621,8970.82,11.8,-0.2103702999999919,-0.2118925999999919,SIN NF,0.6
22/05/2020,0+950,PE 5,117.286,8970.18,11.0,-0.19258470000000807,-0.19317020000000806,SIN NF,3.8999999999999995
28/05/2020,0+950,PE 5,,8963.25,10.6,0.0,-0.00011709999999999958,SIN NF,0.6
06/06/2020,0+950,PE 5,117.213,8976.2,10.3,-0.3598805000000202,-0.3596463000000202,SIN NF,0.0
12/06/2020,0+950,PE 5,117.205,8974.85,10.1,-0.3223640000000101,-0.3218956000000101,SIN NF,0.0
16/06/2020,0+950,PE 5,,8969.96,9.9,-0.1864708999999757,-0.1857682999999757,SIN NF,0.0
24/06/2020,0+950,PE 5,115.995,8968.13,9.6,-0.13561519999997776,-0.13456129999997776,SIN NF,0.0
03/07/2020,0+950,PE 5,,8964.81,9.4,-0.043352399999985844,-0.042064299999985844,SIN NF,0.0
10/07/2020,0+950,PE 5,115.826,8975.98,9.1,-0.35376669999998783,-0.3521272999999879,SIN NF,0.6
21/07/2020,0+950,PE 5,115.69,8969.44,8.8,-0.17202010000001414,-0.17002940000001412,SIN NF,12.0
28/07/2020,0+950,PE 5,115.268,8966.36,8.6,-0.08642690000001617,-0.08420200000001617,SIN NF,0.0
03/08/2020,0+950,PE 5,,8972.86,8.5,-0.2670619000000162,-0.26471990000001616,SIN NF,0.0
14/08/2020,0+950,PE 5,,8974.64,8.3,-0.3165280999999838,-0.3139518999999838,SIN NF,2.8
24/08/2020,0+950,PE 5,,8966.36,8.0,-0.08642690000001617,-0.08349940000001617,SIN NF,1.5
30/08/2020,0+950,PE 5,,8966.58,7.9,-0.09254069999999796,-0.08949609999999797,SIN NF,0.0
07/09/2020,0+950,PE 5,,8971.09,7.8,-0.21787360000000405,-0.21471190000000406,SIN NF,0.0
14/09/2020,0+950,PE 5,,8973.29,7.7,-0.27901160000002423,-0.2757328000000242,SIN NF,1.0
21/09/2020,0+950,PE 5,,8973.08,7.6,-0.27317569999999797,-0.26977979999999796,SIN NF,0.5
25/09/2020,0+950,PE 5,114.013,8969.79,7.5,-0.18174660000002424,-0.17823360000002425,SIN NF,0.0
21/10/2020,0+950,PE 5,114.423,8969.48,7.4,-0.17313169999998787,-0.16950159999998785,SIN NF,0.8
31/10/2020,0+950,PE 5,,8967.92,7.4,-0.129779300000002,-0.12614920000000202,SIN NF,1.8
02/11/2020,0+950,PE 5,,8968.71,7.4,-0.15173339999997573,-0.14810329999997573,SIN NF,0.0
05/12/2020,0+950,PE 5,116.424,8967.92,7.5,-0.129779300000002,-0.12626630000000202,SIN NF,0.0
27/01/2021,0+950,PE 5,117.243,8973.51,7.6,-0.285125400000006,-0.281729500000006,SIN NF,0.0
03/02/2021,0+950,PE 5,117.266,8968.4,7.6,-0.14311849999998988,-0.13972259999998987,SIN NF,0.0
12/02/2021,0+950,PE 5,117.468,8971.09,7.7,-0.21787360000000405,-0.21459480000000403,SIN NF,0.0
19/02/2021,0+950,PE 5,117.468,8971.3,7.7,-0.22370949999997977,-0.22043069999997975,SIN NF,14.8
27/02/2021,0+950,PE 5,117.657,8970.82,7.7,-0.2103702999999919,-0.20709149999999188,SIN NF,1.8
03/03/2021,0+950,PE 5,117.843,8966.58,7.8,-0.09254069999999796,-0.08937899999999797,SIN NF,0.0
29/03/2021,0+950,PE 5,117.972,8970.82,7.9,-0.2103702999999919,-0.20732569999999192,SIN NF,0.0
05/04/2021,0+950,PE 5,117.866,8967.49,7.9,-0.11782959999999391,-0.11478499999999392,SIN NF,0.0
13/04/2021,0+950,PE 5,117.793,8971.52,7.9,-0.2298233000000121,-0.22677870000001213,SIN NF,0.0
20/04/2021,0+950,PE 5,117.824,8967.06,7.9,-0.10587989999998584,-0.10283529999998585,SIN NF,0.0
26/04/2021,0+950,PE 5,117.721,8973.08,8.0,-0.27317569999999797,-0.27024819999999794,SIN NF,0.0
05/05/2021,0+950,PE 5,117.721,8964.11,8.0,-0.023899400000016172,-0.020971900000016173,SIN NF,0.0
15/05/2021,0+950,PE 5,117.505,8967.92,8.0,-0.129779300000002,-0.126851800000002,SIN NF,0.0
26/05/2021,0+950,PE 5,117.394,8972.43,8.1,-0.25511220000000806,-0.252301800000008,SIN NF,0.0
07/06/2021,0+950,PE 5,116.853,8975.34,8.2,-0.33598110000000403,-0.333287800000004,SIN NF,0.0
28/06/2021,0+950,PE 5,116.552,8966.36,8.2,-0.08642690000001617,-0.08373360000001617,SIN NF,0.0
16/07/2021,0+950,PE 5,116.446,8971.52,8.3,-0.2298233000000121,-0.22724710000001214,SIN NF,2.1
21/08/2021,0+950,PE 5,115.14,,,,,,
09/11/2021,0+950,PE 5,115.629,8967.92,8.7,-0.129779300000002,-0.127671500000002,SIN NF,2.8
17/11/2021,0+950,PE 5,115.744,8974.21,8.7,-0.3045783999999757,-0.3024705999999757,SIN NF,0.0
24/11/2021,0+950,PE 5,115.871,8973.08,8.7,-0.27317569999999797,-0.271067899999998,SIN NF,0.0
30/11/2021,0+950,PE 5,115.981,8972.65,8.8,-0.2612259999999899,-0.2592352999999899,SIN NF,0.6
03/12/2021,0+950,PE 5,116.068,8968.83,8.8,-0.15506819999999796,-0.15307749999999798,SIN NF,
11/12/2021,0+950,PE 5,,8969.96,8.8,-0.1864708999999757,-0.18448019999997572,SIN NF,
19/01/2022,0+950,PE 5,117.333,8971.95,8.8,-0.2417730000000202,-0.2397823000000202,SIN NF,6.1
27/01/2022,0+950,PE 5,,8972.86,8.8,-0.2670619000000162,-0.26507120000001616,SIN NF,
11/02/2022,0+950,PE 5,117.602,8969.26,8.8,-0.16701790000000605,-0.16502720000000604,SIN NF,1.8
02/03/2022,0+950,PE 5,117.164,8974.64,8.8,-0.3165280999999838,-0.3145373999999838,SIN NF,21.1
09/03/2022,0+950,PE 5,117.109,8973.51,8.8,-0.285125400000006,-0.28313470000000607,SIN NF,
18/03/2022,0+950,PE 5,117.075,8967.06,8.8,-0.10587989999998584,-0.10388919999998585,SIN NF,
25/03/2022,0+950,PE 5,117.031,8977.81,8.8,-0.4046223999999858,-0.4026316999999858,SIN NF,
03/04/2022,0+950,PE 5,117.031,8975.12,8.9,-0.32986730000002223,-0.3279937000000222,SIN NF,22.4
10/04/2022,0+950,PE 5,116.875,8971.09,8.9,-0.21787360000000405,-0.21600000000000402,SIN NF,
17/04/2022,0+950,PE 5,116.697,8973.99,8.9,-0.2984645999999939,-0.2965909999999939,SIN NF,0.0
25/04/2022,0+950,PE 5,,8978.67,8.9,-0.428521800000002,-0.42664820000000203,SIN NF,
30/04/2022,0+950,PE 5,116.404,8969.26,8.9,-0.16701790000000605,-0.16514430000000604,SIN NF,12.3
09/05/2022,0+950,PE 5,116.254,8972.86,8.9,-0.2670619000000162,-0.26518830000001614,SIN NF,9.8
17/05/2022,0+950,PE 5,116.171,8967.49,9.0,-0.11782959999999391,-0.11607309999999392,SIN NF,
23/05/2022,0+950,PE 5,116.171,8976.47,9.0,-0.3673837999999818,-0.3656272999999818,SIN NF,
30/05/2022,0+950,PE 5,115.942,8967.71,9.0,-0.12394339999997574,-0.12218689999997573,SIN NF,0.0
09/06/2022,0+950,PE 5,115.747,8967.49,9.0,-0.11782959999999391,-0.11607309999999392,SIN NF,
16/06/2022,0+950,PE 5,115.555,8977.11,9.0,-0.38516940000001615,-0.3834129000000161,SIN NF,2.5
23/06/2022,0+950,PE 5,115.387,8967.22,8.9,-0.11032629999998181,-0.10845269999998179,SIN NF,
01/07/2022,0+950,PE 5,115.304,8974.64,9.1,-0.3165280999999838,-0.3148886999999838,SIN NF,4.2
09/07/2022,0+950,PE 5,115.108,8977.54,9.1,-0.39711910000002426,-0.39547970000002425,SIN NF,
17/07/2022,0+950,PE 5,,8976.54,9.1,-0.3693291000000242,-0.36768970000002427,SIN NF,1.0
28/07/2022,0+950,PE 5,114.667,8974.54,9.1,-0.31374910000002426,-0.31210970000002425,SIN NF,0.3
05/08/2022,0+950,PE 5,114.191,8967.28,9.2,-0.11199370000001818,-0.11047140000001818,SIN NF,
13/08/2022,0+950,PE 5,114.139,8972.54,9.2,-0.25816910000002424,-0.25664680000002427,SIN NF,3.1
19/08/2022,0+950,PE 5,114.136,8970.5,9.2,-0.20147749999999998,-0.1999552,SIN NF,8.6
29/08/2022,0+950,PE 5,,8972.43,9.2,-0.25511220000000806,-0.25358990000000803,SIN NF,23.5
11/03/2023,0+950,PE 5,,8977.11,9.2,-0.38516940000001615,-0.3836471000000162,SIN NF,
18/03/2023,0+950,PE 5,116.743,8970.18,9.2,-0.19258470000000807,-0.19106240000000807,SIN NF,
26/03/2023,0+950,PE 5,116.526,8972.65,9.2,-0.2612259999999899,-0.2597036999999899,SIN NF,1.6
02/04/2023,0+950,PE 5,116.536,8971.52,9.2,-0.2298233000000121,-0.22830100000001213,SIN NF,
09/04/2023,0+950,PE 5,116.374,8971.3,9.2,-0.22370949999997977,-0.22218719999997977,SIN NF,
15/04/2023,0+950,PE 5,116.266,8969.75,9.2,-0.180635,-0.1791127,SIN NF,
23/04/2023,0+950,PE 5,116.266,8973.08,9.3,-0.27317569999999797,-0.27177049999999797,SIN NF,6.5
09/05/2023,0+950,PE 5,115.969,8967.49,9.3,-0.11782959999999391,-0.1164243999999939,SIN NF,
27/05/2023,0+950,PE 5,115.73,8969.66,9.2,-0.17813389999999596,-0.17661159999999596,SIN NF,13.8
07/06/2023,0+950,PE 5,115.647,8976.47,9.3,-0.3673837999999818,-0.3659785999999818,SIN NF,
14/06/2023,0+950,PE 5,115.34,8972.43,9.3,-0.25511220000000806,-0.25370700000000806,SIN NF,
08/07/2023,0+950,PE 5,115.156,8969.05,9.4,-0.16118199999997976,-0.15989389999997977,SIN NF,25.4
14/07/2023,0+950,PE 5,115.008,8969.75,9.4,-0.180635,-0.1793469,SIN NF,
30/07/2023,0+950,PE 5,114.831,,,,,,
06/08/2023,0+950,PE 5,114.831,8970.18,9.5,-0.19258470000000807,-0.19141370000000807,SIN NF,
14/08/2023,0+950,PE 5,114.629,8977.54,9.5,-0.39711910000002426,-0.3959481000000243,SIN NF,
23/08/2023,0+950,PE 5,114.391,8976.68,9.5,-0.3732197000000081,-0.37204870000000806,SIN NF,3.8
04/09/2023,0+950,PE 5,114.309,8967.71,9.5,-0.12394339999997574,-0.12277239999997573,SIN NF,
09/09/2023,0+950,PE 5,114.221,8974.85,9.5,-0.3223640000000101,-0.3211930000000101,SIN NF,
15/09/2023,0+950,PE 5,114.131,8980.5,9.5,-0.4793774999999999,-0.4782064999999999,SIN NF,
24/09/2023,0+950,PE 5,114.069,8970.39,9.5,-0.1984205999999838,-0.19724959999998382,SIN NF,22.1
01/10/2023,0+950,PE 5,114.1,8975.77,9.5,-0.3479308000000121,-0.3467598000000121,SIN NF,
16/10/2023,0+950,PE 5,114.18,8971.52,9.6,-0.2298233000000121,-0.2287694000000121,SIN NF,0.8
29/10/2023,0+950,PE 5,114.254,8978.46,9.6,-0.42268589999997563,-0.42163199999997564,SIN NF,5.6
03/11/2023,0+950,PE 5,114.306,8973.51,9.5,-0.285125400000006,-0.28395440000000605,SIN NF,
10/11/2023,0+950,PE 5,114.306,8979.8,9.6,-0.4599244999999797,-0.4588705999999797,SIN NF,
18/03/2019,0+950,PE 6,,8571.98,14.1,-0.137949600000012,-0.10941010000001197,SIN NF,
25/03/2019,0+950,PE 6,,8570.93,13.7,-0.109095600000032,-0.07848050000003198,SIN NF,
31/03/2019,0+950,PE 6,,8578.06,13.6,-0.30502800000001,-0.27389400000000996,SIN NF,
07/04/2019,0+950,PE 6,,8575.55,13.3,-0.23605320000000402,-0.20336250000000403,SIN NF,
11/04/2019,0+950,PE 6,,8575.15,12.8,-0.225061200000014,-0.189776000000014,SIN NF,
15/04/2019,0+950,PE 6,,8580.17,12.5,-0.363010800000026,-0.326168900000026,SIN NF,
19/04/2019,0+950,PE 6,,8577.86,12.0,-0.29953200000004,-0.26009560000004,SIN NF,
26/04/2019,0+950,PE 6,,8580.17,12.5,-0.363010800000026,-0.326168900000026,SIN NF,
29/04/2019,0+950,PE 6,,8578.26,11.7,-0.31052400000003,-0.26953090000003,SIN NF,
03/05/2019,0+950,PE 6,117.567,8577.86,11.4,-0.29953200000004,-0.25698220000004,SIN NF,
07/05/2019,0+950,PE 6,117.493,8576.4,10.8,-0.259411200000014,-0.21374800000001398,SIN NF,
11/05/2019,0+950,PE 6,,8581.23,10.5,-0.392139600000012,-0.34491970000001204,SIN NF,
13/05/2019,0+950,PE 6,,8577.86,10.4,-0.29953200000004,-0.25179320000004,SIN NF,
16/05/2019,0+950,PE 6,,8583.88,10.2,-0.46496160000000203,-0.4161850000000021,SIN NF,
20/05/2019,0+950,PE 6,,8575.75,10.0,-0.24154920000002403,-0.19173480000002402,SIN NF,
24/05/2019,0+950,PE 6,117.348,8582.68,9.8,-0.43198560000003206,-0.38113340000003204,SIN NF,
27/05/2019,0+950,PE 6,,8579.72,9.8,-0.350644800000006,-0.299792600000006,SIN NF,
31/05/2019,0+950,PE 6,117.298,8578.46,9.5,-0.31602,-0.2636111,SIN NF,
04/06/2019,0+950,PE 6,,8586.25,9.0,-0.530089200000024,-0.475085800000024,SIN NF,
08/06/2019,0+950,PE 6,,8586.0,8.7,-0.5232192000000241,-0.4666591000000241,SIN NF,
10/06/2019,0+950,PE 6,,8580.77,8.6,-0.379498800000036,-0.322419800000036,SIN NF,
14/06/2019,0+950,PE 6,,8573.44,8.3,-0.17807040000003801,-0.119434700000038,SIN NF,
17/06/2019,0+950,PE 6,,8577.2,8.1,-0.281395200000044,-0.221721700000044,SIN NF,
21/06/2019,0+950,PE 6,,8584.75,7.7,-0.48886920000002404,-0.427120100000024,SIN NF,
24/06/2019,0+950,PE 6,116.701,8583.74,7.5,-0.46111440000001797,-0.398327500000018,SIN NF,0.5
28/06/2019,0+950,PE 6,,8579.52,7.3,-0.345148800000036,-0.281324100000036,SIN NF,1.3
01/07/2019,0+950,PE 6,,8584.34,7.0,-0.477602400000028,-0.41222100000002804,SIN NF,0.5
06/07/2019,0+950,PE 6,,8577.86,6.7,-0.29953200000004,-0.23259390000004,SIN NF,0.3
08/07/2019,0+950,PE 6,,8578.91,6.6,-0.32838600000002,-0.26092900000001995,SIN NF,0.0
13/07/2019,0+950,PE 6,116.354,8581.83,6.4,-0.408627600000022,-0.340132800000022,SIN NF,1.3
15/07/2019,0+950,PE 6,,8584.75,6.4,-0.48886920000002404,-0.420374400000024,SIN NF,0.3
19/07/2019,0+950,PE 6,116.255,8586.46,6.3,-0.53586,-0.46684629999999994,SIN NF,0.3
22/07/2019,0+950,PE 6,,8580.37,6.2,-0.368506800000046,-0.298974200000046,SIN NF,0.0
26/07/2019,0+950,PE 6,115.983,8580.37,6.2,-0.368506800000046,-0.298974200000046,SIN NF,0.0
29/07/2019,0+950,PE 6,115.915,8579.72,6.2,-0.350644800000006,-0.281112200000006,SIN NF,1.3
02/08/2019,0+950,PE 6,115.862,8577.2,6.5,-0.281395200000044,-0.213419300000044,SIN NF,1.5
05/08/2019,0+950,PE 6,,8582.88,6.5,-0.437481600000002,-0.369505700000002,SIN NF,0.0
09/08/2019,0+950,PE 6,,8577.2,6.5,-0.281395200000044,-0.213419300000044,SIN NF,0.0
12/08/2019,0+950,PE 6,115.68,8572.43,6.4,-0.150315600000032,-0.08182080000003199,SIN NF,0.0
16/08/2019,0+950,PE 6,,8579.11,6.2,-0.33388200000004,-0.26434940000004,SIN NF,0.0
19/08/2019,0+950,PE 6,,8573.89,6.0,-0.190436400000008,-0.11986600000000801,SIN NF,0.0
23/08/2019,0+950,PE 6,115.507,8579.52,5.9,-0.345148800000036,-0.274059500000036,SIN NF,1.5
26/08/2019,0+950,PE 6,,8583.09,5.9,-0.443252400000028,-0.372163100000028,SIN NF,0.8
30/08/2019,0+950,PE 6,115.318,8580.17,6.1,-0.363010800000026,-0.292959300000026,SIN NF,0.0
03/09/2019,0+950,PE 6,115.167,8573.04,6.2,-0.16707840000004798,-0.09754580000004798,SIN NF,0.3
07/09/2019,0+950,PE 6,,8577.46,6.3,-0.28854,-0.21952630000000004,SIN NF,0.0
11/09/2019,0+950,PE 6,,8582.48,6.3,-0.426489600000012,-0.35747590000001206,SIN NF,0.0
15/09/2019,0+950,PE 6,,8580.37,6.4,-0.368506800000046,-0.300012000000046,SIN NF,0.3
20/09/2019,0+950,PE 6,,8586.0,6.7,-0.5232192000000241,-0.45628110000002403,SIN NF,18.8
27/09/2019,0+950,PE 6,,8582.23,6.9,-0.41961960000001197,-0.353719300000012,SIN NF,0.0
30/09/2019,0+950,PE 6,,8582.48,7.2,-0.426489600000012,-0.36214600000001207,SIN NF,0.0
04/10/2019,0+950,PE 6,114.958,8580.17,7.4,-0.363010800000026,-0.299705000000026,SIN NF,0.0
08/10/2019,0+950,PE 6,,8581.23,7.5,-0.392139600000012,-0.32935270000001204,SIN NF,0.0
12/10/2019,0+950,PE 6,,8580.37,7.7,-0.368506800000046,-0.306757700000046,SIN NF,0.3
17/10/2019,0+950,PE 6,,8580.57,7.8,-0.374002800000016,-0.31277260000001605,SIN NF,0.0
21/10/2019,0+950,PE 6,,8578.46,8.1,-0.31602,-0.2563465,SIN NF,0.0
24/10/2019,0+950,PE 6,,8582.03,8.4,-0.414123600000042,-0.35600680000004203,SIN NF,0.0
28/10/2019,0+950,PE 6,,8584.34,8.8,-0.477602400000028,-0.42156120000002806,SIN NF,0.0
01/11/2019,0+950,PE 6,,8582.68,8.9,-0.43198560000003206,-0.37646330000003203,SIN NF,0.0
04/11/2019,0+950,PE 6,,8586.66,9.0,-0.54135600000002,-0.48635260000001995,SIN NF,0.0
09/11/2019,0+950,PE 6,115.173,8574.94,9.2,-0.21929040000003802,-0.16532480000003802,SIN NF,0.3
13/11/2019,0+950,PE 6,115.173,8582.03,9.2,-0.414123600000042,-0.360158000000042,SIN NF,0.8
17/11/2019,0+950,PE 6,,8588.32,9.7,-0.586972800000016,-0.535601700000016,SIN NF,10.7
20/11/2019,0+950,PE 6,,8580.37,10.0,-0.368506800000046,-0.31869240000004595,SIN NF,4.8
25/11/2019,0+950,PE 6,,8584.34,12.1,-0.477602400000028,-0.438684900000028,SIN NF,9.1
29/11/2019,0+950,PE 6,115.728,8583.94,11.2,-0.466610400000038,-0.423022800000038,SIN NF,1.3
03/12/2019,0+950,PE 6,115.803,8576.6,11.5,-0.26490720000003404,-0.222876300000034,SIN NF,5.3
07/12/2019,0+950,PE 6,,8579.31,11.6,-0.33937800000001,-0.29786600000001,SIN NF,0.0
11/12/2019,0+950,PE 6,116.171,8580.97,11.8,-0.384994800000006,-0.344520600000006,SIN NF,12.2
14/12/2019,0+950,PE 6,116.31,8582.68,12.0,-0.43198560000003206,-0.392549200000032,SIN NF,1.0
18/12/2019,0+950,PE 6,,8587.92,12.2,-0.575980800000026,-0.537582200000026,SIN NF,0.0
04/01/2020,0+950,PE 6,,8579.97,12.6,-0.357514800000006,-0.321191800000006,SIN NF,0.0
09/01/2020,0+950,PE 6,,8584.54,12.7,-0.48309840000004806,-0.44729430000004805,SIN NF,0.0
13/01/2020,0+950,PE 6,117.135,8579.31,12.8,-0.33937800000001,-0.30409280000001004,SIN NF,1.8
17/01/2020,0+950,PE 6,,8582.03,12.9,-0.414123600000042,-0.379357300000042,SIN NF,0.0
21/01/2020,0+950,PE 6,117.311,8579.11,13.0,-0.33388200000004,-0.29963460000004,SIN NF,0.0
25/01/2020,0+950,PE 6,,8582.03,13.0,-0.414123600000042,-0.379876200000042,SIN NF,2.3
