FECHA,PROGRESIVA,PIEZOMETRO,COTA_RIO_(M.S.N.M),LECTURA_CUERDA_VIBRANTE,TEMPERATURA_(°C),MCA_1_(FACTOR_G),MCA_2_(FACTOR_G_Y_K),COTA_NF,PRECIPITACIONES_(MM)
07/12/2019,0+950,PE 3,115.803,8948.72,9.1,-0.48344799999998017,-0.4849787799999802,SIN NF,0.0
11/12/2019,0+950,PE 3,116.171,8948.94,9.4,-0.4894232000000118,-0.4911021200000118,SIN NF,12.2
14/12/2019,0+950,PE 3,116.31,8951.19,9.7,-0.5505332000000118,-0.5523602600000118,SIN NF,1.0
18/12/2019,0+950,PE 3,116.31,8956.06,9.8,-0.6828023999999842,-0.6846788399999841,SIN NF,0.0
04/01/2020,0+950,PE 3,116.31,8950.06,11.2,-0.5198423999999842,-0.5224101599999842,SIN NF,0.0
09/01/2020,0+950,PE 3,116.31,8954.29,11.5,-0.6347292000000216,-0.6374451000000216,SIN NF,0.0
13/01/2020,0+950,PE 3,117.135,8949.63,11.4,-0.5081635999999763,-0.5108301199999763,SIN NF,1.8
17/01/2020,0+950,PE 3,117.135,8952.74,11.5,-0.592631199999992,-0.595347099999992,SIN NF,0.0
21/01/2020,0+950,PE 3,117.311,8949.15,11.3,-0.4951267999999881,-0.49774393999998817,SIN NF,0.0
25/01/2020,0+950,PE 3,117.311,8952.74,11.9,-0.592631199999992,-0.5955446199999921,SIN NF,2.3
29/01/2020,0+950,PE 3,117.528,8950.49,12.0,-0.531521199999992,-0.5344839999999921,SIN NF,1.0
02/02/2020,0+950,PE 3,117.528,8953.38,11.9,-0.6100135999999762,-0.6129270199999762,SIN NF,0.3
06/02/2020,0+950,PE 3,117.669,8944.01,12.0,-0.35552440000000396,-0.35848720000000395,SIN NF,0.0
10/02/2020,0+950,PE 3,117.669,8946.96,12.2,-0.43564639999997434,-0.4387079599999743,SIN NF,0.5
14/02/2020,0+950,PE 3,117.669,8956.06,12.7,-0.6828023999999842,-0.6861108599999842,SIN NF,0.0
19/02/2020,0+950,PE 3,117.669,8943.97,12.6,-0.35443799999998027,-0.35769707999998024,SIN NF,0.5
22/02/2020,0+950,PE 3,117.669,8952.52,12.4,-0.5866560000000098,-0.5898163200000098,SIN NF,0.0
28/02/2020,0+950,PE 3,117.808,8948.72,12.7,-0.48344799999998017,-0.4867564599999802,SIN NF,0.0
13/03/2020,0+950,PE 3,117.808,,,,,,5.8999999999999995
22/03/2020,0+950,PE 3,117.808,,,,,,1.0
26/03/2020,0+950,PE 3,117.808,,,,,,12.2
01/04/2020,0+950,PE 3,117.808,,,,,,1.5
07/05/2020,0+950,PE 3,117.621,8952.74,11.2,-0.592631199999992,-0.5951989599999921,SIN NF,0.6
22/05/2020,0+950,PE 3,117.286,8951.4,10.4,-0.5562367999999881,-0.5584095199999881,SIN NF,3.8999999999999995
28/05/2020,0+950,PE 3,117.286,8944.01,10.0,-0.35552440000000396,-0.35749960000000397,SIN NF,0.6
06/06/2020,0+950,PE 3,117.213,8957.19,9.6,-0.7134932000000118,-0.7152708800000118,SIN NF,0.0
12/06/2020,0+950,PE 3,117.205,8955.85,9.5,-0.6770988000000079,-0.6788271000000078,SIN NF,0.0
16/06/2020,0+950,PE 3,117.205,8960.7,9.4,-0.8088248000000178,-0.8105037200000178,SIN NF,0.0
24/06/2020,0+950,PE 3,115.995,8948.72,9.2,-0.48344799999998017,-0.4850281599999802,SIN NF,0.0
03/07/2020,0+950,PE 3,115.995,8945.35,9.0,-0.39191880000000784,-0.39340020000000786,SIN NF,0.0
10/07/2020,0+950,PE 3,115.826,8956.97,8.8,-0.7075179999999802,-0.7089006399999802,SIN NF,0.6
21/07/2020,0+950,PE 3,115.69,8939.57,8.5,-0.23493399999999012,-0.23616849999999012,SIN NF,12.0
28/07/2020,0+950,PE 3,115.268,8946.69,8.2,-0.42831320000001183,-0.42939956000001184,SIN NF,0.0
03/08/2020,0+950,PE 3,115.268,8952.95,8.0,-0.5983348000000177,-0.5993224000000177,SIN NF,0.0
14/08/2020,0+950,PE 3,115.268,8954.51,7.7,-0.640704400000004,-0.641543860000004,SIN NF,2.8
24/08/2020,0+950,PE 3,115.268,8946.25,7.4,-0.416362799999998,-0.417054119999998,SIN NF,1.5
30/08/2020,0+950,PE 3,115.268,8946.47,7.2,-0.4223379999999802,-0.42293055999998014,SIN NF,0.0
07/09/2020,0+950,PE 3,115.268,8950.7,7.1,-0.5372248000000177,-0.5377679800000177,SIN NF,0.0
14/09/2020,0+950,PE 3,115.268,8953.38,7.0,-0.6100135999999762,-0.6105073999999763,SIN NF,1.0
21/09/2020,0+950,PE 3,115.268,8953.17,6.9,-0.60431,-0.60475442,SIN NF,0.5
25/09/2020,0+950,PE 3,114.013,8949.63,6.8,-0.5081635999999763,-0.5085586399999763,SIN NF,0.0
21/10/2020,0+950,PE 3,114.423,8949.63,6.9,-0.5081635999999763,-0.5086080199999763,SIN NF,0.8
31/10/2020,0+950,PE 3,114.423,8948.29,7.0,-0.47176920000002176,-0.4722630000000218,SIN NF,1.8
02/11/2020,0+950,PE 3,114.423,8948.63,7.0,-0.4810035999999763,-0.48149739999997626,SIN NF,0.0
05/12/2020,0+950,PE 3,116.424,,,,,,0.0
27/01/2021,0+950,PE 3,117.243,8953.38,9.3,-0.6100135999999762,-0.6116431399999762,SIN NF,0.0
03/02/2021,0+950,PE 3,117.266,8947.81,9.4,-0.45873239999998416,-0.46041131999998414,SIN NF,0.0
12/02/2021,0+950,PE 3,117.468,8950.7,9.7,-0.5372248000000177,-0.5390518600000177,SIN NF,0.0
19/02/2021,0+950,PE 3,117.468,8951.19,9.9,-0.5505332000000118,-0.5524590200000118,SIN NF,14.8
27/02/2021,0+950,PE 3,117.657,8950.7,10.1,-0.5372248000000177,-0.5392493800000178,SIN NF,1.8
03/03/2021,0+950,PE 3,117.843,,,,,,0.0
29/03/2021,0+950,PE 3,117.972,8950.49,10.9,-0.531521199999992,-0.5339408199999921,SIN NF,0.0
05/04/2021,0+950,PE 3,117.866,8946.69,11.0,-0.42831320000001183,-0.43078220000001183,SIN NF,0.0
13/04/2021,0+950,PE 3,117.793,8950.49,11.1,-0.531521199999992,-0.5340395799999921,SIN NF,0.0
20/04/2021,0+950,PE 3,117.824,8946.47,11.2,-0.4223379999999802,-0.4249057599999802,SIN NF,0.0
26/04/2021,0+950,PE 3,117.721,8952.95,11.2,-0.5983348000000177,-0.6009025600000177,SIN NF,0.0
05/05/2021,0+950,PE 3,117.721,8943.8,11.2,-0.3498207999999782,-0.35238855999997826,SIN NF,0.0
15/05/2021,0+950,PE 3,117.505,8947.6,11.1,-0.45302880000000784,-0.4555471800000078,SIN NF,0.0
26/05/2021,0+950,PE 3,117.394,8951.61,11.0,-0.5619404000000139,-0.5644094000000138,SIN NF,0.0
07/06/2021,0+950,PE 3,116.853,8954.72,10.8,-0.6464079999999802,-0.6487782399999802,SIN NF,0.0
28/06/2021,0+950,PE 3,116.552,8945.62,10.2,-0.3992520000000197,-0.4013259600000197,SIN NF,0.0
16/07/2021,0+950,PE 3,116.446,8950.49,9.6,-0.531521199999992,-0.533298879999992,SIN NF,2.1
21/08/2021,0+950,PE 3,115.14,,,,,,
09/11/2021,0+950,PE 3,115.629,8946.96,8.4,-0.43564639999997434,-0.4368315199999744,SIN NF,2.8
17/11/2021,0+950,PE 3,115.744,8953.38,8.6,-0.6100135999999762,-0.6112974799999762,SIN NF,0.0
24/11/2021,0+950,PE 3,115.871,8951.83,8.7,-0.5679155999999961,-0.569248859999996,SIN NF,0.0
30/11/2021,0+950,PE 3,115.981,8951.83,8.9,-0.5679155999999961,-0.5693476199999961,SIN NF,0.6
03/12/2021,0+950,PE 3,116.068,8947.38,8.9,-0.4470535999999763,-0.4484856199999763,SIN NF,
11/12/2021,0+950,PE 3,116.068,8948.72,9.1,-0.48344799999998017,-0.4849787799999802,SIN NF,
19/01/2022,0+950,PE 3,117.333,8950.28,10.3,-0.5258176000000158,-0.5279409400000158,SIN NF,6.1
27/01/2022,0+950,PE 3,117.333,8951.19,10.5,-0.5505332000000118,-0.5527553000000118,SIN NF,
11/02/2022,0+950,PE 3,117.602,8947.6,10.8,-0.45302880000000784,-0.4553990400000078,SIN NF,1.8
02/03/2022,0+950,PE 3,117.164,8952.95,11.2,-0.5983348000000177,-0.6009025600000177,SIN NF,21.1
09/03/2022,0+950,PE 3,117.109,8951.4,11.3,-0.5562367999999881,-0.5588539399999881,SIN NF,
18/03/2022,0+950,PE 3,117.075,8944.94,11.4,-0.38078320000001187,-0.3834497200000119,SIN NF,
25/03/2022,0+950,PE 3,117.031,8955.85,11.5,-0.6770988000000079,-0.6798147000000078,SIN NF,
03/04/2022,0+950,PE 3,117.031,8953.17,11.5,-0.60431,-0.6070259,SIN NF,22.4
10/04/2022,0+950,PE 3,116.875,8948.72,11.5,-0.48344799999998017,-0.48616389999998016,SIN NF,
17/04/2022,0+950,PE 3,116.697,8951.61,11.5,-0.5619404000000139,-0.5646563000000138,SIN NF,0.0
25/04/2022,0+950,PE 3,116.697,8956.54,11.4,-0.6958392000000216,-0.6985057200000216,SIN NF,
30/04/2022,0+950,PE 3,116.404,8947.17,11.4,-0.44134999999999996,-0.44401651999999997,SIN NF,12.3
09/05/2022,0+950,PE 3,116.254,8950.28,11.3,-0.5258176000000158,-0.5284347400000158,SIN NF,9.8
17/05/2022,0+950,PE 3,116.171,8945.14,11.2,-0.3862151999999822,-0.3887829599999822,SIN NF,
23/05/2022,0+950,PE 3,116.171,8954.72,11.1,-0.6464079999999802,-0.6489263799999802,SIN NF,
30/05/2022,0+950,PE 3,115.942,8945.35,10.9,-0.39191880000000784,-0.39433842000000785,SIN NF,0.0
09/06/2022,0+950,PE 3,115.747,8945.62,10.7,-0.3992520000000197,-0.4015728600000197,SIN NF,
16/06/2022,0+950,PE 3,115.555,8954.72,10.2,-0.6464079999999802,-0.6484819599999802,SIN NF,2.5
23/06/2022,0+950,PE 3,115.387,8945.68,10.1,-0.4008816000000059,-0.4029061800000059,SIN NF,
01/07/2022,0+950,PE 3,115.304,8952.31,10.0,-0.5809523999999842,-0.5829275999999841,SIN NF,4.2
09/07/2022,0+950,PE 3,115.108,8955.85,9.8,-0.6770988000000079,-0.6789752400000079,SIN NF,
17/07/2022,0+950,PE 3,115.108,8955.17,9.8,-0.6586299999999999,-0.66050644,SIN NF,1.0
28/07/2022,0+950,PE 3,114.667,8952.2,9.9,-0.5779648000000178,-0.5798906200000178,SIN NF,0.3
05/08/2022,0+950,PE 3,114.191,8944.92,9.0,-0.38024,-0.38172140000000004,SIN NF,
13/08/2022,0+950,PE 3,114.139,8950.2,9.8,-0.5236448000000177,-0.5255212400000178,SIN NF,3.1
19/08/2022,0+950,PE 3,114.136,8951.95,9.9,-0.5711748000000177,-0.5731006200000178,SIN NF,8.6
29/08/2022,0+950,PE 3,114.136,8949.06,8.3,-0.4926823999999842,-0.4938181399999842,SIN NF,23.5
11/03/2023,0+950,PE 3,114.136,8952.74,11.5,-0.592631199999992,-0.595347099999992,SIN NF,
18/03/2023,0+950,PE 3,116.743,8945.62,11.6,-0.3992520000000197,-0.4020172800000197,SIN NF,
26/03/2023,0+950,PE 3,116.526,8948.03,11.6,-0.46470760000001576,-0.46747288000001574,SIN NF,1.6
02/04/2023,0+950,PE 3,116.536,8946.69,11.6,-0.42831320000001183,-0.4310784800000118,SIN NF,
09/04/2023,0+950,PE 3,116.374,8946.47,11.7,-0.4223379999999802,-0.4251526599999802,SIN NF,
15/04/2023,0+950,PE 3,116.266,8944.28,11.6,-0.3628576000000158,-0.3656228800000158,SIN NF,
23/04/2023,0+950,PE 3,116.266,8947.81,11.6,-0.45873239999998416,-0.46149767999998415,SIN NF,6.5
09/05/2023,0+950,PE 3,115.969,8941.34,11.4,-0.28300720000000196,-0.28567372000000196,SIN NF,
27/05/2023,0+950,PE 3,115.73,8948.0,11.4,-0.463892799999998,-0.46655931999999795,SIN NF,13.8
07/06/2023,0+950,PE 3,115.647,8948.51,11.0,-0.47774440000000395,-0.48021340000000395,SIN NF,
14/06/2023,0+950,PE 3,115.34,8943.58,10.8,-0.34384559999999603,-0.34621583999999606,SIN NF,
08/07/2023,0+950,PE 3,115.156,8940.48,10.2,-0.25964959999998616,-0.26172355999998614,SIN NF,25.4
14/07/2023,0+950,PE 3,115.008,8941.34,10.0,-0.28300720000000196,-0.28498240000000197,SIN NF,
30/07/2023,0+950,PE 3,114.831,,,,,,
06/08/2023,0+950,PE 3,114.831,8941.61,9.3,-0.2903404000000138,-0.29196994000001386,SIN NF,
14/08/2023,0+950,PE 3,114.629,8949.36,9.0,-0.5008304000000138,-0.5023118000000137,SIN NF,
23/08/2023,0+950,PE 3,114.391,8948.29,8.7,-0.47176920000002176,-0.47310246000002176,SIN NF,3.8
04/09/2023,0+950,PE 3,114.309,8939.79,8.4,-0.24090920000002172,-0.2420943200000217,SIN NF,
09/09/2023,0+950,PE 3,114.221,8946.69,8.3,-0.42831320000001183,-0.4294489400000118,SIN NF,
15/09/2023,0+950,PE 3,114.131,8952.31,8.2,-0.5809523999999842,-0.5820387599999842,SIN NF,
24/09/2023,0+950,PE 3,114.069,8942.25,8.0,-0.307722799999998,-0.308710399999998,SIN NF,22.1
01/10/2023,0+950,PE 3,114.1,8947.81,8.0,-0.45873239999998416,-0.45971999999998414,SIN NF,
16/10/2023,0+950,PE 3,114.18,8943.8,7.9,-0.3498207999999782,-0.35075901999997827,SIN NF,0.8
29/10/2023,0+950,PE 3,114.254,8950.49,8.0,-0.531521199999992,-0.532508799999992,SIN NF,5.6
03/11/2023,0+950,PE 3,114.306,8945.62,8.0,-0.3992520000000197,-0.4002396000000197,SIN NF,
10/11/2023,0+950,PE 3,114.306,8952.04,8.1,-0.5736192000000218,-0.5746561800000217,SIN NF,
27/09/2019,0+950,PE 4,,8988.1,7.1,-0.19112500000002,-0.13944400000002002,SIN NF,0.0
30/09/2019,0+950,PE 4,,8990.58,6.8,-0.259325000000008,-0.20539700000000802,SIN NF,0.0
04/10/2019,0+950,PE 4,114.958,8988.58,6.0,-0.20432500000000803,-0.144405000000008,SIN NF,0.0
08/10/2019,0+950,PE 4,,8989.93,6.1,-0.24145000000001804,-0.18227900000001804,SIN NF,0.0
12/10/2019,0+950,PE 4,,8989.23,6.2,-0.222199999999998,-0.163777999999998,SIN NF,0.3
17/10/2019,0+950,PE 4,,8989.66,6.2,-0.234025000000006,-0.17560300000000603,SIN NF,0.0
21/10/2019,0+950,PE 4,,8986.53,6.5,-0.14795000000002803,-0.09177500000002801,SIN NF,0.0
24/10/2019,0+950,PE 4,,8990.79,6.8,-0.26510000000003403,-0.211172000000034,SIN NF,0.0
28/10/2019,0+950,PE 4,,8993.49,7.3,-0.33935000000000404,-0.289167000000004,SIN NF,0.0
01/11/2019,0+950,PE 4,,8991.71,7.7,-0.290399999999986,-0.24321299999998602,SIN NF,0.0
04/11/2019,0+950,PE 4,,8994.62,7.9,-0.37042500000003203,-0.32473600000003205,SIN NF,0.0
09/11/2019,0+950,PE 4,115.173,8983.41,7.6,-0.062150000000006006,-0.014214000000005998,SIN NF,0.3
13/11/2019,0+950,PE 4,115.173,8990.79,8.3,-0.26510000000003403,-0.22240700000003402,SIN NF,0.8
17/11/2019,0+950,PE 4,,8996.67,8.7,-0.42680000000001206,-0.3871030000000121,SIN NF,10.7
20/11/2019,0+950,PE 4,,8990.14,9.0,-0.24722499999999403,-0.209774999999994,SIN NF,4.8
25/11/2019,0+950,PE 4,,8992.84,9.4,-0.321475000000014,-0.287021000000014,SIN NF,9.1
29/11/2019,0+950,PE 4,115.728,8992.62,9.8,-0.31542500000003204,-0.28396700000003205,SIN NF,1.3
03/12/2019,0+950,PE 4,115.803,8983.84,10.0,-0.07397500000001402,-0.044015000000014015,SIN NF,5.3
07/12/2019,0+950,PE 4,,8988.31,10.2,-0.196899999999996,-0.16843799999999598,SIN NF,0.0
11/12/2019,0+950,PE 4,116.171,8988.8,10.5,-0.21037499999999,-0.18415999999999,SIN NF,12.2
14/12/2019,0+950,PE 4,116.31,8990.58,10.9,-0.259325000000008,-0.236106000000008,SIN NF,1.0
18/12/2019,0+950,PE 4,,8995.32,11.1,-0.38967500000000205,-0.367954000000002,SIN NF,0.0
04/01/2020,0+950,PE 4,,8986.96,12.4,-0.159774999999986,-0.14779099999998602,SIN NF,0.0
09/01/2020,0+950,PE 4,,8990.14,12.8,-0.24722499999999403,-0.238236999999994,SIN NF,0.0
13/01/2020,0+950,PE 4,117.135,8985.4,12.9,-0.116875,-0.10863600000000002,SIN NF,1.8
17/01/2020,0+950,PE 4,,8989.58,12.9,-0.23182500000000802,-0.22358600000000803,SIN NF,0.0
21/01/2020,0+950,PE 4,117.311,8984.97,13.0,-0.105049999999992,-0.097559999999992,SIN NF,0.0
25/01/2020,0+950,PE 4,,8988.8,13.2,-0.21037499999999,-0.20438299999999,SIN NF,2.3
29/01/2020,0+950,PE 4,117.528,8985.4,13.5,-0.116875,-0.11313000000000001,SIN NF,1.0
02/02/2020,0+950,PE 4,,8989.44,13.5,-0.22797500000002405,-0.22423000000002402,SIN NF,0.3
06/02/2020,0+950,PE 4,117.669,8979.59,13.6,0.04289999999998599,0.045895999999986,139.88289999999998,0.0
10/02/2020,0+950,PE 4,,8982.28,13.6,-0.031075000000028014,-0.028079000000028012,SIN NF,0.5
14/02/2020,0+950,PE 4,,8991.49,13.9,-0.284350000000004,-0.283601000000004,SIN NF,0.0
19/02/2020,0+950,PE 4,,8981.07,14.0,0.002199999999997999,0.002199999999997999,139.8422,0.5
22/02/2020,0+950,PE 4,,8988.1,14.0,-0.19112500000002,-0.19112500000002,SIN NF,0.0
28/02/2020,0+950,PE 4,117.808,8984.27,14.1,-0.08580000000002201,-0.08654900000002201,SIN NF,0.0
13/03/2020,0+950,PE 4,,,,,,,5.8999999999999995
22/03/2020,0+950,PE 4,,,,,,,1.0
26/03/2020,0+950,PE 4,,,,,,,12.2
01/04/2020,0+950,PE 4,,,,,,,1.5
07/05/2020,0+950,PE 4,117.621,8988.44,12.1,-0.20047500000002402,-0.18624400000002403,SIN NF,0.6
22/05/2020,0+950,PE 4,117.286,8989.01,13.1,-0.21615000000001602,-0.20940900000001603,SIN NF,3.8999999999999995
28/05/2020,0+950,PE 4,,8982.92,14.1,-0.04867500000001201,-0.04942400000001201,SIN NF,0.6
06/06/2020,0+950,PE 4,117.213,8995.05,11.4,-0.38224999999999004,-0.36277599999999,SIN NF,0.0
12/06/2020,0+950,PE 4,117.205,8993.7,11.0,-0.34512500000003005,-0.32265500000003006,SIN NF,0.0
16/06/2020,0+950,PE 4,,8989.01,10.8,-0.21615000000001602,-0.19218200000001603,SIN NF,0.0
24/06/2020,0+950,PE 4,115.995,8987.45,10.7,-0.17325000000003002,-0.14853300000003,SIN NF,0.0
03/07/2020,0+950,PE 4,,8984.27,10.5,-0.08580000000002201,-0.05958500000002201,SIN NF,0.0
10/07/2020,0+950,PE 4,115.826,8995.05,10.4,-0.38224999999999004,-0.35528599999999005,SIN NF,0.6
21/07/2020,0+950,PE 4,115.69,8978.46,10.2,0.07397500000001402,0.10243700000001402,139.91397500000002,12.0
28/07/2020,0+950,PE 4,115.268,8985.62,10.0,-0.12292500000003201,-0.09296500000003201,SIN NF,0.0
03/08/2020,0+950,PE 4,,8991.14,9.9,-0.274724999999994,-0.24401599999999404,SIN NF,0.0
14/08/2020,0+950,PE 4,,8993.7,9.7,-0.34512500000003005,-0.31291800000003,SIN NF,2.8
24/08/2020,0+950,PE 4,,8985.62,9.5,-0.12292500000003201,-0.08922000000003202,SIN NF,1.5
30/08/2020,0+950,PE 4,,8985.62,9.4,-0.12292500000003201,-0.08847100000003202,SIN NF,0.0
07/09/2020,0+950,PE 4,,8989.93,9.3,-0.24145000000001804,-0.20624700000001803,SIN NF,0.0
14/09/2020,0+950,PE 4,,8992.35,9.2,-0.30800000000002004,-0.27204800000002005,SIN NF,1.0
21/09/2020,0+950,PE 4,,8992.62,9.0,-0.31542500000003204,-0.277975000000032,SIN NF,0.5
25/09/2020,0+950,PE 4,114.013,8988.8,9.0,-0.21037499999999,-0.17292499999999,SIN NF,0.0
21/10/2020,0+950,PE 4,114.423,8989.01,8.7,-0.21615000000001602,-0.17645300000001604,SIN NF,0.8
31/10/2020,0+950,PE 4,,8987.66,8.6,-0.179025000000006,-0.13857900000000603,SIN NF,1.8
02/11/2020,0+950,PE 4,,8988.01,8.5,-0.18865000000001603,-0.14745500000001602,SIN NF,0.0
05/12/2020,0+950,PE 4,116.424,8987.88,8.4,-0.185074999999988,-0.14313099999998802,SIN NF,0.0
27/01/2021,0+950,PE 4,117.243,8993.06,8.4,-0.327524999999996,-0.285580999999996,SIN NF,0.0
03/02/2021,0+950,PE 4,117.266,8988.31,8.4,-0.196899999999996,-0.15495599999999599,SIN NF,0.0
12/02/2021,0+950,PE 4,117.468,8990.58,8.4,-0.259325000000008,-0.217381000000008,SIN NF,0.0
19/02/2021,0+950,PE 4,117.468,8991.79,8.5,-0.292600000000034,-0.251405000000034,SIN NF,14.8
27/02/2021,0+950,PE 4,117.657,8990.58,8.5,-0.259325000000008,-0.21813000000000804,SIN NF,1.8
03/03/2021,0+950,PE 4,117.843,8986.32,8.5,-0.142175000000002,-0.10098000000000198,SIN NF,0.0
29/03/2021,0+950,PE 4,117.972,8990.58,8.5,-0.259325000000008,-0.21813000000000804,SIN NF,0.0
05/04/2021,0+950,PE 4,117.866,8986.75,8.5,-0.15400000000001002,-0.11280500000001,SIN NF,0.0
13/04/2021,0+950,PE 4,117.793,8990.79,8.6,-0.26510000000003403,-0.224654000000034,SIN NF,0.0
20/04/2021,0+950,PE 4,117.824,8986.53,8.6,-0.14795000000002803,-0.10750400000002804,SIN NF,0.0
26/04/2021,0+950,PE 4,117.721,8992.84,8.6,-0.321475000000014,-0.281029000000014,SIN NF,0.0
05/05/2021,0+950,PE 4,117.721,8983.84,8.6,-0.07397500000001402,-0.03352900000001401,SIN NF,0.0
15/05/2021,0+950,PE 4,117.505,8987.45,8.6,-0.17325000000003002,-0.13280400000003,SIN NF,0.0
26/05/2021,0+950,PE 4,117.394,8992.14,8.7,-0.302224999999994,-0.26252799999999404,SIN NF,0.0
07/06/2021,0+950,PE 4,116.853,8994.4,8.7,-0.364375,-0.324678,SIN NF,0.0
28/06/2021,0+950,PE 4,116.552,8985.62,8.8,-0.12292500000003201,-0.08397700000003201,SIN NF,0.0
16/07/2021,0+950,PE 4,116.446,8991.01,8.9,-0.27115000000001604,-0.23295100000001603,SIN NF,2.1
21/08/2021,0+950,PE 4,115.14,,,,,,
09/11/2021,0+950,PE 4,115.629,8986.75,9.2,-0.15400000000001002,-0.11804800000001,SIN NF,2.8
17/11/2021,0+950,PE 4,115.744,8993.27,9.2,-0.333300000000022,-0.29734800000002204,SIN NF,0.0
24/11/2021,0+950,PE 4,115.871,8991.92,9.2,-0.296175000000012,-0.26022300000001203,SIN NF,0.0
30/11/2021,0+950,PE 4,115.981,8991.71,9.2,-0.290399999999986,-0.254447999999986,SIN NF,0.6
03/12/2021,0+950,PE 4,116.068,8987.66,9.2,-0.179025000000006,-0.143073000000006,SIN NF,
11/12/2021,0+950,PE 4,,8988.8,9.2,-0.21037499999999,-0.17442299999998997,SIN NF,
19/01/2022,0+950,PE 4,117.333,8990.79,9.2,-0.26510000000003403,-0.22914800000003402,SIN NF,6.1
27/01/2022,0+950,PE 4,,8991.71,9.2,-0.290399999999986,-0.254447999999986,SIN NF,
11/02/2022,0+950,PE 4,117.602,8987.88,9.2,-0.185074999999988,-0.149122999999988,SIN NF,1.8
02/03/2022,0+950,PE 4,117.164,8993.7,9.2,-0.34512500000003005,-0.30917300000003006,SIN NF,21.1
09/03/2022,0+950,PE 4,117.109,8992.62,9.2,-0.31542500000003204,-0.27947300000003206,SIN NF,
18/03/2022,0+950,PE 4,117.075,8985.62,9.2,-0.12292500000003201,-0.086973000000032,SIN NF,
25/03/2022,0+950,PE 4,117.031,8996.67,9.2,-0.42680000000001206,-0.390848000000012,SIN NF,
03/04/2022,0+950,PE 4,117.031,8993.97,9.2,-0.35254999999999204,-0.31659799999999205,SIN NF,22.4
10/04/2022,0+950,PE 4,116.875,8989.93,9.2,-0.24145000000001804,-0.20549800000001806,SIN NF,
17/04/2022,0+950,PE 4,116.697,8992.62,9.2,-0.31542500000003204,-0.27947300000003206,SIN NF,0.0
25/04/2022,0+950,PE 4,,8997.53,9.2,-0.450450000000028,-0.41449800000002796,SIN NF,
30/04/2022,0+950,PE 4,116.404,8988.1,9.3,-0.19112500000002,-0.15592200000002002,SIN NF,12.3
09/05/2022,0+950,PE 4,116.254,8991.28,9.3,-0.278575000000028,-0.243372000000028,SIN NF,9.8
17/05/2022,0+950,PE 4,116.171,8985.89,9.3,-0.13034999999999403,-0.09514699999999401,SIN NF,
23/05/2022,0+950,PE 4,116.171,8995.54,9.3,-0.3957250000000341,-0.36052200000003404,SIN NF,
30/05/2022,0+950,PE 4,115.942,8986.32,9.3,-0.142175000000002,-0.10697200000000201,SIN NF,0.0
09/06/2022,0+950,PE 4,115.747,8986.32,9.3,-0.142175000000002,-0.10697200000000201,SIN NF,
16/06/2022,0+950,PE 4,115.555,8995.75,9.3,-0.40150000000001,-0.36629700000001,SIN NF,2.5
23/06/2022,0+950,PE 4,115.387,8985.1,9.2,-0.10862500000002001,-0.07267300000002,SIN NF,
