FECHA,MARGEN,PIEZOMETRO,LECTURA_CUERDA_VIBRANTE,TEMPERATURA_(°C),MCA_1_(FACTOR_G),MCA_2_(FACTOR_G_Y_K),COTA_NF,PRECIPITACIONES_(MM)
12/11/2020,MD,MD-PCG-PE1-B1,9040.22,10.9,-0.262285800000006,-0.10962980000000597,SIN NF,0.0
16/11/2020,MD,MD-PCG-PE1-B1,9037.01,10.9,-0.17375400000003008,-0.02109800000003007,SIN NF,0.0
19/11/2020,MD,MD-PCG-PE1-B1,9039.08,10.9,-0.23084460000002208,-0.07818860000002206,SIN NF,0.0
22/11/2020,MD,MD-PCG-PE1-B1,9043.59,10.9,-0.3552304000000281,-0.20257440000002805,SIN NF,0.0
05/12/2020,MD,MD-PCG-PE1-B1,9037.5,10.8,-0.1872682000000241,-0.03324920000002407,SIN NF,0.0
24/01/2021,MD,MD-PCG-PE1-B1,9045.44,10.9,-0.4062534000000381,-0.2535974000000381,SIN NF,0.0
03/02/2021,MD,MD-PCG-PE1-B1,9037.29,10.8,-0.18147640000004817,-0.02745740000004815,SIN NF,0.0
12/02/2021,MD,MD-PCG-PE1-B1,9041.09,10.9,-0.2862804000000281,-0.13362440000002804,SIN NF,0.0
22/02/2021,MD,MD-PCG-PE1-B1,9041.58,10.9,-0.29979460000002206,-0.14713860000002202,SIN NF,14.8
27/02/2021,MD,MD-PCG-PE1-B1,9041.36,10.9,-0.29372700000004015,-0.1410710000000401,SIN NF,1.8
03/03/2021,MD,MD-PCG-PE1-B1,9035.66,10.9,-0.13652100000002004,0.016134999999979964,SIN NF,0.0
12/03/2021,MD,MD-PCG-PE1-B1,9048.82,10.9,-0.499473800000016,-0.346817800000016,SIN NF,0.0
15/03/2021,MD,MD-PCG-PE1-B1,9040.87,10.9,-0.28021280000004617,-0.12755680000004613,SIN NF,0.0
21/03/2021,MD,MD-PCG-PE1-B1,9037.5,10.9,-0.1872682000000241,-0.03461220000002406,SIN NF,0.0
29/03/2021,MD,MD-PCG-PE1-B1,9040.87,10.9,-0.28021280000004617,-0.12755680000004613,SIN NF,0.0
05/04/2021,MD,MD-PCG-PE1-B1,9037.5,10.9,-0.1872682000000241,-0.03461220000002406,SIN NF,0.0
13/04/2021,MD,MD-PCG-PE1-B1,9044.08,10.9,-0.368744600000022,-0.21608860000002203,SIN NF,0.0
19/04/2021,MD,MD-PCG-PE1-B1,9043.81,10.9,-0.36129800000001,-0.20864200000001001,SIN NF,0.0
27/04/2021,MD,MD-PCG-PE1-B1,9048.16,10.9,-0.4812710000000201,-0.3286150000000201,SIN NF,0.0
05/05/2021,MD,MD-PCG-PE1-B1,9035.44,10.8,-0.13045340000003813,0.02356559999996189,SIN NF,0.0
17/05/2021,MD,MD-PCG-PE1-B1,9040.66,10.8,-0.27442100000002,-0.12040200000002002,SIN NF,0.0
23/05/2021,MD,MD-PCG-PE1-B1,9044.3,10.9,-0.374812200000004,-0.22215620000000397,SIN NF,0.0
02/06/2021,MD,MD-PCG-PE1-B1,9040.44,10.9,-0.2683534000000381,-0.1156974000000381,SIN NF,2.8
07/06/2021,MD,MD-PCG-PE1-B1,9044.08,10.9,-0.368744600000022,-0.21608860000002203,SIN NF,2.6
21/06/2021,MD,MD-PCG-PE1-B1,9045.88,10.8,-0.41838860000000194,-0.2643696000000019,SIN NF,0.3
03/07/2021,MD,MD-PCG-PE1-B1,9046.31,10.9,-0.43024800000000996,-0.27759200000000994,SIN NF,2.1
17/07/2021,MD,MD-PCG-PE1-B1,9035.66,10.9,-0.13652100000002004,0.016134999999979964,SIN NF,0.0
01/08/2021,MD,MD-PCG-PE1-B1,9043.37,10.9,-0.3491628000000462,-0.19650680000004614,SIN NF,0.0
14/08/2021,MD,MD-PCG-PE1-B1,9039.73,10.9,-0.24877160000001203,-0.096115600000012,SIN NF,0.5
21/08/2021,MD,MD-PCG-PE1-B1,9039.71,10.9,-0.24822,-0.09556399999999998,SIN NF,17.5
29/08/2021,MD,MD-PCG-PE1-B1,9040.87,10.9,-0.28021280000004617,-0.12755680000004613,SIN NF,1.3
03/09/2021,MD,MD-PCG-PE1-B1,9040.09,10.9,-0.2587004000000281,-0.10604440000002809,SIN NF,2.1
17/09/2021,MD,MD-PCG-PE1-B1,9042.45,10.9,-0.32378920000004413,-0.1711332000000441,SIN NF,0.8
27/09/2021,MD,MD-PCG-PE1-B1,9041.8,10.9,-0.30586220000000397,-0.15320620000000398,SIN NF,17.6
06/10/2021,MD,MD-PCG-PE1-B1,9040.87,10.9,-0.28021280000004617,-0.12755680000004613,SIN NF,0.0
13/10/2021,MD,MD-PCG-PE1-B1,9047.16,10.9,-0.45369100000002005,-0.30103500000002004,SIN NF,0.0
31/10/2021,MD,MD-PCG-PE1-B1,9036.36,10.9,-0.15582700000004013,-0.0031710000000401053,SIN NF,0.3
06/11/2021,MD,MD-PCG-PE1-B1,9042.01,10.9,-0.3116540000000301,-0.15899800000003006,SIN NF,0.0
14/11/2021,MD,MD-PCG-PE1-B1,9047.45,10.9,-0.46168920000004415,-0.30903320000004414,SIN NF,2.8
20/11/2021,MD,MD-PCG-PE1-B1,9045.44,10.9,-0.4062534000000381,-0.2535974000000381,SIN NF,0.0
27/11/2021,MD,MD-PCG-PE1-B1,9040.44,10.9,-0.2683534000000381,-0.1156974000000381,SIN NF,0.6
04/12/2021,MD,MD-PCG-PE1-B1,9041.58,10.6,-0.29979460000002206,-0.14304960000002198,SIN NF,
09/12/2021,MD,MD-PCG-PE1-B1,9040.0,10.9,-0.2562182000000241,-0.10356220000002406,SIN NF,
18/01/2022,MD,MD-PCG-PE1-B1,9038.86,10.9,-0.2247770000000401,-0.07212100000004011,SIN NF,6.1
26/01/2022,MD,MD-PCG-PE1-B1,9039.08,10.9,-0.23084460000002208,-0.07818860000002206,SIN NF,
04/02/2022,MD,MD-PCG-PE1-B1,9040.36,10.9,-0.2661470000000401,-0.1134910000000401,SIN NF,
14/02/2022,MD,MD-PCG-PE1-B1,9046.31,10.9,-0.43024800000000996,-0.27759200000000994,SIN NF,1.8
24/02/2022,MD,MD-PCG-PE1-B1,9044.95,10.9,-0.39273920000004414,-0.24008320000004413,SIN NF,
05/03/2022,MD,MD-PCG-PE1-B1,9044.95,10.9,-0.39273920000004414,-0.24008320000004413,SIN NF,21.1
12/03/2022,MD,MD-PCG-PE1-B1,9038.15,10.9,-0.205195200000014,-0.052539200000014004,SIN NF,
21/03/2022,MD,MD-PCG-PE1-B1,9046.31,10.9,-0.43024800000000996,-0.27759200000000994,SIN NF,
30/03/2022,MD,MD-PCG-PE1-B1,9040.48,10.9,-0.26945660000001204,-0.11680060000001202,SIN NF,22.4
05/04/2022,MD,MD-PCG-PE1-B1,9044.95,10.9,-0.39273920000004414,-0.24008320000004413,SIN NF,
13/04/2022,MD,MD-PCG-PE1-B1,9043.81,10.8,-0.36129800000001,-0.20727900000001004,SIN NF,0.0
23/04/2022,MD,MD-PCG-PE1-B1,9053.61,10.9,-0.6315820000000402,-0.4789260000000401,SIN NF,
29/04/2022,MD,MD-PCG-PE1-B1,9038.37,10.9,-0.21126280000004616,-0.05860680000004614,SIN NF,12.3
06/05/2022,MD,MD-PCG-PE1-B1,9042.72,10.9,-0.33123580000000596,-0.17857980000000598,SIN NF,
13/05/2022,MD,MD-PCG-PE1-B1,9042.94,10.6,-0.3373034000000381,-0.1805584000000381,SIN NF,9.8
20/05/2022,MD,MD-PCG-PE1-B1,9042.45,10.9,-0.32378920000004413,-0.1711332000000441,SIN NF,
28/05/2022,MD,MD-PCG-PE1-B1,9040.87,10.9,-0.28021280000004617,-0.12755680000004613,SIN NF,0.0
06/06/2022,MD,MD-PCG-PE1-B1,9048.16,10.9,-0.4812710000000201,-0.3286150000000201,SIN NF,
13/06/2022,MD,MD-PCG-PE1-B1,9045.17,10.9,-0.398806800000026,-0.246150800000026,SIN NF,2.5
21/06/2022,MD,MD-PCG-PE1-B1,9040.44,10.9,-0.2683534000000381,-0.1156974000000381,SIN NF,
27/06/2022,MD,MD-PCG-PE1-B1,9045.66,10.9,-0.4123210000000201,-0.2596650000000201,SIN NF,4.2
06/07/2022,MD,MD-PCG-PE1-B1,9046.8,10.9,-0.44376220000000394,-0.2911062000000039,SIN NF,
16/07/2022,MD,MD-PCG-PE1-B1,9045.84,10.9,-0.417285400000028,-0.264629400000028,SIN NF,1.0
23/07/2022,MD,MD-PCG-PE1-B1,9042.17,10.9,-0.31606680000002607,-0.16341080000002606,SIN NF,
29/07/2022,MD,MD-PCG-PE1-B1,9045.66,10.9,-0.4123210000000201,-0.2596650000000201,SIN NF,0.3
07/08/2022,MD,MD-PCG-PE1-B1,9034.57,10.9,-0.10645880000001605,0.04619719999998397,SIN NF,3.1
20/08/2022,MD,MD-PCG-PE1-B1,9038.37,10.9,-0.21126280000004616,-0.05860680000004614,SIN NF,8.6
29/08/2022,MD,MD-PCG-PE1-B1,9043.59,10.9,-0.3552304000000281,-0.20257440000002805,SIN NF,
01/03/2023,MD,MD-PCG-PE1-B1,9047.02,10.6,-0.44982980000003614,-0.29308480000003606,SIN NF,23.5
11/03/2023,MD,MD-PCG-PE1-B1,9046.8,10.9,-0.44376220000000394,-0.2911062000000039,SIN NF,
18/03/2023,MD,MD-PCG-PE1-B1,9041.8,10.9,-0.30586220000000397,-0.15320620000000398,SIN NF,
24/03/2023,MD,MD-PCG-PE1-B1,9046.53,10.9,-0.43631560000004216,-0.28365960000004214,SIN NF,
01/04/2023,MD,MD-PCG-PE1-B1,9041.09,10.9,-0.2862804000000281,-0.13362440000002804,SIN NF,1.6
08/04/2023,MD,MD-PCG-PE1-B1,9044.3,10.9,-0.374812200000004,-0.22215620000000397,SIN NF,
14/04/2023,MD,MD-PCG-PE1-B1,9040.22,10.9,-0.262285800000006,-0.10962980000000597,SIN NF,
22/04/2023,MD,MD-PCG-PE1-B1,9043.16,10.9,-0.34337100000002,-0.19071500000002,SIN NF,6.5
07/05/2023,MD,MD-PCG-PE1-B1,9040.44,10.9,-0.2683534000000381,-0.1156974000000381,SIN NF,
23/05/2023,MD,MD-PCG-PE1-B1,9050.74,10.9,-0.552427400000018,-0.399771400000018,SIN NF,13.8
07/06/2023,MD,MD-PCG-PE1-B1,9047.89,10.9,-0.473824400000008,-0.32116840000000796,SIN NF,
14/06/2023,MD,MD-PCG-PE1-B1,9044.08,10.9,-0.368744600000022,-0.21608860000002203,SIN NF,
21/06/2023,MD,MD-PCG-PE1-B1,9042.23,10.9,-0.31772160000001204,-0.165065600000012,SIN NF,
01/07/2023,MD,MD-PCG-PE1-B1,9050.88,10.9,-0.5562886000000019,-0.4036326000000019,SIN NF,25.4
06/07/2023,MD,MD-PCG-PE1-B1,9044.08,10.9,-0.368744600000022,-0.21608860000002203,SIN NF,
14/07/2023,MD,MD-PCG-PE1-B1,9043.16,10.9,-0.34337100000002,-0.19071500000002,SIN NF,
29/07/2023,MD,MD-PCG-PE1-B1,9054.97,10.9,-0.669090800000006,-0.516434800000006,SIN NF,17.5
06/08/2023,MD,MD-PCG-PE1-B1,9040.22,10.9,-0.262285800000006,-0.10962980000000597,SIN NF,
15/08/2023,MD,MD-PCG-PE1-B1,9042.72,10.9,-0.33123580000000596,-0.17857980000000598,SIN NF,
21/08/2023,MD,MD-PCG-PE1-B1,9052.25,10.9,-0.594073200000024,-0.44141720000002405,SIN NF,3.8
01/09/2023,MD,MD-PCG-PE1-B1,9050.18,10.9,-0.5369826000000321,-0.384326600000032,SIN NF,
08/09/2023,MD,MD-PCG-PE1-B1,9044.08,10.9,-0.368744600000022,-0.21608860000002203,SIN NF,
15/09/2023,MD,MD-PCG-PE1-B1,9051.54,10.9,-0.5744914000000482,-0.4218354000000481,SIN NF,
24/09/2023,MD,MD-PCG-PE1-B1,9041.8,10.9,-0.30586220000000397,-0.15320620000000398,SIN NF,22.1
01/10/2023,MD,MD-PCG-PE1-B1,9046.8,10.9,-0.44376220000000394,-0.2911062000000039,SIN NF,
08/10/2023,MD,MD-PCG-PE1-B1,9047.24,10.9,-0.455897400000018,-0.303241400000018,SIN NF,
15/10/2023,MD,MD-PCG-PE1-B1,9042.01,10.9,-0.3116540000000301,-0.15899800000003006,SIN NF,0.8
29/10/2023,MD,MD-PCG-PE1-B1,9049.25,10.9,-0.511333200000024,-0.358677200000024,SIN NF,5.6
05/11/2023,MD,MD-PCG-PE1-B1,9047.45,10.9,-0.46168920000004415,-0.30903320000004414,SIN NF,
11/11/2023,MD,MD-PCG-PE1-B1,9051.1,10.9,-0.5623562000000341,-0.40970020000003404,SIN NF,
18/11/2023,MD,MD-PCG-PE1-B1,9054.26,10.9,-0.6495090000000301,-0.4968530000000301,SIN NF,6.5
19/11/2020,MD,MD-PCG-PE2-B1,9014.45,11.1,0.056179499999955265,0.09117549999995526,156.82417949999996,0.0
22/11/2020,MD,MD-PCG-PE2-B1,9019.16,11.1,-0.07546500000002035,-0.04046900000002034,SIN NF,0.0
05/12/2020,MD,MD-PCG-PE2-B1,9013.1,11.1,0.09391199999996544,0.12890799999996544,156.86191199999996,0.0
24/01/2021,MD,MD-PCG-PE2-B1,9021.44,11.1,-0.13919100000003864,-0.10419500000003865,SIN NF,0.0
03/02/2021,MD,MD-PCG-PE2-B1,9013.53,11.0,0.08189349999995729,0.11776439999995729,156.84989349999995,0.0
12/02/2021,MD,MD-PCG-PE2-B1,9016.94,11.1,-0.013416000000038638,0.021579999999961363,156.75458399999997,0.0
22/02/2021,MD,MD-PCG-PE2-B1,9017.59,11.1,-0.03158350000002848,0.0034124999999715264,156.73641649999996,14.8
27/02/2021,MD,MD-PCG-PE2-B1,9017.16,11.1,-0.019565000000020337,0.015430999999979664,156.74843499999997,1.8
03/03/2021,MD,MD-PCG-PE2-B1,9011.26,11.1,0.1453399999999695,0.18033599999996952,156.91333999999998,0.0
12/03/2021,MD,MD-PCG-PE2-B1,9023.72,11.1,-0.2029170000000061,-0.1679210000000061,SIN NF,0.0
15/03/2021,MD,MD-PCG-PE2-B1,9016.46,11.1,0.0,0.034996,156.768,0.0
21/03/2021,MD,MD-PCG-PE2-B1,9013.32,11.1,0.08776299999998374,0.12275899999998373,156.855763,0.0
29/03/2021,MD,MD-PCG-PE2-B1,9016.67,11.1,-0.005869500000026438,0.029126499999973562,156.76213049999998,0.0
05/04/2021,MD,MD-PCG-PE2-B1,9013.1,11.1,0.09391199999996544,0.12890799999996544,156.86191199999996,0.0
13/04/2021,MD,MD-PCG-PE2-B1,9019.87,11.1,-0.09530950000004677,-0.06031350000004678,SIN NF,0.0
19/04/2021,MD,MD-PCG-PE2-B1,9019.16,11.1,-0.07546500000002035,-0.04046900000002034,SIN NF,0.0
27/04/2021,MD,MD-PCG-PE2-B1,9023.23,11.1,-0.1892215000000122,-0.1542255000000122,SIN NF,0.0
05/05/2021,MD,MD-PCG-PE2-B1,9010.18,11.1,0.17552599999996749,0.21052199999996749,156.94352599999996,0.0
17/05/2021,MD,MD-PCG-PE2-B1,9015.32,11.1,0.03186299999998374,0.06685899999998374,156.799863,0.0
23/05/2021,MD,MD-PCG-PE2-B1,9019.65,11.1,-0.08916050000001424,-0.054164500000014236,SIN NF,0.0
02/06/2021,MD,MD-PCG-PE2-B1,9015.81,11.1,0.018167499999989834,0.05316349999998983,156.78616749999998,2.8
07/06/2021,MD,MD-PCG-PE2-B1,9019.87,11.1,-0.09530950000004677,-0.06031350000004678,SIN NF,2.6
21/06/2021,MD,MD-PCG-PE2-B1,9021.44,11.0,-0.13919100000003864,-0.10332010000003865,SIN NF,0.3
03/07/2021,MD,MD-PCG-PE2-B1,9021.87,11.1,-0.1512095000000468,-0.11621350000004678,SIN NF,2.1
17/07/2021,MD,MD-PCG-PE2-B1,9011.53,11.1,0.1377934999999573,0.17278949999995732,156.90579349999996,0.0
01/08/2021,MD,MD-PCG-PE2-B1,9018.95,11.1,-0.06959550000004475,-0.03459950000004474,SIN NF,0.0
14/08/2021,MD,MD-PCG-PE2-B1,9014.24,11.1,0.0620489999999817,0.0970449999999817,156.83004899999997,0.5
21/08/2021,MD,MD-PCG-PE2-B1,9014.24,11.1,0.0620489999999817,0.0970449999999817,156.83004899999997,17.5
29/08/2021,MD,MD-PCG-PE2-B1,9016.02,11.1,0.012297999999963397,0.0472939999999634,156.78029799999996,1.3
03/09/2021,MD,MD-PCG-PE2-B1,9016.02,11.1,0.012297999999963397,0.0472939999999634,156.78029799999996,2.1
17/09/2021,MD,MD-PCG-PE2-B1,9017.59,11.1,-0.03158350000002848,0.0034124999999715264,156.73641649999996,0.8
27/09/2021,MD,MD-PCG-PE2-B1,9016.67,11.1,-0.005869500000026438,0.029126499999973562,156.76213049999998,17.6
06/10/2021,MD,MD-PCG-PE2-B1,9015.59,11.1,0.02431649999997153,0.05931249999997153,156.79231649999997,0.0
13/10/2021,MD,MD-PCG-PE2-B1,9023.01,11.1,-0.1830725000000305,-0.1480765000000305,SIN NF,0.0
31/10/2021,MD,MD-PCG-PE2-B1,9011.53,11.1,0.1377934999999573,0.17278949999995732,156.90579349999996,0.3
06/11/2021,MD,MD-PCG-PE2-B1,9016.24,11.1,0.006148999999981699,0.041144999999981696,156.774149,0.0
14/11/2021,MD,MD-PCG-PE2-B1,9022.8,11.1,-0.17720300000000408,-0.14220700000000405,SIN NF,2.8
20/11/2021,MD,MD-PCG-PE2-B1,9020.32,11.1,-0.10788700000001629,-0.07289100000001628,SIN NF,0.0
27/11/2021,MD,MD-PCG-PE2-B1,9014.67,11.1,0.05003049999997356,0.08502649999997357,156.81803049999996,0.6
04/12/2021,MD,MD-PCG-PE2-B1,9016.94,11.1,-0.013416000000038638,0.021579999999961363,156.75458399999997,
09/12/2021,MD,MD-PCG-PE2-B1,9014.45,11.1,0.056179499999955265,0.09117549999995526,156.82417949999996,
18/01/2022,MD,MD-PCG-PE2-B1,9013.63,11.1,0.07909849999999798,0.11409449999999798,156.8470985,6.1
26/01/2022,MD,MD-PCG-PE2-B1,9013.75,11.1,0.0757444999999756,0.1107404999999756,156.84374449999999,
04/02/2022,MD,MD-PCG-PE2-B1,9010.46,11.1,0.16770000000000002,0.202696,156.9357,
14/02/2022,MD,MD-PCG-PE2-B1,9021.44,11.1,-0.13919100000003864,-0.10419500000003865,SIN NF,1.8
24/02/2022,MD,MD-PCG-PE2-B1,9019.87,11.1,-0.09530950000004677,-0.06031350000004678,SIN NF,
05/03/2022,MD,MD-PCG-PE2-B1,9019.87,11.1,-0.09530950000004677,-0.06031350000004678,SIN NF,21.1
12/03/2022,MD,MD-PCG-PE2-B1,9013.1,11.1,0.09391199999996544,0.12890799999996544,156.86191199999996,
21/03/2022,MD,MD-PCG-PE2-B1,9021.01,11.1,-0.12717250000003053,-0.0921765000000305,SIN NF,
30/03/2022,MD,MD-PCG-PE2-B1,9015.1,11.1,0.038011999999965435,0.07300799999996543,156.80601199999995,22.4
05/04/2022,MD,MD-PCG-PE2-B1,9019.65,11.1,-0.08916050000001424,-0.054164500000014236,SIN NF,
13/04/2022,MD,MD-PCG-PE2-B1,9018.73,11.1,-0.0634465000000122,-0.028450500000012202,SIN NF,0.0
23/04/2022,MD,MD-PCG-PE2-B1,9028.22,11.1,-0.3286920000000061,-0.2936960000000061,SIN NF,
29/04/2022,MD,MD-PCG-PE2-B1,9013.1,11.1,0.09391199999996544,0.12890799999996544,156.86191199999996,12.3
06/05/2022,MD,MD-PCG-PE2-B1,9017.38,11.1,-0.025714000000002037,0.009281999999997964,156.742286,
13/05/2022,MD,MD-PCG-PE2-B1,9018.03,11.1,-0.043881500000042706,-0.008885500000042706,SIN NF,9.8
20/05/2022,MD,MD-PCG-PE2-B1,9016.46,11.1,0.0,0.034996,156.768,
28/05/2022,MD,MD-PCG-PE2-B1,9015.59,11.1,0.02431649999997153,0.05931249999997153,156.79231649999997,0.0
06/06/2022,MD,MD-PCG-PE2-B1,9022.58,11.1,-0.17105400000002238,-0.13605800000002236,SIN NF,
13/06/2022,MD,MD-PCG-PE2-B1,9020.09,11.1,-0.10145850000002848,-0.06646250000002848,SIN NF,2.5
21/06/2022,MD,MD-PCG-PE2-B1,9015.1,11.1,0.038011999999965435,0.07300799999996543,156.80601199999995,
27/06/2022,MD,MD-PCG-PE2-B1,9020.52,11.1,-0.1134770000000366,-0.07848100000003659,SIN NF,4.2
06/07/2022,MD,MD-PCG-PE2-B1,9021.66,11.1,-0.14534000000002034,-0.11034400000002034,SIN NF,
16/07/2022,MD,MD-PCG-PE2-B1,9020.22,11.1,-0.1050920000000061,-0.0700960000000061,SIN NF,1.0
23/07/2022,MD,MD-PCG-PE2-B1,9020.03,11.1,-0.09978150000004271,-0.06478550000004271,SIN NF,
29/07/2022,MD,MD-PCG-PE2-B1,9020.09,11.1,-0.10145850000002848,-0.06646250000002848,SIN NF,0.3
07/08/2022,MD,MD-PCG-PE2-B1,9009.48,11.1,0.1950909999999878,0.2300869999999878,156.963091,3.1
20/08/2022,MD,MD-PCG-PE2-B1,9012.88,11.1,0.10006099999999797,0.13505699999999798,156.868061,8.6
29/08/2022,MD,MD-PCG-PE2-B1,9018.73,11.1,-0.0634465000000122,-0.028450500000012202,SIN NF,
01/03/2023,MD,MD-PCG-PE2-B1,9021.66,11.1,-0.14534000000002034,-0.11034400000002034,SIN NF,23.5
11/03/2023,MD,MD-PCG-PE2-B1,9021.87,11.1,-0.1512095000000468,-0.11621350000004678,SIN NF,
18/03/2023,MD,MD-PCG-PE2-B1,9016.46,11.1,0.0,0.034996,156.768,
24/03/2023,MD,MD-PCG-PE2-B1,9021.87,11.1,-0.1512095000000468,-0.11621350000004678,SIN NF,
01/04/2023,MD,MD-PCG-PE2-B1,9016.02,11.1,0.012297999999963397,0.0472939999999634,156.78029799999996,1.6
08/04/2023,MD,MD-PCG-PE2-B1,9018.95,11.1,-0.06959550000004475,-0.03459950000004474,SIN NF,
14/04/2023,MD,MD-PCG-PE2-B1,9015.1,11.1,0.038011999999965435,0.07300799999996543,156.80601199999995,
22/04/2023,MD,MD-PCG-PE2-B1,9018.03,11.1,-0.043881500000042706,-0.008885500000042706,SIN NF,6.5
07/05/2023,MD,MD-PCG-PE2-B1,9015.81,11.1,0.018167499999989834,0.05316349999998983,156.78616749999998,
23/05/2023,MD,MD-PCG-PE2-B1,9024.8,11.1,-0.23310300000000408,-0.19810700000000409,SIN NF,13.8
07/06/2023,MD,MD-PCG-PE2-B1,9022.8,11.1,-0.17720300000000408,-0.14220700000000405,SIN NF,
14/06/2023,MD,MD-PCG-PE2-B1,9018.73,11.1,-0.0634465000000122,-0.028450500000012202,SIN NF,
21/06/2023,MD,MD-PCG-PE2-B1,9017.59,11.1,-0.03158350000002848,0.0034124999999715264,156.73641649999996,
01/07/2023,MD,MD-PCG-PE2-B1,9025.94,11.1,-0.26496600000003867,-0.2299700000000387,SIN NF,25.4
06/07/2023,MD,MD-PCG-PE2-B1,9019.16,11.1,-0.07546500000002035,-0.04046900000002034,SIN NF,
14/07/2023,MD,MD-PCG-PE2-B1,9018.03,11.1,-0.043881500000042706,-0.008885500000042706,SIN NF,
29/07/2023,MD,MD-PCG-PE2-B1,9030.23,11.1,-0.38487150000001225,-0.3498755000000122,SIN NF,17.5
06/08/2023,MD,MD-PCG-PE2-B1,9015.32,11.1,0.03186299999998374,0.06685899999998374,156.799863,
15/08/2023,MD,MD-PCG-PE2-B1,9017.81,11.1,-0.037732500000010175,-0.0027365000000101705,SIN NF,
21/08/2023,MD,MD-PCG-PE2-B1,9028.0,11.1,-0.32254300000002445,-0.2875470000000244,SIN NF,3.8
01/09/2023,MD,MD-PCG-PE2-B1,9025.51,11.1,-0.2529475000000305,-0.21795150000003052,SIN NF,
08/09/2023,MD,MD-PCG-PE2-B1,9019.16,11.1,-0.07546500000002035,-0.04046900000002034,SIN NF,
15/09/2023,MD,MD-PCG-PE2-B1,9027.3,11.1,-0.3029780000000041,-0.2679820000000041,SIN NF,
24/09/2023,MD,MD-PCG-PE2-B1,9016.67,11.1,-0.005869500000026438,0.029126499999973562,156.76213049999998,22.1
01/10/2023,MD,MD-PCG-PE2-B1,9021.44,11.1,-0.13919100000003864,-0.10419500000003865,SIN NF,
08/10/2023,MD,MD-PCG-PE2-B1,9021.87,11.1,-0.1512095000000468,-0.11621350000004678,SIN NF,
15/10/2023,MD,MD-PCG-PE2-B1,9017.16,11.1,-0.019565000000020337,0.015430999999979664,156.74843499999997,0.8
29/10/2023,MD,MD-PCG-PE2-B1,9024.58,11.1,-0.2269540000000224,-0.19195800000002236,SIN NF,5.6
05/11/2023,MD,MD-PCG-PE2-B1,9022.8,11.1,-0.17720300000000408,-0.14220700000000405,SIN NF,
11/10/2023,MD,MD-PCG-PE2-B1,9026.43,11.1,-0.27866150000003254,-0.24366550000003256,SIN NF,
18/11/2023,MD,MD-PCG-PE2-B1,9029.57,11.1,-0.3664245000000163,-0.33142850000001634,SIN NF,6.5
02/03/2021,MD,MD-PCG-PE1-A1,8932.68,11.4,-0.245381399999996,-0.20224739999999602,SIN NF,0.0
12/03/2021,MD,MD-PCG-PE1-A1,8943.37,11.6,-0.53978400000001,-0.49788240000001005,SIN NF,0.0
15/03/2021,MD,MD-PCG-PE1-A1,8938.02,11.6,-0.39244500000000004,-0.35054340000000006,SIN NF,0.0
21/03/2021,MD,MD-PCG-PE1-A1,8934.44,11.6,-0.293851800000002,-0.251950200000002,SIN NF,0.0
29/03/2021,MD,MD-PCG-PE1-A1,8938.02,11.6,-0.39244500000000004,-0.35054340000000006,SIN NF,0.0
05/04/2021,MD,MD-PCG-PE1-A1,8934.02,11.6,-0.28228500000000006,-0.24038340000000005,SIN NF,0.0
13/04/2021,MD,MD-PCG-PE1-A1,8941.12,11.6,-0.47781900000001004,-0.4359174000000101,SIN NF,0.0
19/04/2021,MD,MD-PCG-PE1-A1,8940.48,11.6,-0.460193399999976,-0.41829179999997596,SIN NF,0.0
27/04/2021,MD,MD-PCG-PE1-A1,8944.28,11.6,-0.564845400000006,-0.5229438000000061,SIN NF,0.0
05/05/2021,MD,MD-PCG-PE1-A1,8933.11,11.6,-0.257223600000004,-0.21532200000000404,SIN NF,0.0
17/05/2021,MD,MD-PCG-PE1-A1,8938.02,11.6,-0.39244500000000004,-0.35054340000000006,SIN NF,0.0
23/05/2021,MD,MD-PCG-PE1-A1,8940.91,11.6,-0.47203559999998396,-0.4301339999999839,SIN NF,0.0
02/06/2021,MD,MD-PCG-PE1-A1,8938.24,11.7,-0.39850379999998203,-0.35721839999998206,SIN NF,2.8
07/06/2021,MD,MD-PCG-PE1-A1,8942.46,11.6,-0.514722599999964,-0.4728209999999639,SIN NF,2.6
21/06/2021,MD,MD-PCG-PE1-A1,8942.94,11.6,-0.5279418000000021,-0.48604020000000203,SIN NF,0.3
03/07/2021,MD,MD-PCG-PE1-A1,8945.35,11.6,-0.594313199999998,-0.552411599999998,SIN NF,2.1
17/07/2021,MD,MD-PCG-PE1-A1,8934.66,11.7,-0.299910599999984,-0.258625199999984,SIN NF,0.0
01/08/2021,MD,MD-PCG-PE1-A1,8942.68,11.6,-0.5207813999999961,-0.478879799999996,SIN NF,0.0
14/08/2021,MD,MD-PCG-PE1-A1,8939.57,11.6,-0.43513199999998003,-0.39323039999998,SIN NF,0.5
21/08/2021,MD,MD-PCG-PE1-A1,8939.93,11.6,-0.44504639999999607,-0.40314479999999603,SIN NF,17.5
29/08/2021,MD,MD-PCG-PE1-A1,8939.79,11.6,-0.44119080000001204,-0.3992892000000121,SIN NF,1.3
03/09/2021,MD,MD-PCG-PE1-A1,8940.7,11.6,-0.46625220000000805,-0.42435060000000807,SIN NF,2.1
17/09/2021,MD,MD-PCG-PE1-A1,8941.82,11.6,-0.49709699999998,-0.4551953999999801,SIN NF,0.8
