FECHA,CELDA_DE_ASENTAMIENTO,PROGRESIVA,PUNTO_FIJO_CASETA,COTA_RIO_(M.S.N.M),LECTURA_REGLETA_(M),COTA_0_REGLETA_(M),COTA_CELDA_(M.S.N.M),ASENTAMIENTO_(CM),COTA_RELLENO,MODULO_DEFORMACION_(Ε)
16/06/2023,AS-4,0+260 - MD,136.946,115.565,0.396,139.752,140.148,-1.6999999999995907,146.6,
23/06/2023,AS-4,0+260 - MD,136.946,115.565,0.385,139.752,140.137,-2.7999999999991587,148.4,
30/06/2023,AS-4,0+260 - MD,136.946,115.354,0.385,139.752,140.137,-2.7999999999991587,153.8,
08/07/2023,AS-4,0+260 - MD,136.946,115.156,0.367,139.752,140.119,-4.599999999999227,155.0,
14/07/2023,AS-4,0+260 - MD,136.946,115.008,0.361,139.752,140.113,-5.19999999999925,155.0,
30/07/2023,AS-4,0+260 - MD,136.946,114.831,0.321,139.752,140.073,-9.199999999998454,155.0,
15/08/2023,AS-4,0+260 - MD,136.939,114.629,0.312,139.744,140.056,-10.899999999998045,155.0,
23/08/2023,AS-4,0+260 - MD,136.939,114.391,0.308,139.744,140.052,-11.299999999999955,155.0,
01/09/2023,AS-4,0+260 - MD,136.939,114.309,0.296,139.745,140.041,-12.399999999999523,160.0,
09/09/2023,AS-4,0+260 - MD,136.939,114.309,0.265,139.745,140.01,-15.500000000000114,160.0,
15/09/2023,AS-4,0+260 - MD,136.939,114.309,0.267,139.745,140.012,-15.299999999999159,160.0,
24/09/2023,AS-4,0+260 - MD,136.939,114.221,0.254,139.745,139.999,-16.59999999999968,160.0,
26/09/2023,AS-4,0+260 - MD,136.939,114.131,0.245,139.746,139.991,-17.399999999997817,160.0,
01/10/2023,AS-4,0+260 - MD,136.939,114.069,0.245,139.746,139.991,-17.399999999997817,160.0,
09/10/2023,AS-4,0+260 - MD,136.939,114.069,0.238,139.746,139.984,-18.099999999998317,160.0,
15/10/2023,AS-4,0+260 - MD,136.934,114.1,0.224,139.746,139.97,-19.499999999999318,160.0,
16/10/2023,AS-4,0+260 - MD,136.934,114.18,0.225,139.746,139.971,-19.39999999999884,160.0,
30/10/2023,AS-4,0+260 - MD,136.934,114.254,0.216,139.743,139.959,-20.599999999998886,160.0,
03/11/2023,AS-4,0+260 - MD,136.934,114.306,0.207,139.743,139.95,-21.50000000000034,160.0,
10/11/2023,AS-4,0+260 - MD,136.934,114.328,0.2,139.743,139.94299999999998,-22.20000000000084,160.0,
17/11/2023,AS-4,0+260 - MD,136.934,114.328,0.203,139.743,139.946,-21.89999999999941,160.0,
