FECHA,CELDA_DE_ASENTAMIENTO,PROGRESIVA,PUNTO_FIJO_CASETA,COTA_RIO_(M.S.N.M),LECTURA_REGLETA_(M),COTA_0_REGLETA_(M),COTA_CELDA_(M.S.N.M),ASENTAMIENTO_(CM),COTA_RELLENO,MODULO_DEFORMACION_(Ε)
06/06/2020,AS-3,1+225,,,0.659,140.016,140.67499999999998,-2.800000000002001,141.8,
09/06/2020,AS-3,1+225,,,0.66,140.016,140.676,-2.7000000000015234,141.8,
12/06/2020,AS-3,1+225,138.985,,0.662,140.016,140.678,-2.5000000000005684,141.8,
10/07/2020,AS-3,1+225,138.985,115.826,0.68,140.021,140.701,-0.20000000000095497,141.8,
18/07/2020,AS-3,1+225,,115.69,0.687,140.008,140.69500000000002,-0.7999999999981355,141.8,
24/07/2020,AS-3,1+225,,,0.684,140.008,140.692,-1.099999999999568,141.8,
31/07/2020,AS-3,1+225,138.976,115.262,0.681,140.011,140.692,-1.099999999999568,141.8,
07/08/2020,AS-3,1+225,,,0.686,140.011,140.697,-0.6000000000000227,141.8,
14/08/2020,AS-3,1+225,,,0.684,140.011,140.695,-0.8000000000009777,141.8,
22/08/2020,AS-3,1+225,,,0.688,140.011,140.69899999999998,-0.40000000000190994,141.8,
30/08/2020,AS-3,1+225,,,0.682,140.011,140.69299999999998,-1.0000000000019327,141.8,
04/09/2020,AS-3,1+225,,,0.682,140.011,140.69299999999998,-1.0000000000019327,141.8,
11/09/2020,AS-3,1+225,138.975,115.004,0.68,140.012,140.692,-1.099999999999568,141.8,
15/09/2020,AS-3,1+225,,114.916,0.681,140.012,140.693,-0.9999999999990905,141.8,
21/09/2020,AS-3,1+225,,114.916,0.683,140.012,140.695,-0.8000000000009777,141.8,
23/09/2020,AS-3,1+225,,114.916,0.683,140.012,140.695,-0.8000000000009777,141.8,
25/09/2020,AS-3,1+225,,114.916,0.685,140.012,140.697,-0.6000000000000227,141.8,
26/09/2020,AS-3,1+225,,114.916,0.685,140.012,140.697,-0.6000000000000227,141.8,
28/09/2020,AS-3,1+225,,115.008,0.68,140.012,140.692,-1.099999999999568,141.8,
01/10/2020,AS-3,1+225,,115.008,0.677,140.012,140.689,-1.4000000000010004,141.8,
09/10/2020,AS-3,1+225,,115.008,0.684,140.007,140.691,-1.2000000000000455,141.8,
16/10/2020,AS-3,1+225,,114.915,0.685,140.007,140.692,-1.099999999999568,141.8,
19/10/2020,AS-3,1+225,,,0.677,140.007,140.684,-1.9000000000005457,141.8,
20/10/2020,AS-3,1+225,138.983,114.423,0.685,140.007,140.692,-1.099999999999568,141.8,
31/10/2020,AS-3,1+225,,,0.687,140.007,140.69400000000002,-0.899999999998613,141.8,
02/11/2020,AS-3,1+225,,,0.687,140.007,140.69400000000002,-0.899999999998613,141.8,
22/11/2020,AS-3,1+225,138.972,114.872,0.68,140.007,140.687,-1.5999999999991132,141.8,
04/12/2020,AS-3,1+225,,115.677,0.681,140.007,140.68800000000002,-1.4999999999986358,141.8,
25/01/2021,AS-3,1+225,138.975,117.243,0.634,140.01,140.64399999999998,-5.900000000002592,141.8,
03/02/2021,AS-3,1+225,138.975,117.266,0.634,140.01,140.64399999999998,-5.900000000002592,141.8,
12/02/2021,AS-3,1+225,138.975,,0.634,140.01,140.64399999999998,-5.900000000002592,141.8,
25/02/2021,AS-3,1+225,138.975,,0.668,140.008,140.67600000000002,-2.6999999999986812,141.8,
04/03/2021,AS-3,1+225,138.975,,0.655,140.008,140.663,-3.999999999999204,141.8,
15/03/2021,AS-3,1+225,138.975,117.843,0.647,140.011,140.658,-4.500000000001592,141.8,
21/03/2021,AS-3,1+225,138.975,117.972,0.65,140.009,140.659,-4.400000000001114,141.8,
27/03/2021,AS-3,1+225,138.975,,0.646,140.012,140.658,-4.500000000001592,141.8,
05/04/2021,AS-3,1+225,138.975,,0.646,140.012,140.658,-4.500000000001592,141.8,
13/04/2021,AS-3,1+225,138.975,,0.648,140.012,140.66,-4.300000000000637,141.8,
21/04/2021,AS-3,1+225,,117.824,0.648,140.012,140.66,-4.300000000000637,141.8,
26/04/2021,AS-3,1+225,,117.721,0.648,140.012,140.66,-4.300000000000637,141.8,
05/05/2021,AS-3,1+225,138.975,117.721,0.653,140.012,140.665,-3.8000000000010914,141.8,
15/05/2021,AS-3,1+225,138.975,117.505,0.653,140.011,140.664,-3.900000000001569,141.8,
26/05/2021,AS-3,1+225,138.975,117.394,0.656,140.012,140.668,-3.499999999999659,141.8,
03/06/2021,AS-3,1+225,138.975,117.394,0.657,140.012,140.669,-3.3999999999991815,141.8,
07/06/2021,AS-3,1+225,138.975,116.853,0.657,140.012,140.669,-3.3999999999991815,141.8,
21/06/2021,AS-3,1+225,138.975,116.689,0.483,140.012,140.495,-20.79999999999984,141.8,
29/06/2021,AS-3,1+225,138.975,116.552,0.49,140.011,140.501,-20.199999999999818,141.8,
15/08/2021,AS-3,1+225,138.975,115.936,0.563,140.011,140.57399999999998,-12.90000000000191,141.8,
21/08/2021,AS-3,1+225,138.975,,0.575,140.011,140.58599999999998,-11.700000000001864,141.8,
28/08/2021,AS-3,1+225,,,0.568,140.011,140.579,-12.399999999999523,141.8,
01/09/2021,AS-3,1+225,138.975,115.14,0.568,140.011,140.579,-12.399999999999523,141.8,
16/09/2021,AS-3,1+225,138.975,115.019,0.553,140.011,140.564,-13.900000000001,141.8,
27/09/2021,AS-3,1+225,138.975,114.781,0.54,140.011,140.551,-15.200000000001523,141.8,
09/10/2021,AS-3,1+225,138.975,114.888,0.535,140.011,140.546,-15.700000000001069,141.8,
14/10/2021,AS-3,1+225,138.975,114.621,0.529,140.011,140.54,-16.30000000000109,141.8,
18/10/2021,AS-3,1+225,138.975,114.651,0.527,140.011,140.53799999999998,-16.500000000002046,141.8,
31/10/2021,AS-3,1+225,138.975,115.046,0.52,140.011,140.531,-17.199999999999704,141.8,
02/11/2021,AS-3,1+225,138.975,115.046,0.515,140.013,140.528,-17.500000000001137,141.8,
09/11/2021,AS-3,1+225,138.975,115.629,0.514,140.008,140.52200000000002,-18.099999999998317,141.8,
16/11/2021,AS-3,1+225,138.975,115.744,0.512,140.012,140.524,-17.900000000000205,141.8,
24/10/2019,AS-4,1+225,138.993,,0.639,139.822,140.461,2.200000000001978,141.8,
26/10/2019,AS-4,1+225,,,0.637,139.822,140.459,2.000000000001023,141.8,
28/10/2019,AS-4,1+225,138.996,,0.634,139.802,140.43599999999998,-0.30000000000143245,141.8,
31/10/2019,AS-4,1+225,,,0.635,139.802,140.43699999999998,-0.20000000000095497,141.8,
01/11/2019,AS-4,1+225,,,0.622,139.802,140.424,-1.4999999999986358,141.8,
04/11/2019,AS-4,1+225,,,0.625,139.802,140.427,-1.2000000000000455,141.8,
09/11/2019,AS-4,1+225,,115.173,0.623,139.802,140.42499999999998,-1.4000000000010004,141.8,
13/11/2019,AS-4,1+225,138.993,115.173,0.615,139.79,140.405,-3.3999999999991815,141.8,
17/11/2019,AS-4,1+225,,,0.613,139.79,140.403,-3.6000000000001364,141.8,
20/11/2019,AS-4,1+225,,,0.611,139.79,140.40099999999998,-3.8000000000010914,141.8,
25/11/2019,AS-4,1+225,,,0.606,139.79,140.396,-4.300000000000637,141.8,
29/11/2019,AS-4,1+225,,,0.604,139.79,140.394,-4.4999999999987494,141.8,
03/12/2019,AS-4,1+225,,115.803,0.597,139.79,140.387,-5.19999999999925,141.8,
07/12/2019,AS-4,1+225,,,0.592,139.79,140.382,-5.699999999998795,141.8,
11/12/2019,AS-4,1+225,,116.171,0.592,139.79,140.382,-5.699999999998795,141.8,
14/12/2019,AS-4,1+225,,116.31,0.595,139.79,140.385,-5.400000000000205,141.8,
18/12/2019,AS-4,1+225,138.995,,0.608,139.79,140.398,-4.099999999999682,141.8,
04/01/2020,AS-4,1+225,,,0.591,139.79,140.381,-5.799999999999272,141.8,
09/01/2020,AS-4,1+225,,,0.638,139.79,140.428,-1.099999999999568,141.8,
13/01/2020,AS-4,1+225,,117.135,0.635,139.79,140.42499999999998,-1.4000000000010004,141.8,
17/01/2020,AS-4,1+225,,,0.632,139.79,140.422,-1.6999999999995907,141.8,
21/01/2020,AS-4,1+225,,117.311,0.628,139.79,140.41799999999998,-2.1000000000015007,141.8,
25/01/2020,AS-4,1+225,,,0.627,139.79,140.417,-2.199999999999136,141.8,
29/01/2020,AS-4,1+225,,117.528,0.626,139.79,140.416,-2.2999999999996135,141.8,
02/02/2020,AS-4,1+225,,,0.647,139.79,140.43699999999998,-0.20000000000095497,141.8,
06/02/2020,AS-4,1+225,,117.669,0.647,139.79,140.43699999999998,-0.20000000000095497,141.8,
10/02/2020,AS-4,1+225,138.985,,0.643,139.78,140.423,-1.5999999999991132,141.8,
14/02/2020,AS-4,1+225,,,0.642,139.786,140.428,-1.099999999999568,141.8,
18/02/2020,AS-4,1+225,,,0.64,139.786,140.426,-1.300000000000523,141.8,
22/02/2020,AS-4,1+225,,,0.638,139.786,140.424,-1.4999999999986358,141.8,
26/02/2020,AS-4,1+225,,117.808,0.636,139.786,140.422,-1.6999999999995907,141.8,
01/03/2020,AS-4,1+225,,,0.632,139.786,140.418,-2.0999999999986585,141.8,
06/03/2020,AS-4,1+225,,,0.628,139.786,140.414,-2.5000000000005684,141.8,
13/03/2020,AS-4,1+225,,118.05,0.628,139.786,140.414,-2.5000000000005684,141.8,
22/03/2020,AS-4,1+225,,,0.625,139.786,140.411,-2.7999999999991587,141.8,
26/03/2020,AS-4,1+225,,,0.62,139.786,140.406,-3.299999999998704,141.8,
01/04/2020,AS-4,1+225,,,0.625,139.786,140.411,-2.7999999999991587,141.8,
11/04/2020,AS-4,1+225,,,0.624,139.786,140.41,-2.899999999999636,141.8,
20/04/2020,AS-4,1+225,138.983,117.807,0.621,139.786,140.407,-3.1999999999982265,141.8,
07/05/2020,AS-4,1+225,,,0.624,139.786,140.41,-2.899999999999636,141.8,
14/05/2020,AS-4,1+225,,,0.628,139.786,140.414,-2.5000000000005684,141.8,
22/05/2020,AS-4,1+225,,,0.628,139.786,140.414,-2.5000000000005684,141.8,
28/05/2020,AS-4,1+225,,,0.628,139.784,140.41199999999998,-2.7000000000015234,141.8,
30/05/2020,AS-4,1+225,,,0.628,139.784,140.41199999999998,-2.7000000000015234,141.8,
02/06/2020,AS-4,1+225,,,0.627,139.784,140.411,-2.7999999999991587,141.8,
06/06/2020,AS-4,1+225,,,0.625,139.784,140.409,-3.0000000000001137,141.8,
09/06/2020,AS-4,1+225,,,0.627,139.784,140.411,-2.7999999999991587,141.8,
12/06/2020,AS-4,1+225,138.985,,0.63,139.784,140.414,-2.5000000000005684,141.8,
10/07/2020,AS-4,1+225,138.985,115.826,0.645,139.786,140.431,-0.7999999999981355,141.8,
18/07/2020,AS-4,1+225,,115.69,0.645,139.775,140.42000000000002,-1.8999999999977035,141.8,
24/07/2020,AS-4,1+225,,,0.645,139.775,140.42000000000002,-1.8999999999977035,141.8,
31/07/2020,AS-4,1+225,138.976,115.262,0.645,139.778,140.423,-1.5999999999991132,141.8,
07/08/2020,AS-4,1+225,,,0.647,139.778,140.42499999999998,-1.4000000000010004,141.8,
14/08/2020,AS-4,1+225,,,0.646,139.778,140.42399999999998,-1.500000000001478,141.8,
22/08/2020,AS-4,1+225,,,0.649,139.778,140.427,-1.2000000000000455,141.8,
30/08/2020,AS-4,1+225,,,0.647,139.778,140.42499999999998,-1.4000000000010004,141.8,
04/09/2020,AS-4,1+225,,,0.647,139.778,140.42499999999998,-1.4000000000010004,141.8,
11/09/2020,AS-4,1+225,138.975,115.004,0.647,139.779,140.426,-1.300000000000523,141.8,
15/09/2020,AS-4,1+225,,114.916,0.647,139.779,140.426,-1.300000000000523,141.8,
21/09/2020,AS-4,1+225,,114.916,0.648,139.779,140.427,-1.2000000000000455,141.8,
23/09/2020,AS-4,1+225,,114.916,0.648,139.779,140.427,-1.2000000000000455,141.8,
25/09/2020,AS-4,1+225,,114.916,0.649,139.779,140.428,-1.099999999999568,141.8,
26/09/2020,AS-4,1+225,,114.916,0.649,139.779,140.428,-1.099999999999568,141.8,
28/09/2020,AS-4,1+225,,115.008,0.644,139.779,140.423,-1.5999999999991132,141.8,
01/09/2020,AS-4,1+225,,115.008,0.644,139.779,140.423,-1.5999999999991132,141.8,
09/10/2020,AS-4,1+225,,115.008,0.648,139.774,140.422,-1.6999999999995907,141.8,
16/10/2020,AS-4,1+225,,114.915,0.649,139.774,140.423,-1.5999999999991132,141.8,
19/10/2020,AS-4,1+225,,,0.644,139.774,140.418,-2.0999999999986585,141.8,
20/10/2020,AS-4,1+225,138.983,114.423,0.647,139.774,140.421,-1.8000000000000682,141.8,
31/10/2020,AS-4,1+225,,,0.647,139.774,140.421,-1.8000000000000682,141.8,
02/11/2020,AS-4,1+225,,,0.647,139.774,140.421,-1.8000000000000682,141.8,
22/11/2020,AS-4,1+225,138.972,114.872,0.644,139.774,140.418,-2.0999999999986585,141.8,
04/12/2020,AS-4,1+225,,115.677,0.631,139.774,140.405,-3.3999999999991815,141.8,
25/01/2021,AS-4,1+225,138.975,117.243,0.679,139.777,140.456,1.6999999999995907,141.8,
03/02/2021,AS-4,1+225,138.975,117.266,0.636,139.777,140.41299999999998,-2.600000000001046,141.8,
12/02/2021,AS-4,1+225,138.975,,0.677,139.777,140.45399999999998,1.4999999999986358,141.8,
19/02/2021,AS-4,1+225,138.975,,0.628,139.777,140.40499999999997,-3.4000000000020236,141.8,
20/02/2021,AS-4,1+225,138.975,,0.629,139.777,140.40599999999998,-3.300000000001546,141.8,
25/02/2021,AS-4,1+225,138.975,,0.647,139.779,140.426,-1.300000000000523,141.8,
04/03/2021,AS-4,1+225,138.975,,0.64,139.779,140.41899999999998,-2.000000000001023,141.8,
15/03/2021,AS-4,1+225,138.975,117.843,0.635,139.779,140.414,-2.5000000000005684,141.8,
21/03/2021,AS-4,1+225,138.975,117.972,0.637,139.778,140.415,-2.400000000000091,141.8,
26/03/2021,AS-4,1+225,138.975,,0.632,139.778,140.41,-2.899999999999636,141.8,
05/04/2021,AS-4,1+225,138.975,,0.632,139.778,140.41,-2.899999999999636,141.8,
13/04/2021,AS-4,1+225,138.975,,0.631,139.778,140.409,-3.0000000000001137,141.91,
21/04/2021,AS-4,1+225,,117.824,0.63,139.778,140.408,-3.100000000000591,141.91,
26/04/2021,AS-4,1+225,138.975,117.721,0.629,139.778,140.40699999999998,-3.2000000000010687,141.91,
05/05/2021,AS-4,1+225,138.975,117.721,0.633,139.778,140.411,-2.7999999999991587,141.9,
15/05/2021,AS-4,1+225,138.975,117.505,0.631,139.777,140.408,-3.100000000000591,141.9,
26/05/2021,AS-4,1+225,138.975,117.394,0.636,139.779,140.415,-2.400000000000091,141.9,
03/06/2021,AS-4,1+225,138.975,117.394,0.638,139.779,140.417,-2.199999999999136,141.9,
07/06/2021,AS-4,1+225,138.975,116.853,0.6,139.779,140.379,-6.000000000000227,141.9,
21/06/2021,AS-4,1+225,138.975,116.689,0.594,139.78,140.374,-6.499999999999773,141.9,
29/06/2021,AS-4,1+225,138.975,116.552,0.599,139.778,140.37699999999998,-6.200000000001182,141.9,
15/08/2021,AS-4,1+225,138.975,115.936,0.625,139.778,140.403,-3.6000000000001364,141.9,
21/08/2021,AS-4,1+225,138.975,,0.625,139.778,140.403,-3.6000000000001364,141.9,
28/08/2021,AS-4,1+225,138.975,,0.625,139.778,140.403,-3.6000000000001364,141.9,
01/09/2021,AS-4,1+225,138.975,115.14,0.625,139.778,140.403,-3.6000000000001364,141.9,
16/09/2021,AS-4,1+225,138.975,115.019,0.625,139.778,140.403,-3.6000000000001364,141.9,
27/09/2021,AS-4,1+225,138.975,114.781,0.625,139.778,140.403,-3.6000000000001364,141.9,
09/10/2021,AS-4,1+225,138.975,114.888,0.625,139.778,140.403,-3.6000000000001364,141.9,
14/10/2021,AS-4,1+225,138.975,114.621,0.625,139.78,140.405,-3.3999999999991815,141.9,
18/10/2021,AS-4,1+225,138.975,114.651,0.625,139.78,140.405,-3.3999999999991815,141.9,
31/10/2021,AS-4,1+225,138.975,115.046,0.625,139.78,140.405,-3.3999999999991815,141.9,
02/11/2021,AS-4,1+225,138.975,115.046,0.625,139.781,140.406,-3.299999999998704,141.9,
09/11/2021,AS-4,1+225,138.975,115.629,0.634,139.773,140.40699999999998,-3.2000000000010687,141.9,
16/11/2021,AS-4,1+225,138.975,115.744,0.633,139.779,140.412,-2.6999999999986812,141.9,
07/04/2019,AS-5,1+225,,,0.906,123.271,124.177,0.0,129.8,
13/04/2019,AS-5,1+225,,,0.906,123.271,124.177,0.0,129.8,
25/04/2019,AS-5,1+225,,,0.876,123.271,124.147,-3.0000000000001137,129.8,
27/04/2019,AS-5,1+225,,,0.876,123.271,124.147,-3.0000000000001137,129.8,
02/05/2019,AS-5,1+225,,,0.873,123.271,124.144,-3.300000000000125,136.4,
04/05/2019,AS-5,1+225,,,0.872,123.271,124.143,-3.4000000000006025,136.4,
07/05/2019,AS-5,1+225,121.8,117.493,0.868,123.271,124.139,-3.8000000000010914,136.4,
25/05/2019,AS-5,1+225,,117.348,0.886,123.271,124.157,-2.000000000001023,136.4,
27/05/2019,AS-5,1+225,,,0.886,123.271,124.157,-2.000000000001023,136.4,
31/05/2019,AS-5,1+225,,117.298,0.886,123.271,124.157,-2.000000000001023,136.4,
04/06/2019,AS-5,1+225,,,0.885,123.271,124.156,-2.1000000000000796,138.8,
08/06/2019,AS-5,1+225,,,0.885,123.271,124.156,-2.1000000000000796,138.8,
18/06/2019,AS-5,1+225,,,0.878,123.271,124.149,-2.80000000000058,138.8,
22/06/2019,AS-5,1+225,121.766,,0.889,123.282,124.17099999999999,-0.6000000000014438,138.8,
25/06/2019,AS-5,1+225,,116.701,0.883,123.282,124.16499999999999,-1.2000000000014666,138.8,
30/06/2019,AS-5,1+225,,,0.87,123.282,124.152,-2.5000000000005684,138.8,
02/07/2019,AS-5,1+225,,116.527,0.871,123.282,124.15299999999999,-2.400000000001512,138.8,
05/07/2019,AS-5,1+225,,,0.893,123.282,124.175,-0.20000000000095497,138.8,
06/07/2019,AS-5,1+225,,,0.891,123.282,124.173,-0.40000000000048885,138.8,
12/07/2019,AS-5,1+225,,116.354,0.875,123.282,124.157,-2.000000000001023,138.8,
16/07/2019,AS-5,1+225,,116.255,0.889,123.282,124.17099999999999,-0.6000000000014438,138.8,
20/07/2019,AS-5,1+225,121.764,,0.882,123.274,124.156,-2.1000000000000796,138.8,
23/07/2019,AS-5,1+225,,115.983,0.884,123.274,124.158,-1.9000000000005457,138.8,
27/07/2019,AS-5,1+225,,115.915,0.879,123.274,124.153,-2.400000000000091,138.8,
30/07/2019,AS-5,1+225,,115.862,0.875,123.274,124.149,-2.80000000000058,138.8,
03/08/2019,AS-5,1+225,,,0.886,123.274,124.16,-1.7000000000010118,139.4,
06/08/2019,AS-5,1+225,,,0.885,123.274,124.159,-1.8000000000000682,139.4,
11/08/2019,AS-5,1+225,,,0.874,123.274,124.148,-2.9000000000010573,139.4,
16/08/2019,AS-5,1+225,,115.68,0.869,123.274,124.143,-3.4000000000006025,139.4,
19/08/2019,AS-5,1+225,,,0.871,123.274,124.145,-3.2000000000010687,139.4,
23/08/2019,AS-5,1+225,,115.507,0.875,123.274,124.149,-2.80000000000058,139.4,
31/08/2019,AS-5,1+225,,,0.873,123.274,124.147,-3.0000000000001137,139.4,
05/09/2019,AS-5,1+225,,,0.867,123.274,124.141,-3.6000000000001364,141.8,
08/09/2019,AS-5,1+225,,115.021,0.877,123.274,124.151,-2.600000000001046,141.8,
09/09/2019,AS-5,1+225,,,0.876,123.274,124.15,-2.7000000000001023,141.8,
10/09/2019,AS-5,1+225,,,0.878,123.274,124.152,-2.5000000000005684,141.8,
11/09/2019,AS-5,1+225,,,0.892,123.274,124.166,-1.100000000000989,141.8,
12/09/2019,AS-5,1+225,,,0.893,123.274,124.167,-1.0000000000005116,141.8,
13/09/2019,AS-5,1+225,121.762,,0.893,123.274,124.167,-1.0000000000005116,141.8,
14/09/2019,AS-5,1+225,,,0.893,123.274,124.167,-1.0000000000005116,141.8,
15/09/2019,AS-5,1+225,,,0.889,123.274,124.163,-1.4000000000010004,141.8,
16/09/2019,AS-5,1+225,,,0.891,123.274,124.165,-1.2000000000000455,141.8,
19/09/2019,AS-5,1+225,,,0.888,123.274,124.162,-1.5000000000000568,141.8,
24/09/2019,AS-5,1+225,,,0.89,123.274,124.164,-1.300000000000523,141.8,
27/09/2019,AS-5,1+225,,,0.888,123.274,124.162,-1.5000000000000568,141.8,
30/09/2019,AS-5,1+225,,,0.884,123.274,124.158,-1.9000000000005457,141.8,
01/10/2019,AS-5,1+225,,114.958,0.884,123.274,124.158,-1.9000000000005457,141.8,
02/10/2019,AS-5,1+225,,,0.883,123.274,124.157,-2.000000000001023,141.8,
03/10/2019,AS-5,1+225,,,0.881,123.274,124.155,-2.200000000000557,141.8,
04/10/2019,AS-5,1+225,,,0.883,123.274,124.157,-2.000000000001023,141.8,
08/10/2019,AS-5,1+225,,,0.889,123.274,124.163,-1.4000000000010004,141.8,
09/10/2019,AS-5,1+225,,,0.903,123.274,124.177,0.0,141.8,
12/10/2019,AS-5,1+225,,,0.898,123.274,124.172,-0.5000000000009663,141.8,
17/10/2019,AS-5,1+225,,,0.899,123.274,124.173,-0.40000000000048885,141.8,
21/10/2019,AS-5,1+225,,,0.898,123.274,124.172,-0.5000000000009663,141.8,
24/10/2019,AS-5,1+225,,,0.899,123.274,124.173,-0.40000000000048885,141.8,
29/10/2019,AS-5,1+225,,,0.895,123.274,124.169,-0.8000000000009777,141.8,
31/10/2019,AS-5,1+225,,,0.895,123.274,124.169,-0.8000000000009777,141.8,
01/11/2019,AS-5,1+225,,,0.894,123.274,124.168,-0.9000000000000341,141.8,
04/11/2019,AS-5,1+225,,,0.892,123.274,124.166,-1.100000000000989,141.8,
09/11/2019,AS-5,1+225,,115.173,0.895,123.274,124.169,-0.8000000000009777,141.8,
13/11/2019,AS-5,1+225,121.769,115.173,0.854,123.276,124.13,-4.7000000000011255,141.8,
17/11/2019,AS-5,1+225,,,0.851,123.276,124.127,-5.000000000001137,141.8,
20/11/2019,AS-5,1+225,,,0.844,123.276,124.11999999999999,-5.700000000001637,141.8,
25/11/2019,AS-5,1+225,121.53,,0.844,123.276,124.11999999999999,-5.700000000001637,141.8,
22/05/2020,AS-5,1+225,,,0.592,123.393,123.985,-19.200000000000728,141.8,
28/05/2020,AS-5,1+225,,,0.543,123.393,123.936,-24.099999999999966,141.8,
30/05/2020,AS-5,1+225,,,0.572,123.393,123.965,-21.20000000000033,141.8,
02/06/2020,AS-5,1+225,,,0.585,123.393,123.978,-19.900000000001228,141.8,
05/06/2020,AS-5,1+225,,,0.624,123.393,124.017,-16.00000000000108,141.8,
06/06/2020,AS-5,1+225,,,0.611,123.393,124.004,-17.300000000000182,141.8,
12/06/2020,AS-5,1+225,,,0.595,123.393,123.988,-18.900000000000716,141.8,
16/06/2020,AS-5,1+225,,,0.623,123.393,124.016,-16.100000000000136,141.8,
23/06/2020,AS-5,1+225,121.511,,0.606,123.386,123.99199999999999,-18.50000000000165,141.8,
18/07/2020,AS-5,1+225,,115.69,0.59,123.387,123.977,-20.000000000000284,141.8,
24/07/2020,AS-5,1+225,121.511,,0.575,123.384,123.959,-21.800000000000352,141.8,
