FECHA,CELDA_DE_ASENTAMIENTO,PROGRESIVA,PUNTO_FIJO_CASETA,COTA_RIO_(M.S.N.M),LECTURA_REGLETA_(M),COTA_0_REGLETA_(M),COTA_CELDA_(M.S.N.M),ASENTAMIENTO_(CM),COTA_RELLENO,MODULO_DEFORMACION_(Ε)
31/07/2020,AS-5,1+225,121.508,115.262,0.53,123.381,123.911,-26.600000000000534,141.8,
07/08/2020,AS-5,1+225,,,0.513,123.381,123.894,-28.300000000000125,141.8,
14/08/2020,AS-5,1+225,,,0.547,123.381,123.928,-24.900000000000944,141.8,
22/08/2020,AS-5,1+225,,,0.583,123.381,123.964,-21.300000000000807,141.8,
30/08/2020,AS-5,1+225,,,0.452,123.381,123.833,-34.40000000000083,141.8,
04/09/2020,AS-5,1+225,,,0.448,123.381,123.829,-34.80000000000132,141.8,
11/09/2020,AS-5,1+225,121.512,115.004,0.53,123.387,123.917,-26.00000000000051,141.8,
15/09/2020,AS-5,1+225,,114.916,0.464,123.387,123.851,-32.60000000000076,141.8,
21/09/2020,AS-5,1+225,,114.916,0.537,123.387,123.924,-25.30000000000001,141.8,
22/09/2020,AS-5,1+225,,114.916,0.512,123.387,123.899,-27.80000000000058,141.8,
23/09/2020,AS-5,1+225,,114.916,0.505,123.387,123.892,-28.50000000000108,141.8,
25/09/2020,AS-5,1+225,,114.916,0.512,123.387,123.899,-27.80000000000058,141.8,
26/09/2020,AS-5,1+225,,114.916,0.489,123.387,123.876,-30.100000000000193,141.8,
28/09/2020,AS-5,1+225,,115.008,0.511,123.387,123.898,-27.900000000001057,141.8,
01/10/2020,AS-5,1+225,,115.008,0.438,123.387,123.825,-35.20000000000039,141.8,
09/10/2020,AS-5,1+225,,115.008,0.54,123.385,123.92500000000001,-25.199999999999534,141.8,
16/10/2020,AS-5,1+225,,114.915,0.54,123.385,123.92500000000001,-25.199999999999534,141.8,
19/10/2020,AS-5,1+225,,,0.509,123.385,123.894,-28.300000000000125,141.8,
20/10/2020,AS-5,1+225,121.511,114.423,0.448,123.385,123.833,-34.40000000000083,141.8,
31/10/2020,AS-5,1+225,,,0.467,123.385,123.852,-32.500000000000284,141.8,
02/11/2020,AS-5,1+225,,,0.472,123.385,123.857,-32.00000000000074,141.8,
22/11/2020,AS-5,1+225,121.506,114.872,0.554,123.381,123.935,-24.200000000000443,141.8,
04/12/2020,AS-5,1+225,,115.677,0.449,123.381,123.83,-34.70000000000084,141.8,
06/02/2021,AS-5,1+225,121.515,117.266,0.424,123.389,123.813,-36.40000000000043,141.8,
25/02/2021,AS-5,1+225,121.515,,0.753,123.389,124.142,-3.50000000000108,141.8,
04/03/2021,AS-5,1+225,121.515,,0.772,123.389,124.161,-1.6000000000005343,141.8,
15/03/2021,AS-5,1+225,121.515,117.843,0.742,123.388,124.13000000000001,-4.699999999999704,141.8,
21/03/2021,AS-5,1+225,121.515,117.972,0.732,123.388,124.12,-5.700000000000216,141.8,
26/03/2021,AS-5,1+225,121.515,,0.715,123.388,124.10300000000001,-7.399999999999807,141.8,
05/04/2021,AS-5,1+225,121.515,,0.727,123.389,124.116,-6.100000000000705,133.4,
13/04/2021,AS-5,1+225,121.515,,0.726,123.389,124.115,-6.200000000001182,133.4,
26/04/2021,AS-5,1+225,,117.721,0.75,123.389,124.139,-3.8000000000010914,133.4,
05/05/2021,AS-5,1+225,121.515,117.721,0.669,123.389,124.05799999999999,-11.900000000001398,133.4,
15/05/2021,AS-5,1+225,121.515,117.505,0.709,123.39,124.099,-7.800000000000296,133.4,
26/05/2021,AS-5,1+225,121.515,117.394,0.73,123.387,124.117,-6.000000000000227,133.4,
03/06/2021,AS-5,1+225,121.515,117.394,0.73,123.388,124.11800000000001,-5.89999999999975,133.4,
07/06/2021,AS-5,1+225,121.515,116.853,0.765,123.388,124.153,-2.400000000000091,133.4,
21/06/2021,AS-5,1+225,121.515,116.689,0.706,123.39,124.096,-8.100000000000307,133.4,
29/06/2021,AS-5,1+225,121.515,116.552,0.703,123.389,124.092,-8.500000000000796,133.4,
15/08/2021,AS-5,1+225,121.515,115.936,0.721,123.387,124.108,-6.9000000000002615,133.4,
21/08/2021,AS-5,1+225,121.515,,0.721,123.387,124.108,-6.9000000000002615,133.4,
28/08/2021,AS-5,1+225,,,0.719,123.387,124.106,-7.1000000000012164,133.4,
01/09/2021,AS-5,1+225,121.515,115.14,0.656,123.388,124.04400000000001,-13.299999999999557,133.4,
16/09/2021,AS-5,1+225,121.515,115.019,0.73,123.388,124.11800000000001,-5.89999999999975,133.4,
27/09/2021,AS-5,1+225,121.515,114.781,0.704,123.388,124.092,-8.500000000000796,133.4,
09/10/2021,AS-5,1+225,121.515,114.888,0.728,123.387,124.115,-6.200000000001182,133.4,
14/10/2021,AS-5,1+225,121.515,114.621,0.713,123.386,124.09899999999999,-7.800000000001717,133.4,
16/10/2021,AS-5,1+225,121.515,114.651,0.703,123.386,124.089,-8.800000000000807,133.4,
18/10/2021,AS-5,1+225,121.515,114.651,0.7,123.386,124.086,-9.100000000000819,133.4,
31/10/2021,AS-5,1+225,121.515,115.046,0.696,123.386,124.082,-9.500000000001307,133.4,
02/11/2021,AS-5,1+225,121.515,115.046,0.705,123.387,124.092,-8.500000000000796,133.4,
09/11/2021,AS-5,1+225,121.515,115.629,0.715,123.386,124.101,-7.600000000000762,133.4,
17/11/2021,AS-5,1+225,121.515,115.744,0.725,123.385,124.11,-6.700000000000728,133.4,
24/11/2021,AS-5,1+225,121.515,115.871,0.725,123.385,124.11,-6.700000000000728,133.4,
30/11/2021,AS-5,1+225,121.515,115.981,0.731,123.385,124.116,-6.100000000000705,133.4,
03/12/2021,AS-5,1+225,121.515,116.068,0.729,123.385,124.114,-6.300000000000239,133.4,
11/12/2021,AS-5,1+225,,,0.729,123.385,124.114,-6.300000000000239,,
19/01/2022,AS-5,1+225,,,0.748,123.385,124.13300000000001,-4.399999999999693,,
27/01/2022,AS-5,1+225,,,0.71,123.385,124.095,-8.200000000000784,,
04/02/2022,AS-5,1+225,,,0.69,123.385,124.075,-10.200000000000387,,
11/02/2022,AS-5,1+225,,,0.69,123.385,124.075,-10.200000000000387,,
19/02/2022,AS-5,1+225,,117.602,0.684,123.385,124.069,-10.80000000000041,,
07/04/2019,AS-6,1+225,,,0.867,123.08,123.947,0.0,129.8,
13/04/2019,AS-6,1+225,,,0.841,123.08,123.92099999999999,-2.600000000001046,129.8,
25/04/2019,AS-6,1+225,,,0.582,123.08,123.66199999999999,-28.50000000000108,129.8,
27/04/2019,AS-6,1+225,,,0.592,123.08,123.672,-27.50000000000057,129.8,
02/05/2019,AS-6,1+225,,,0.617,123.08,123.697,-25.0,136.4,
04/05/2019,AS-6,1+225,,,0.799,123.08,123.879,-6.799999999999784,136.4,
07/05/2019,AS-6,1+225,121.8,117.493,0.711,123.08,123.791,-15.600000000000591,136.4,
25/05/2019,AS-6,1+225,,117.348,0.866,123.08,123.946,-0.10000000000047748,136.4,
27/05/2019,AS-6,1+225,,,0.86,123.08,123.94,-0.7000000000005002,136.4,
31/05/2019,AS-6,1+225,,117.298,0.795,123.08,123.875,-7.200000000000273,136.4,
04/06/2019,AS-6,1+225,,,0.875,123.08,123.955,0.7999999999995566,138.8,
08/06/2019,AS-6,1+225,,,0.832,123.08,123.91199999999999,-3.50000000000108,138.8,
18/06/2019,AS-6,1+225,,,0.854,123.08,123.934,-1.300000000000523,138.8,
22/06/2019,AS-6,1+225,121.766,,0.869,123.092,123.961,1.3999999999995794,138.8,
25/06/2019,AS-6,1+225,,116.701,0.883,123.092,123.975,2.7999999999991587,138.8,
30/06/2019,AS-6,1+225,,,0.587,123.092,123.679,-26.800000000000068,138.8,
02/07/2019,AS-6,1+225,,116.527,0.618,123.092,123.71,-23.700000000000898,138.8,
05/07/2019,AS-6,1+225,,,0.96,123.092,124.05199999999999,10.499999999998977,138.8,
06/07/2019,AS-6,1+225,,,0.958,123.092,124.05,10.299999999999443,138.8,
12/07/2019,AS-6,1+225,,116.354,0.739,123.092,123.831,-11.599999999999966,138.8,
16/07/2019,AS-6,1+225,,116.255,0.828,123.092,123.92,-2.7000000000001023,138.8,
20/07/2019,AS-6,1+225,121.76400462962962,,0.771,123.084,123.855,-9.199999999999875,138.8,
23/07/2019,AS-6,1+225,,115.983,0.891,123.084,123.97500000000001,2.80000000000058,138.8,
27/07/2019,AS-6,1+225,,115.915,0.894,123.084,123.97800000000001,3.100000000000591,138.8,
30/07/2019,AS-6,1+225,,115.862,0.922,123.084,124.006,5.89999999999975,138.8,
03/08/2019,AS-6,1+225,,,0.907,123.084,123.991,4.399999999999693,139.4,
06/08/2019,AS-6,1+225,,,0.871,123.084,123.955,0.7999999999995566,139.4,
11/08/2019,AS-6,1+225,,,0.741,123.084,123.825,-12.199999999999989,139.4,
16/08/2019,AS-6,1+225,,115.68,0.911,123.084,123.995,4.800000000000182,139.4,
19/08/2019,AS-6,1+225,,,0.778,123.084,123.86200000000001,-8.499999999999375,139.4,
23/08/2019,AS-6,1+225,,115.50700231481481,0.889,123.084,123.973,2.599999999999625,139.4,
31/08/2019,AS-6,1+225,,,0.74,123.084,123.824,-12.300000000000466,139.4,
05/09/2019,AS-6,1+225,,,0.634,123.084,123.718,-22.89999999999992,141.8,
08/09/2019,AS-6,1+225,,115.02099537037037,0.0,123.084,123.084,-86.29999999999995,141.8,
09/09/2019,AS-6,1+225,,,0.639,123.084,123.723,-22.400000000000375,141.8,
10/09/2019,AS-6,1+225,,,0.655,123.084,123.739,-20.79999999999984,141.8,
11/09/2019,AS-6,1+225,,,0.647,123.084,123.73100000000001,-21.599999999999397,141.8,
12/09/2019,AS-6,1+225,,,0.674,123.084,123.75800000000001,-18.899999999999295,141.8,
13/09/2019,AS-6,1+225,121.762,,0.668,123.084,123.75200000000001,-19.499999999999318,141.8,
14/09/2019,AS-6,1+225,,,0.689,123.084,123.773,-17.40000000000066,141.8,
15/09/2019,AS-6,1+225,,,0.685,123.084,123.769,-17.799999999999727,141.8,
16/09/2019,AS-6,1+225,,,0.684,123.084,123.768,-17.900000000000205,141.8,
19/09/2019,AS-6,1+225,,,0.679,123.084,123.763,-18.39999999999975,141.8,
24/09/2019,AS-6,1+225,,,0.672,123.084,123.756,-19.10000000000025,141.8,
27/09/2019,AS-6,1+225,,,0.676,123.084,123.76,-18.69999999999976,141.8,
30/09/2019,AS-6,1+225,,,0.661,123.084,123.745,-20.199999999999818,141.8,
01/10/2019,AS-6,1+225,,114.958,0.661,123.084,123.745,-20.199999999999818,141.8,
02/10/2019,AS-6,1+225,,,0.649,123.084,123.733,-21.399999999999864,141.8,
03/10/2019,AS-6,1+225,,,0.657,123.084,123.741,-20.600000000000307,141.8,
04/10/2019,AS-6,1+225,,,0.661,123.084,123.745,-20.199999999999818,141.8,
08/10/2019,AS-6,1+225,,,0.62,123.084,123.70400000000001,-24.2999999999995,141.8,
09/10/2019,AS-6,1+225,,,0.681,123.084,123.765,-18.200000000000216,141.8,
12/10/2019,AS-6,1+225,,,0.607,123.084,123.691,-25.600000000000023,141.8,
17/10/2019,AS-6,1+225,,,0.673,123.084,123.757,-18.999999999999773,141.8,
21/10/2019,AS-6,1+225,,,0.617,123.084,123.70100000000001,-24.59999999999951,141.8,
24/10/2019,AS-6,1+225,,,0.668,123.084,123.75200000000001,-19.499999999999318,141.8,
29/10/2019,AS-6,1+225,,,0.66,123.084,123.744,-20.300000000000296,141.8,
31/10/2019,AS-6,1+225,,,0.66,123.084,123.744,-20.300000000000296,141.8,
01/11/2019,AS-6,1+225,,,0.585,123.084,123.669,-27.80000000000058,141.8,
04/11/2019,AS-6,1+225,,,0.593,123.084,123.677,-26.999999999999602,141.8,
09/11/2019,AS-6,1+225,,115.173,0.598,123.084,123.682,-26.500000000000057,141.8,
13/11/2019,AS-6,1+225,121.769,115.173,0.647,123.085,123.732,-21.50000000000034,141.8,
17/11/2019,AS-6,1+225,,,0.62,123.085,123.705,-24.200000000000443,141.8,
20/11/2019,AS-6,1+225,,,0.642,123.085,123.72699999999999,-22.000000000001307,141.8,
25/11/2019,AS-6,1+225,,,0.65,123.085,123.735,-21.20000000000033,141.8,
13/03/2020,AS-6,1+225,121.53,,0.289,123.434,123.723,-22.400000000000375,141.8,
14/03/2020,AS-6,1+225,,,0.289,123.434,123.723,-22.400000000000375,141.8,
22/03/2020,AS-6,1+225,,,0.29,123.434,123.724,-22.299999999999898,141.8,
26/03/2020,AS-6,1+225,,,0.29,123.434,123.724,-22.299999999999898,141.8,
01/04/2020,AS-6,1+225,,,0.29,123.434,123.724,-22.299999999999898,141.8,
11/04/2020,AS-6,1+225,,,0.29,123.434,123.724,-22.299999999999898,141.8,
20/04/2020,AS-6,1+225,,117.807,0.29,123.434,123.724,-22.299999999999898,141.8,
07/05/2020,AS-6,1+225,,,0.29,123.434,123.724,-22.299999999999898,141.8,
22/05/2020,AS-6,1+225,,,0.29,123.434,123.724,-22.299999999999898,141.8,
28/05/2020,AS-6,1+225,,,0.291,123.422,123.713,-23.400000000000887,141.8,
30/05/2020,AS-6,1+225,,,0.293,123.422,123.715,-23.199999999999932,141.8,
02/06/2020,AS-6,1+225,,,0.29,123.422,123.712,-23.499999999999943,141.8,
05/06/2020,AS-6,1+225,,,0.289,123.422,123.711,-23.60000000000042,141.8,
06/06/2020,AS-6,1+225,,,0.289,123.422,123.711,-23.60000000000042,141.8,
12/06/2020,AS-6,1+225,,,0.292,123.422,123.714,-23.30000000000041,141.8,
16/06/2020,AS-6,1+225,,,0.295,123.422,123.717,-23.000000000000398,141.8,
23/06/2020,AS-6,1+225,121.511,,0.292,123.414,123.706,-24.099999999999966,141.8,
10/07/2020,AS-6,1+225,121.514,115.826,0.29,123.415,123.70500000000001,-24.199999999999022,141.8,
24/07/2020,AS-6,1+225,,115.69,0.296,123.416,123.712,-23.499999999999943,141.8,
31/07/2020,AS-6,1+225,121.508,115.262,0.356,123.411,123.767,-18.000000000000682,141.8,
07/08/2020,AS-6,1+225,,,0.28,123.411,123.691,-25.600000000000023,141.8,
14/08/2020,AS-6,1+225,,,0.31,123.411,123.721,-22.59999999999991,141.8,
22/08/2020,AS-6,1+225,,,0.282,123.411,123.693,-25.40000000000049,141.8,
30/08/2020,AS-6,1+225,,,0.196,123.411,123.607,-34.00000000000034,141.8,
04/09/2020,AS-6,1+225,,,0.194,123.411,123.605,-34.199999999999875,141.8,
11/09/2020,AS-6,1+225,121.512,115.004,0.245,123.417,123.662,-28.49999999999966,141.8,
15/09/2020,AS-6,1+225,,114.916,0.204,123.417,123.621,-32.60000000000076,141.8,
21/09/2020,AS-6,1+225,,114.916,0.301,123.417,123.718,-22.89999999999992,141.8,
22/09/2020,AS-6,1+225,,114.916,0.297,123.417,123.714,-23.30000000000041,141.8,
23/09/2020,AS-6,1+225,,114.916,0.3,123.417,123.717,-23.000000000000398,141.8,
25/09/2020,AS-6,1+225,,114.916,0.302,123.417,123.71900000000001,-22.799999999999443,141.8,
26/09/2020,AS-6,1+225,,114.916,0.302,123.417,123.71900000000001,-22.799999999999443,141.8,
28/09/2020,AS-6,1+225,,115.008,0.296,123.417,123.71300000000001,-23.399999999999466,141.8,
01/10/2020,AS-6,1+225,,115.008,0.296,123.417,123.71300000000001,-23.399999999999466,141.8,
09/10/2020,AS-6,1+225,,115.008,0.302,123.414,123.71600000000001,-23.099999999999454,141.8,
16/10/2020,AS-6,1+225,,114.915,0.303,123.414,123.717,-23.000000000000398,141.8,
19/10/2020,AS-6,1+225,,,0.295,123.414,123.709,-23.799999999999955,141.8,
20/10/2020,AS-6,1+225,121.511,114.423,0.3,123.414,123.714,-23.30000000000041,141.8,
31/10/2020,AS-6,1+225,,,0.301,123.414,123.715,-23.199999999999932,141.8,
02/11/2020,AS-6,1+225,,,0.301,123.414,123.715,-23.199999999999932,141.8,
22/11/2020,AS-6,1+225,121.506,114.872,0.301,123.41,123.711,-23.60000000000042,141.8,
04/12/2020,AS-6,1+225,,115.677,0.3,123.41,123.71,-23.700000000000898,141.8,
25/01/2021,AS-6,1+225,121.515,117.243,0.297,123.418,123.715,-23.199999999999932,141.8,
03/02/2021,AS-6,1+225,121.515,117.266,0.297,123.418,123.715,-23.199999999999932,141.8,
06/02/2021,AS-6,1+225,121.515,117.266,0.294,123.418,123.712,-23.499999999999943,141.8,
12/02/2021,AS-6,1+225,121.515,,0.297,123.418,123.715,-23.199999999999932,141.8,
19/02/2021,AS-6,1+225,121.515,,0.291,123.418,123.709,-23.799999999999955,141.8,
22/02/2021,AS-6,1+225,121.515,,0.292,123.418,123.71000000000001,-23.699999999999477,141.8,
25/02/2021,AS-6,1+225,121.515,,0.3,123.419,123.719,-22.800000000000864,141.8,
04/03/2021,AS-6,1+225,121.515,,0.297,123.419,123.716,-23.100000000000875,141.8,
05/03/2021,AS-6,1+225,121.515,,0.297,123.419,123.716,-23.100000000000875,141.8,
08/03/2021,AS-6,1+225,121.515,,0.297,123.419,123.716,-23.100000000000875,141.8,
15/03/2021,AS-6,1+225,121.515,117.843,0.297,123.418,123.715,-23.199999999999932,141.8,
21/03/2021,AS-6,1+225,121.515,117.972,0.291,123.419,123.71,-23.700000000000898,141.8,
26/03/2021,AS-6,1+225,121.515,,0.291,123.419,123.71,-23.700000000000898,141.8,
05/04/2021,AS-6,1+225,121.515,,0.289,123.42,123.709,-23.799999999999955,141.8,
13/04/2021,AS-6,1+225,121.515,,0.29,123.42,123.71000000000001,-23.699999999999477,141.8,
26/04/2021,AS-6,1+225,,117.721,0.29,123.42,123.71000000000001,-23.699999999999477,141.8,
05/05/2021,AS-6,1+225,121.515,117.721,0.284,123.42,123.70400000000001,-24.2999999999995,141.8,
15/05/2021,AS-6,1+225,121.515,117.505,0.287,123.419,123.706,-24.099999999999966,141.8,
26/05/2021,AS-6,1+225,121.515,117.394,0.285,123.419,123.704,-24.30000000000092,141.8,
03/06/2021,AS-6,1+225,121.515,117.394,0.28,123.419,123.699,-24.800000000000466,141.8,
07/06/2021,AS-6,1+225,121.515,116.853,0.282,123.419,123.701,-24.600000000000932,141.8,
21/06/2021,AS-6,1+225,121.515,116.689,0.284,123.421,123.70500000000001,-24.199999999999022,141.8,
29/06/2021,AS-6,1+225,121.515,116.552,0.184,123.419,123.603,-34.40000000000083,141.8,
15/08/2021,AS-6,1+225,121.515,115.936,0.348,123.418,123.766,-18.09999999999974,141.8,
21/08/2021,AS-6,1+225,121.515,,0.347,123.418,123.765,-18.200000000000216,141.8,
28/08/2021,AS-6,1+225,,,0.347,123.418,123.765,-18.200000000000216,141.8,
01/09/2021,AS-6,1+225,121.515,115.14,0.347,123.418,123.765,-18.200000000000216,141.8,
16/09/2021,AS-6,1+225,121.515,115.019,0.348,123.418,123.766,-18.09999999999974,141.8,
27/09/2021,AS-6,1+225,121.515,114.781,0.348,123.418,123.766,-18.09999999999974,141.8,
09/10/2021,AS-6,1+225,121.515,114.888,0.345,123.418,123.763,-18.39999999999975,141.8,
14/10/2021,AS-6,1+225,121.515,114.621,0.345,123.417,123.762,-18.500000000000227,141.8,
18/10/2021,AS-6,1+225,121.515,114.651,0.345,123.417,123.762,-18.500000000000227,141.8,
31/10/2021,AS-6,1+225,121.515,115.046,0.345,123.417,123.762,-18.500000000000227,141.8,
02/11/2021,AS-6,1+225,121.515,115.046,0.345,123.418,123.763,-18.39999999999975,141.8,
09/11/2021,AS-6,1+225,121.515,115.629,0.343,123.413,123.756,-19.10000000000025,141.8,
17/11/2021,AS-6,1+225,121.515,115.744,0.341,123.417,123.758,-18.900000000000716,141.8,
24/11/2021,AS-6,1+225,121.515,115.871,0.345,123.417,123.762,-18.500000000000227,141.8,
30/11/2021,AS-6,1+225,121.515,115.981,0.34,123.417,123.757,-18.999999999999773,141.8,
03/12/2021,AS-6,1+225,121.515,116.068,0.341,123.417,123.758,-18.900000000000716,141.8,
11/12/2021,AS-6,1+225,,,0.335,123.417,123.752,-19.50000000000074,,
19/01/2022,AS-6,1+225,,,0.34,123.417,123.757,-18.999999999999773,,
27/01/2022,AS-6,1+225,,,0.34,123.417,123.757,-18.999999999999773,,
04/02/2022,AS-6,1+225,,,0.335,123.417,123.752,-19.50000000000074,,
11/02/2022,AS-6,1+225,,,0.335,123.417,123.752,-19.50000000000074,,
19/02/2022,AS-6,1+225,,117.602,0.332,123.417,123.749,-19.80000000000075,,
07/04/2019,AS-7,1+225,,,0.794,122.735,123.529,-20.800000000001262,129.8,
13/04/2019,AS-7,1+225,,,0.82,122.735,123.55499999999999,-18.200000000001637,129.8,
25/04/2019,AS-7,1+225,,,0.692,122.735,123.42699999999999,-31.00000000000165,129.8,
27/04/2019,AS-7,1+225,,,0.717,122.735,123.452,-28.50000000000108,129.8,
02/05/2019,AS-7,1+225,,,0.691,122.735,123.426,-31.100000000000705,136.4,
04/05/2019,AS-7,1+225,,,0.691,122.735,123.426,-31.100000000000705,136.4,
07/05/2019,AS-7,1+225,121.8,117.493,0.668,122.735,123.403,-33.40000000000032,136.4,
25/05/2019,AS-7,1+225,,117.348,0.76,122.735,123.495,-24.200000000000443,136.4,
27/05/2019,AS-7,1+225,,,0.818,122.735,123.553,-18.40000000000117,136.4,
31/05/2019,AS-7,1+225,,117.298,0.778,122.735,123.513,-22.400000000000375,136.4,
04/06/2019,AS-7,1+225,,,0.803,122.735,123.538,-19.900000000001228,138.8,
08/06/2019,AS-7,1+225,,,0.791,122.735,123.526,-21.100000000001273,138.8,
18/06/2019,AS-7,1+225,,,0.754,122.735,123.489,-24.800000000000466,138.8,
22/06/2019,AS-7,1+225,121.766,,0.79,122.745,123.53500000000001,-20.199999999999818,138.8,
25/06/2019,AS-7,1+225,,116.701,0.784,122.745,123.52900000000001,-20.79999999999984,138.8,
30/06/2019,AS-7,1+225,,,0.627,122.745,123.372,-36.50000000000091,138.8,
02/07/2019,AS-7,1+225,,116.527,0.658,122.745,123.403,-33.40000000000032,138.8,
05/07/2019,AS-7,1+225,,,0.754,122.745,123.49900000000001,-23.799999999999955,138.8,
06/07/2019,AS-7,1+225,,,0.736,122.745,123.48100000000001,-25.600000000000023,138.8,
12/07/2019,AS-7,1+225,,116.354,0.788,122.745,123.533,-20.400000000000773,138.8,
16/07/2019,AS-7,1+225,,116.255,0.768,122.745,123.513,-22.400000000000375,138.8,
20/07/2019,AS-7,1+225,121.76400462962962,,0.756,122.738,123.494,-24.30000000000092,138.8,
23/07/2019,AS-7,1+225,,115.983,0.87,122.738,123.608,-12.900000000000489,138.8,
27/07/2019,AS-7,1+225,,115.915,0.836,122.738,123.574,-16.30000000000109,138.8,
30/07/2019,AS-7,1+225,,115.862,0.874,122.738,123.612,-12.500000000001421,138.8,
03/08/2019,AS-7,1+225,,,0.878,122.738,123.616,-12.100000000000932,139.4,
06/08/2019,AS-7,1+225,,,0.863,122.738,123.601,-13.600000000000989,139.4,
11/08/2019,AS-7,1+225,,,0.807,122.738,123.545,-19.200000000000728,139.4,
16/08/2019,AS-7,1+225,,115.68,0.83,122.738,123.568,-16.900000000001114,139.4,
19/08/2019,AS-7,1+225,,,0.721,122.738,123.459,-27.80000000000058,139.4,
23/08/2019,AS-7,1+225,,115.50700231481481,0.894,122.738,123.632,-10.500000000000398,139.4,
31/08/2019,AS-7,1+225,,,0.745,122.738,123.483,-25.40000000000049,139.4,
05/09/2019,AS-7,1+225,,,0.668,122.738,123.406,-33.10000000000031,141.8,
08/09/2019,AS-7,1+225,,115.02099537037037,0.0,122.738,122.738,-99.90000000000094,141.8,
09/09/2019,AS-7,1+225,,,0.436,122.738,123.174,-56.30000000000024,141.8,
10/09/2019,AS-7,1+225,,,0.66,122.738,123.398,-33.900000000001285,141.8,
11/09/2019,AS-7,1+225,,,0.659,122.738,123.397,-34.00000000000034,141.8,
12/09/2019,AS-7,1+225,,,0.658,122.738,123.396,-34.10000000000082,141.8,
13/09/2019,AS-7,1+225,121.762,,0.653,122.739,123.39200000000001,-34.499999999999886,141.8,
14/09/2019,AS-7,1+225,,,0.652,122.739,123.391,-34.600000000000364,141.8,
15/09/2019,AS-7,1+225,,,0.659,122.739,123.39800000000001,-33.899999999999864,141.8,
16/09/2019,AS-7,1+225,,,0.65,122.739,123.38900000000001,-34.7999999999999,141.8,
19/09/2019,AS-7,1+225,,,0.654,122.739,123.393,-34.40000000000083,141.8,
24/09/2019,AS-7,1+225,,,0.637,122.739,123.376,-36.10000000000042,141.8,
27/09/2019,AS-7,1+225,,,0.636,122.739,123.375,-36.2000000000009,141.8,
30/09/2019,AS-7,1+225,,,0.643,122.739,123.382,-35.5000000000004,141.8,
01/10/2019,AS-7,1+225,,114.958,0.639,122.739,123.378,-35.90000000000089,141.8,
02/10/2019,AS-7,1+225,,,0.645,122.739,123.384,-35.300000000000864,141.8,
03/10/2019,AS-7,1+225,,,0.647,122.739,123.38600000000001,-35.09999999999991,141.8,
04/10/2019,AS-7,1+225,,,0.634,122.739,123.373,-36.40000000000043,141.8,
08/10/2019,AS-7,1+225,,,0.698,122.739,123.437,-30.000000000001137,141.8,
09/10/2019,AS-7,1+225,,,0.693,122.739,123.432,-30.500000000000682,141.8,
12/10/2019,AS-7,1+225,,,0.7,122.739,123.43900000000001,-29.800000000000182,141.8,
17/10/2019,AS-7,1+225,,,0.685,122.739,123.424,-31.30000000000024,141.8,
21/10/2019,AS-7,1+225,,,0.683,122.739,123.42200000000001,-31.499999999999773,141.8,
24/10/2019,AS-7,1+225,,,0.683,122.739,123.42200000000001,-31.499999999999773,141.8,
29/10/2019,AS-7,1+225,,,0.678,122.739,123.417,-32.00000000000074,141.8,
31/10/2019,AS-7,1+225,,,0.682,122.739,123.421,-31.60000000000025,141.8,
01/11/2019,AS-7,1+225,,,0.681,122.739,123.42,-31.700000000000728,141.8,
04/11/2019,AS-7,1+225,,,0.685,122.739,123.424,-31.30000000000024,141.8,
09/11/2019,AS-7,1+225,,115.173,0.683,122.739,123.42200000000001,-31.499999999999773,141.8,
13/11/2019,AS-7,1+225,121.769,115.173,0.678,122.741,123.419,-31.800000000001205,141.8,
17/11/2019,AS-7,1+225,,,0.67,122.741,123.411,-32.60000000000076,141.8,
20/11/2019,AS-7,1+225,,,0.681,122.741,123.422,-31.500000000001194,141.8,
25/11/2019,AS-7,1+225,,,0.678,122.741,123.419,-31.800000000001205,141.8,
13/03/2020,AS-7,1+225,121.53,,0.199,123.231,123.42999999999999,-30.700000000001637,141.8,
14/03/2020,AS-7,1+225,,,0.189,123.231,123.41999999999999,-31.70000000000215,141.8,
22/03/2020,AS-7,1+225,,,0.188,123.231,123.419,-31.800000000001205,141.8,
26/03/2020,AS-7,1+225,,,0.188,123.231,123.419,-31.800000000001205,141.8,
01/04/2020,AS-7,1+225,,,0.188,123.231,123.419,-31.800000000001205,141.8,
11/04/2020,AS-7,1+225,,,0.188,123.231,123.419,-31.800000000001205,141.8,
20/04/2020,AS-7,1+225,,117.807,0.186,123.231,123.417,-32.00000000000074,141.8,
07/05/2020,AS-7,1+225,,,0.184,123.231,123.41499999999999,-32.200000000001694,141.8,
22/05/2020,AS-7,1+225,,,0.184,123.231,123.41499999999999,-32.200000000001694,141.8,
28/05/2020,AS-7,1+225,,,0.184,123.218,123.402,-33.500000000000796,141.8,
30/05/2020,AS-7,1+225,,,0.186,123.218,123.40400000000001,-33.29999999999984,141.8,
02/06/2020,AS-7,1+225,,,0.184,123.218,123.402,-33.500000000000796,141.8,
05/06/2020,AS-7,1+225,,,0.183,123.218,123.40100000000001,-33.59999999999985,141.8,
06/06/2020,AS-7,1+225,,,0.182,123.218,123.4,-33.70000000000033,141.8,
09/06/2020,AS-7,1+225,,,0.182,123.218,123.4,-33.70000000000033,141.8,
12/06/2020,AS-7,1+225,,,0.184,123.218,123.402,-33.500000000000796,141.8,
